iso3,ecoregion,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Bounty and Antipodes Islands,125720.19398159372,9539.29548890098,158216.47492358348,125720.19398159372,9539.29548890098,158216.47492358348,0.23215735431753837,NA,0.23215735431753837,0.39982510219154666,0,0,0,0,Doesn't participate
ATF,Kerguelen Islands,49728.72034716532,2520.048461116624,58017.98801295616,51827.274581812846,2993.011929259465,60439.12019669242,0.23509678121009317,NA,0.21189862097318865,0.5102276433254187,444.68074835925626,28.28271978358481,917.6442165020972,28.28271978358481,Buyers
HMD,Heard and Macdonald Islands,34714.78553252775,15.70313704018392,41340.06050135405,34191.83336959037,14.884803803486221,40731.260168243374,0.0015454328008727826,NA,0.0016639436334206592,0.05554188234934332,0.8701629221032127,-1.6884961588009113,0.05182968540551336,0.05182968540551336,Sellers
HMD,Kerguelen Islands,3106.7923562156748,0.613666195422411,3775.816470186016,1008.2381215681391,0.01105125977328685,1252.9638154098072,1.0960962035534359e-5,NA,0.21189862097318865,0.5102276433254187,444.6807483592582,-445.2833632949073,444.0781334236091,444.0781334236091,Sellers
CAN,Hudson Complex,379056.89972636785,1242.7670010694671,506094.00420992175,379056.89972636785,1242.7670010694671,506094.00420992175,0.02508963663853573,NA,0.02508963663853573,0.34773377943705464,0,0,0,0,Doesn't participate
CAN,Beaufort-Amundsen-Viscount Melville-Queen Maud,150551.03609208803,2856.581350708548,187231.24311107985,150551.03609208803,2856.581350708548,187231.24311107985,0.1935680784899107,NA,0.1935680784899107,0.7967303416233216,0,0,0,0,Doesn't participate
ARG,Channels and Fjords of Southern Chile,24324.074992958092,3546.1012551411986,28992.436613718382,17329.02535705578,12.0331388085503,20923.090029949544,0.004445478140665824,NA,4.798640554279342,0.1968746513489884,33566.72886203779,-37100.79697837044,30032.66074570514,30032.66074570514,Sellers
CAN,Baffin Bay - Davis Strait,102334.026398794,1996.3540119463075,134285.63537126457,99626.18540437512,1791.4410221332898,130921.76501815402,0.07459103413989539,NA,0.07675233322323645,0.04399301603622974,207.83311431917747,-412.74610413219517,2.920124506159709,2.920124506159709,Sellers
CAN,High Arctic Archipelago,128415.32418632526,648.2348074797467,150014.0491963607,128507.01560760837,653.8297434972762,150131.73349459821,0.061019187392185904,NA,0.061019187392185904,0.06636884196319048,5.59493601752955,1.2434497875801753e-14,11.189872035059125,1.2434497875801753e-14,Doesn't participate
IRL,Celtic Seas,171419.57516003976,35311132.538747445,201167.55050485698,123042.63767222401,5345220.585642527,143907.3817152945,303.43387773036153,NA,1167.2179409020298,0.48506524195276746,56466429.36167452,-86432341.31477943,26500517.4085696,26500517.4085696,Sellers
RUS,Laptev Sea,160378.35604769245,122297.45973591847,209833.60527632682,160378.35604769245,122297.45973591847,209833.60527632682,1.6750854650997944,NA,1.6750854650997944,0.12014967480751615,0,0,0,0,Doesn't participate
PCN,Rapa-Pitcairn,32133.76613612318,86.2747702896595,42212.06942174679,147999.53265275937,3427.058211711142,193561.39245210416,0.057512774717229966,NA,0.006409467922912944,0.35347253851880134,742.6379138521003,2598.1455275693825,4083.421355273583,2598.1455275693825,Buyers
ATF,Crozet Islands,62681.90494441258,20648.060848546273,72892.45280236375,62681.90494441258,20648.060848546273,72892.45280236375,1.3867773849716225,NA,1.3867773849716225,0.05953462518252406,0,0,0,0,Doesn't participate
RUS,Kara Sea,292253.67846615077,86975.73215104068,366933.512019532,292253.67846615077,86975.73215104068,366933.512019532,0.9672609712754933,NA,0.9672609712754933,0.21235807686538144,0,0,0,0,Doesn't participate
PYF,Southern Cook/Austral Islands,74670.37351869242,319.308762550354,97054.10738651721,259147.29635903623,314290.8372437915,324076.97017535556,2.0311403054259554,NA,0.10576426755108086,0.5149640134863761,19511.06662428622,294460.4618569549,333482.5951055274,294460.4618569549,Buyers
PYF,Rapa-Pitcairn,248531.83609814398,238.652547511316,324057.52118626214,132666.0695815078,76.72476621785621,172594.23636271895,8.40667795704087e-4,NA,0.006409467922912944,0.35347253851880134,742.6379138521003,-904.5656951455601,580.7101325586405,580.7101325586405,Sellers
SJM,North and East Barents Sea,143176.15276914655,7238765.6338581,176877.05155437978,109275.40492331718,2319861.835637429,135507.9439664438,106.77047866321212,NA,180.19700948236746,0.03825659756977384,6108813.381034262,-11027717.179254932,1189909.5828135908,1189909.5828135908,Sellers
RUS,North and East Barents Sea,289696.9378616058,13411341.337074123,351740.7063231699,284254.3010202187,12459188.059349623,345017.4312557309,170.7538107415927,NA,180.19700948236746,0.03825659756977384,980746.8825165102,-1932900.160241011,28593.60479201004,28593.60479201004,Sellers
PYF,Tuamotus,821643.3180203701,1479240.4504613357,979026.4782960308,621137.3733652714,1028488.9978399071,740954.3580592964,2.1541814937848733,NA,2.381747203144516,0.7933888254084648,477554.4728961305,-928305.9255175592,26803.020274701877,26803.020274701877,Sellers
GRL,North Greenland,75988.32245843785,4283122.157975297,91233.86683347306,76019.3686956859,4290508.807740802,91270.3843478212,237.92415507513343,NA,237.92415507513343,0.21935927143158207,7386.649765505441,-9.167706593871117e-10,14773.29953100998,-9.167706593871117e-10,Doesn't participate
TKL,Phoenix/Tokelau/Northern Cook Islands,196095.4781645325,9946.542071163654,249465.59882397373,105736.2113016492,233.4472227145744,134313.31101050077,0.004255489127449551,NA,1.1844162844310742,0.7101433950405163,107022.98712165214,-116736.08197010122,97309.89227320306,97309.89227320306,Sellers
CAN,Lancaster Sound,82669.44295918079,25538.369837227212,104573.58734846393,82669.44295918079,25538.369837227212,104573.58734846393,1.0582265220567497,NA,1.0582265220567497,0.08300888920848482,0,0,0,0,Doesn't participate
ISL,South and West Iceland,131600.52532303942,373687.6017887427,158906.11136398453,130304.44493634482,351975.2017356216,157348.42318968973,16.463259466040395,NA,17.28906695555119,0.38622479589806613,22408.020585339502,-44120.42063846059,695.6205322184251,695.6205322184251,Sellers
ZAF,Agulhas Bank,136082.29340367918,400.1570430002108,149677.14561371386,136082.29340367918,400.1570430002108,149677.14561371386,0.00921347836210977,NA,0.00921347836210977,0.415652008216126,0,0,0,0,Doesn't participate
ZAF,Prince Edward Islands,96746.23903344724,152.87415725338903,120658.70747467385,96746.23903344724,152.87415725338903,120658.70747467385,0.0038131433543263965,NA,0.0038131433543263965,0.8574479443663232,0,0,0,0,Doesn't participate
NIU,Tonga Islands,204477.37795191727,925.6896905899048,249253.8751703518,109584.90747794117,284.34651150906086,133708.15368696125,0.004279750038084707,NA,0.016208530848484237,0.756337168640132,1538.067534966321,-2179.410714047165,896.7243558854772,896.7243558854772,Sellers
RUS,East Siberian Sea,200283.07786090908,127501.34983200305,253114.28639824528,200283.07786090908,127501.34983200305,253114.28639824528,1.2962572002163166,NA,1.2962572002163166,0.3482791893428496,0,0,0,0,Doesn't participate
ZAF,Namaqua,72078.41677544074,356.5393814947026,80009.5162749467,84003.94182240276,631.0402377319326,93233.37217084954,0.02738538240735056,NA,0.018997422941297724,0.26477191935016653,226.55424311417693,47.94661312305311,501.05509935140697,47.94661312305311,Buyers
WLF,Samoa Islands,91340.67938105344,23319.481524705887,116780.67115907998,56757.52173502191,3987.1654723698684,72483.01388959192,0.23934549394505147,NA,0.8883091018486465,0.35203461595433805,30720.533707636423,-50052.84975997244,11388.217655300405,11388.217655300405,Sellers
CAN,Northern Labrador,121690.23405752644,180007.35576738982,142787.73300939926,121690.23405752644,180007.35576738982,142787.73300939926,7.694602980165694,NA,7.694602980165694,0.36638700328482776,0,0,0,0,Doesn't participate
