iso3,ecoregion,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Bounty and Antipodes Islands,83256.7271414794,2089.129395899081,106141.01579540438,83256.7271414794,2089.129395899081,106141.01579540438,0.05649306340396939,NA,0.05649306340396939,0.06199835326304903,0,0,0,0,Doesn't participate
ATF,Kerguelen Islands,12761.924307031095,7.446975599328051,15090.78256990894,15755.376541486796,10.825893298098109,18622.900522935084,0.001364060568338102,NA,0.0010540008615567745,0.4837813796835937,3.1551012341453606,0.22381646462469673,6.5340189329154175,0.22381646462469673,Buyers
HMD,Heard and Macdonald Islands,10562.22636543972,0.6165682967457816,12818.348639186968,10736.295760010036,0.6402312756168449,13026.294607388652,1.3593991597129674e-4,NA,1.3593991597129674e-4,0.15755921614535018,0.023662978871063382,-1.0408340855860843e-16,0.04732595774212667,-1.0408340855860843e-16,Doesn't participate
HMD,Kerguelen Islands,3106.7923562156748,0.613666195422411,3775.816470186016,113.34012175996163,0.0012423167717137812,140.85072599566072,1.0960962035534359e-5,NA,0.0010540008615567745,0.4837813796835937,3.1551012341453735,-3.7675251127960707,2.542677355494676,2.542677355494676,Sellers
CAN,Hudson Complex,250724.84157170446,128.08563721109186,336680.65047875006,250724.84157170446,128.08563721109186,336680.65047875006,0.0019843144204874127,NA,0.0019843144204874127,0.605748622194539,0,0,0,0,Doesn't participate
CAN,Beaufort-Amundsen-Viscount Melville-Queen Maud,100367.35739472536,175.18444456267397,122860.75501495431,100367.35739472536,175.18444456267397,122860.75501495431,0.00894704581929573,NA,0.00894704581929573,0.28296318938148823,0,0,0,0,Doesn't participate
ARG,Channels and Fjords of Southern Chile,24324.074992958092,3546.1012551411986,28992.436613718382,11552.683571370519,3.2670716173189676,14013.963612062184,8.738617928693966e-4,NA,3.3289358950332106,0.504594971879307,42515.1433328421,-46057.97751636598,38972.309149318215,38972.309149318215,Sellers
CAN,Baffin Bay - Davis Strait,66751.28155777068,474.5215241213171,88728.66547342611,64946.05422815812,439.78761324563465,86449.68851937825,0.018386979564884227,NA,0.019749590743709567,0.951351122361594,35.65250095920769,-70.38641183489014,0.9185900835252596,0.9185900835252596,Sellers
CAN,High Arctic Archipelago,85611.73113291622,95.82104186357982,98817.03989919493,85448.7752988011,95.34416154647414,98637.96755917431,0.0029264390544544794,NA,0.0029264390544544794,0.9691653557494067,0.476880317105673,-0.9537606342113547,-1.4210854715202004e-14,-1.4210854715202004e-14,Doesn't participate
IRL,Celtic Seas,112361.01413932543,2514669.6497822944,131323.34248719542,82028.42511481603,354299.7131917558,95881.01536277053,16.467507895688247,NA,194.525365533797,0.6520780019290473,5900457.967579131,-8060827.904169669,3740088.0309885927,3740088.0309885927,Sellers
RUS,Laptev Sea,105620.76244832571,50544.75953671095,134176.35414749794,105620.76244832571,50544.75953671095,134176.35414749794,1.0019112037230617,NA,1.0019112037230617,0.6224107835466606,0,0,0,0,Doesn't participate
PCN,Rapa-Pitcairn,8646.106119077325,3.2342622578144073,11236.73372390587,98666.35510183958,1267.2600588186185,129181.48298482978,0.033791126418916274,NA,0.0010617513666614934,0.33629686158670535,95.57912238465572,1168.4466741761485,1359.6049189454598,1168.4466741761485,Buyers
ATF,Crozet Islands,39908.12359746431,4013.684851087772,46607.746296610574,39908.12359746431,4013.684851087772,46607.746296610574,0.30846770108675303,NA,0.30846770108675303,0.8473093817483849,0,0,0,0,Doesn't participate
RUS,Kara Sea,190546.68120561214,17471.165095747736,239107.11797190722,190546.68120561214,17471.165095747736,239107.11797190722,0.40760956350072014,NA,0.40760956350072014,0.9044804770481583,0,0,0,0,Doesn't participate
