iso3,ecoregion,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Bounty and Antipodes Islands,74157.41281859775,1676.6678484308748,94805.90546458859,74157.41281859775,1676.6678484308748,94805.90546458859,0.041790715456622225,NA,0.041790715456622225,0.2284864675193573,0,0,0,0,Doesn't participate
ATF,Kerguelen Islands,4840.46801271662,1.093315378698896,5754.2814465557885,8025.684104274083,3.060574363947772,9532.84534472379,7.984769021137442e-4,NA,4.434427028697193e-4,0.8661194921975574,1.4124608328643649,0.5547981523845109,3.379719818113241,0.5547981523845109,Buyers
HMD,Heard and Macdonald Islands,5386.677972492282,0.05883001775050834,6529.143584125048,5710.109129385673,0.06254912200622063,6926.706104031865,1.1498905335635855e-5,NA,1.1498905335635855e-5,0.6314377318099602,0.0037191042557122994,-6.938893903907228e-18,0.007438208511424592,-6.938893903907228e-18,Doesn't participate
HMD,Kerguelen Islands,3106.7923562156748,0.613666195422411,3775.816470186016,0,0,0,NA,0.26226879817610965,4.434427028697193e-4,0.8661194921975574,1.3776843996952626,-1.9913505951176735,0.7640182042728516,0.7640182042728516,Doesn't participate
CAN,Hudson Complex,223225.11482427656,81.41250305398881,300992.00625083613,223225.11482427656,81.41250305398881,300992.00625083613,0.00136387372703804,NA,0.00136387372703804,0.9683834162088524,0,0,0,0,Doesn't participate
CAN,Beaufort-Amundsen-Viscount Melville-Queen Maud,89613.7119595762,105.14356059925608,109304.47167656974,89613.7119595762,105.14356059925608,109304.47167656974,0.004501652919195143,NA,0.004501652919195143,0.3550618624567712,0,0,0,0,Doesn't participate
ARG,Channels and Fjords of Southern Chile,24324.074992958092,3546.1012551411986,28992.436613718382,10314.896045866535,2.271095600775835,12519.883792223725,7.665554473507274e-4,NA,3.076044835738101,0.3257390971589572,43092.86255313191,-46636.69271267233,39549.032393591486,39549.032393591486,Sellers
CAN,Baffin Bay - Davis Strait,59126.40766326568,338.0118499354924,79290.86552949855,57514.59754754017,311.79677793227313,77106.62834892141,0.0158763035280951,NA,0.01667227089826251,0.01936360105926671,26.87253488593551,-53.0876068891548,0.6574628827162314,0.6574628827162314,Sellers
CAN,High Arctic Archipelago,76367.50579880232,71.78642666095796,88164.78339750635,76222.00951834238,71.4440583375803,87982.85148785934,0.002350190297578234,NA,0.002356531033631339,0.20400259046156,0.3428665001817646,-0.6852348235594203,4.981768041147916e-4,4.981768041147916e-4,Sellers
IRL,Celtic Seas,102737.85167992514,1199800.4286707102,120141.60243538447,73239.66528108572,219229.2706322237,85700.36939078823,12.713649056334527,NA,97.41730297691716,0.4945916535302507,2873633.7616853165,-3854204.919723803,1893062.60364683,1893062.60364683,Sellers
RUS,Laptev Sea,93886.99239131853,39426.725632273876,118253.84937968088,93886.99239131853,39426.725632273876,118253.84937968088,0.8959376598173243,NA,0.8959376598173243,0.11228146173953135,0,0,0,0,Doesn't participate
PCN,Rapa-Pitcairn,8646.106119077325,3.2342622578144073,11236.73372390587,88094.95991235678,919.1237735862668,115298.78114953446,0.029996379024309322,NA,9.825162342848419e-4,0.6541124353014578,78.05978864721989,837.8297226812325,993.9492999756723,837.8297226812325,Buyers
ATF,Crozet Islands,35028.02759454682,2706.1202845491975,41040.04229622619,35028.02759454682,2706.1202845491975,41040.04229622619,0.20810372166983465,NA,0.20810372166983465,0.24897450047105218,0,0,0,0,Doesn't participate
RUS,Kara Sea,168752.3246497824,9895.60905034554,211586.9326342026,168752.3246497824,9895.60905034554,211586.9326342026,0.29464823508560395,NA,0.29464823508560395,0.39786433012045164,0,0,0,0,Doesn't participate
PYF,Southern Cook/Austral Islands,72569.67400559771,134.38069248199463,94280.66575592257,154254.3430708549,114381.76490195449,195128.23651817808,1.7775445030446797,NA,0.07154821679741837,0.3353431201951671,5844.392411306394,108402.9917981661,120091.7766207789,108402.9917981661,Buyers
PYF,Rapa-Pitcairn,158416.75235370075,99.91578324897567,206173.51901051882,78967.89856042131,37.14740152944354,102675.4630097782,6.276031831836902e-4,NA,9.825162342848419e-4,0.6541124353014578,78.05978864721989,-140.82817036675203,15.29140692768776,15.29140692768776,Sellers
SJM,North and East Barents Sea,79485.86078473563,164736.06598700583,98916.4257205057,39994.66320686242,4738.382175849405,49987.91769625138,0.42748633322378143,NA,19.48895623326325,0.6873691989532866,769642.2211943227,-929639.9050054791,609644.5373831663,609644.5373831663,Sellers
RUS,North and East Barents Sea,136732.33007880353,600467.0077754803,165680.30277373403,149026.0857363014,882738.7042221614,180519.25741965367,26.78560028903716,NA,19.48895623326325,0.6873691989532866,239592.46595140864,42679.230495272524,521864.1623980898,42679.230495272524,Buyers
PYF,Tuamotus,485722.66536431917,746885.9858999657,580173.4365640122,369724.62700313766,522760.1381641131,441035.72205532686,1.8704264858838504,NA,1.9880487005359526,0.3810753980106094,230609.7494286665,-454735.59716451913,6483.901692813844,6483.901692813844,Sellers
GRL,North Greenland,30778.479176468212,23126.610024121896,37376.62965541413,30436.409911655588,20418.535508215027,36948.16960575374,7.751799071284879,NA,7.935485982179966,0.45608069759071657,2714.4858558551855,-5422.560371762054,6.411339948317618,6.411339948317618,Sellers
TKL,Phoenix/Tokelau/Northern Cook Islands,184280.72940479714,654.2945736050606,234262.01587980325,62938.221012886424,79.22984676890302,79982.36009159558,0.0028264882552392736,NA,0.07811694813113929,0.5796405849168078,9478.906434153223,-10053.97116098938,8903.841707317066,8903.841707317066,Sellers
CAN,Lancaster Sound,48361.95860460568,2974.388758881742,61201.215736253835,48361.95860460568,2974.388758881742,61201.215736253835,0.3131324511164088,NA,0.3131324511164088,0.5377126691634467,0,0,0,0,Doesn't participate
ISL,South and West Iceland,79073.62918875905,1294.268371349428,96185.8280994282,77562.16960496716,1107.8184245988007,94347.82178705795,0.11089138140872068,NA,0.13813120588763553,0.566073451169269,208.7797349595974,-395.22968171022467,22.329788208970058,22.329788208970058,Sellers
ZAF,Agulhas Bank,81001.3651212376,159.33283503079358,88928.49901411012,81001.3651212376,159.33283503079358,88928.49901411012,0.0030607618819873464,NA,0.0030607618819873464,0.9052977019990812,0,0,0,0,Doesn't participate
ZAF,Prince Edward Islands,57587.047043718594,66.17588439175371,72155.43965162204,57587.047043718594,66.17588439175371,72155.43965162204,0.0014457397102700087,NA,0.0014457397102700087,0.3916753111204444,0,0,0,0,Doesn't participate
NIU,Tonga Islands,163651.31434420223,575.0149080076023,199264.40040272556,65229.111594012604,122.84692713103227,79699.33670840636,0.0029869047290793163,NA,0.006586503794145029,0.7875852459632746,648.2582118422353,-1100.4261927188054,196.09023096566517,196.09023096566517,Sellers
RUS,East Siberian Sea,105277.37594695287,41303.02757999573,130609.61429097858,105277.37594695287,41303.02757999573,130609.61429097858,0.6501354043908455,NA,0.6501354043908455,0.7419096474984626,0,0,0,0,Doesn't participate
ZAF,Namaqua,55110.59457109405,175.4925661087036,61257.74619527595,50002.34632285878,146.71680649025495,55638.379433021946,0.005490799121865068,NA,0.005815837104784118,0.8092644147902626,29.708739702535166,-58.48449932098383,0.9329800840864948,0.9329800840864948,Sellers
WLF,Samoa Islands,56252.464019115854,3866.2821838855743,71827.83167627921,33784.23912798923,1125.4510428052954,42877.22646865225,0.071892177550106,NA,0.22550810536892316,0.6107189328200993,5066.766826200844,-7807.597967281123,2325.935685120565,2325.935685120565,Sellers
CAN,Northern Labrador,72434.66312948003,18614.479051376933,85764.67248495274,72434.66312948003,18614.479051376933,85764.67248495274,0.9892200642735322,NA,0.9892200642735322,0.41456000455730613,0,0,0,0,Doesn't participate
NAM,Namib,84030.24988575181,369.6260131589286,98812.97084158384,68973.10043717024,267.32420154851104,80935.84156212503,0.006306240691276165,NA,0.007354550467738138,0.4389653144363973,110.73856551986859,-213.04037713028612,8.436753909451056,8.436753909451056,Sellers
ZAF,Natal,73427.97552649523,606.3449046767984,80120.17359466349,73427.97552649523,606.3449046767984,80120.17359466349,0.04692111209523874,NA,0.04692111209523874,0.5675260735104453,0,0,0,0,Doesn't participate
GEO,Black Sea,9115.321122143447,625438.5877718925,13597.116423600251,3648.2904566943807,166986.20616105248,5631.117626622129,77.31354625029311,NA,97.81766701768827,0.6131036099845887,534772.1852083874,-993224.5668192275,76319.80359754738,76319.80359754738,Sellers
BMU,Bermuda,83098.04176027942,1080.7084018020596,92911.90843295252,83098.04176027942,1080.7084018020596,92911.90843295252,0.017417617599167906,NA,0.017417617599167906,0.7304611988533165,0,0,0,0,Doesn't participate
MNP,Mariana Islands,195868.3547395944,38308.765213471066,218380.20055157648,152597.16939285342,1000.8339805212795,169011.42040226198,0.01121847844282382,NA,1.5312641336213348,0.0335603151527889,66259.6141407455,-103567.54537369529,28951.68290779571,28951.68290779571,Sellers
NAM,Namaqua,32233.646088789596,153.7172008188672,37739.7327433401,37341.89433702486,184.5573106498913,43632.97263960614,0.006215059326573641,NA,0.005815837104784118,0.8092644147902626,29.708739702535123,1.1313701284889568,60.548849533559206,1.1313701284889568,Buyers
TWN,South China Sea Oceanic Islands,95191.57701704852,841764.6514748778,106532.790965572,31696.368657347302,283.9777795318625,35404.3161907261,0.027979376256972464,NA,45.23377738250259,0.6365172783485465,2872128.119798342,-3713608.793493688,2030647.4461029964,2030647.4461029964,Sellers
SHN,St. Helena and Ascension Islands,194670.85095094217,1622.103829582571,215338.63697298738,194670.85095094217,1622.103829582571,215338.63697298738,0.010938014509186229,NA,0.010938014509186229,0.9072800796432244,0,0,0,0,Doesn't participate
CHL,Easter Island,15181.1013678753,136.6097722414535,20400.191230562636,15181.1013678753,136.6097722414535,20400.191230562636,0.011556682517212856,NA,0.011556682517212856,0.3486301290198217,0,0,0,0,Doesn't participate
CAN,Northern Grand Banks - Southern Labrador,79619.90973179978,1457893.6469861255,94790.01787546104,79619.90973179978,1457893.6469861255,94790.01787546104,47.27636178632451,NA,47.27636178632451,0.9519640010100169,0,0,0,0,Doesn't participate
BHS,Bahamian,123169.43188032671,1599.562803189665,148238.7548239154,121366.71459263402,1567.0626389602885,145946.9553970573,0.017603136370131736,NA,0.0181076531572448,0.6946496824108053,32.642979386108365,-65.14314361548479,0.14281515673201284,0.14281515673201284,Sellers
JAM,Greater Antilles,93752.26888399739,2485.666871070862,106189.74392662768,40283.68702398856,454.22622817978714,45726.09117941123,0.01745345242324146,NA,0.1198712908970181,0.6868080740909077,6409.347929992143,-8440.788572883217,4377.9072871010685,4377.9072871010685,Sellers
AIA,Eastern Caribbean,45881.454917283576,722.3909673690796,54926.89576759843,19546.908981373934,202.09430179450726,23638.55854932056,0.015859363983013346,NA,0.028783586598720295,0.599934363422953,758.0026834842328,-1278.299349058805,237.70601790966043,237.70601790966043,Sellers
CRI,Cocos Islands,73947.15716610418,730.5781610072455,83435.08163554281,71941.59014655539,696.0123379174065,81166.35166876337,0.016083867689008328,NA,0.01896374813241933,0.30401222907044245,38.03306782141019,-72.59889091124919,3.4672447315712134,3.4672447315712134,Sellers
TCA,Bahamian,28585.127874513357,380.4518976211548,36740.83624933091,17443.313010109872,197.52580843110547,22460.691884806864,0.014279532628940864,NA,0.0181076531572448,0.6946496824108053,201.75211910685277,-384.6782082969021,18.826029916803463,18.826029916803463,Sellers
CRI,Nicoya,55218.965389455625,614.4241868524689,63604.875991364715,42002.32121507578,416.80472733127925,48274.60602689699,0.013219462206001122,NA,0.015871217578774834,0.9355809785726256,209.76423535282936,-407.383694874019,12.14477583163972,12.14477583163972,Sellers
CYM,Greater Antilles,67057.24279690006,1538.721980802556,80604.19102942322,22089.512720696952,227.13634201372423,25975.32901054287,0.014038324459262027,NA,0.1198712908970181,0.6868080740909077,5390.339852943132,-6701.925491731964,4078.754214154301,4078.754214154301,Sellers
ISL,North and East Iceland,29655.59724184456,92199.66266869604,36074.05790815766,41325.924209289966,282825.6414828481,49912.33740179494,23.159091721266368,NA,9.428122025580999,0.576963903778082,110029.26672750394,80596.71208664813,300655.245541656,80596.71208664813,Buyers
ATG,Eastern Caribbean,60187.453503244506,906.7833633422852,69867.60799180828,23456.975784042002,251.76450691854342,27320.5784161924,0.013570537989524423,NA,0.028783586598720295,0.599934363422953,1057.2348862430317,-1712.2537426667734,402.21602981929,402.21602981929,Sellers
DOM,Bahamian,15525.990263001062,174.5476999282837,19914.991252928874,6650.821453000413,55.73556373374034,8520.303937840174,0.009930842512215503,NA,0.0181076531572448,0.6946496824108053,160.7084785234888,-279.5206147180321,41.896342328945444,41.896342328945444,Sellers
JAM,Southwestern Caribbean,32149.601031555118,1756.9929943084717,35660.9998944688,14695.800546613485,181.4225054040335,16267.282827690102,0.018706102499582298,NA,0.2786292210548023,0.8278296346939007,4863.138833565218,-6438.709322469656,3287.56834466078,3287.56834466078,Sellers
COG,Gulf of Guinea South,10913.715818272747,1385.0984649658203,12244.533205329279,5272.027604599365,252.90823984770807,5764.056863340971,0.09740955436783943,NA,2.5500868262028353,0.9124277936187377,14386.794791232298,-15518.98501635041,13254.604566114185,13254.604566114185,Sellers
PCN,Tuamotus,6536.206483302874,8559.782298088074,8517.62589802091,2726.3179618959202,1102.2867515701637,3558.5877907525737,1.9449921472572551,NA,1.9880487005359526,0.3810753980106094,7574.243924169937,-15031.739470687848,116.74837765202665,116.74837765202665,Sellers
GAB,Gulf of Guinea South,25347.663522583855,49627.496134947265,27344.703226169473,36193.04409401428,79697.92604125194,39077.4115966558,3.002624925551655,NA,2.5500868262028353,0.9124277936187377,27656.662120360907,2413.7677859437645,57727.092026665574,2413.7677859437645,Buyers
