iso3,ecoregion,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Bounty and Antipodes Islands,110554.67011012432,6248.024637123357,139447.81641928916,110554.67011012432,6248.024637123357,139447.81641928916,0.19880653892144742,NA,0.19880653892144742,0.30769045781204774,0,0,0,0,Doesn't participate
ATF,Kerguelen Islands,36526.29318997453,503.91123387653977,42764.622124824986,38944.45385312498,789.093643859803,45553.37455907624,0.11837464849672293,NA,0.11766651315353362,0.19756056914945475,284.53653347794966,0.6458765053135949,569.7189434612129,0.6458765053135949,Buyers
HMD,Heard and Macdonald Islands,26088.87154428203,6.061321110874911,31282.89251033777,25814.855651883106,5.870849724448058,30961.63808060654,6.951107279192359e-4,NA,6.951107279192359e-4,0.47967941840639217,0.1904713864268537,-0.38094277285370737,0,0,Doesn't participate
HMD,Kerguelen Islands,3106.7923562156748,0.613666195422411,3775.816470186016,688.6316930652191,0.007548065844153616,855.7805691904697,1.0960962035534359e-5,NA,0.11766651315353362,0.19756056914945475,284.5365334779506,-285.1426516075289,283.9304153483724,283.9304153483724,Sellers
CAN,Hudson Complex,333224.02181398805,483.3500403110917,446096.7491683334,333224.02181398805,483.3500403110917,446096.7491683334,0.00912060294189084,NA,0.00912060294189084,0.5901244867201775,0,0,0,0,Doesn't participate
CAN,Beaufort-Amundsen-Viscount Melville-Queen Maud,132628.2937001728,936.8274869992607,163523.33089768252,132628.2937001728,936.8274869992607,163523.33089768252,0.046008556547306005,NA,0.046008556547306005,0.5349025563828931,0,0,0,0,Doesn't participate
ARG,Channels and Fjords of Southern Chile,24324.074992958092,3546.1012551411986,28992.436613718382,15266.04614788247,7.265418724706162,18444.10386449624,0.0013895604728834257,NA,4.119932526591854,0.27023659554060786,37318.4676656343,-40857.303502050796,33779.631829217804,33779.631829217804,Sellers
CAN,Baffin Bay - Davis Strait,89625.90324128566,1201.5952066604386,118565.11543944977,87240.42427001192,1095.4029348329184,115482.01176136732,0.04319997050825978,NA,0.04572908758811375,0.5054281787796655,109.08577681698034,-215.2780486445006,2.893504989460098,2.893504989460098,Sellers
CAN,High Arctic Archipelago,113344.4071352579,253.6288878530828,131786.07496456284,113129.0726401772,251.03006793806642,131530.10528317155,0.012068758022453982,NA,0.012068758022453982,0.6678239973063951,2.5988199150163687,-5.197639830032747,0,0,Doesn't participate
IRL,Celtic Seas,152014.27564681383,18487945.788747445,178314.97912108118,108394.70461600686,1827325.7810697397,126694.31121898098,151.04367790072467,NA,679.8530135279482,0.40873581438237294,29654896.814090505,-46315516.82176821,12994276.806412801,12994276.806412801,Sellers
RUS,Laptev Sea,140822.07261934716,92572.37335666003,183194.06068206546,140822.07261934716,92572.37335666003,183194.06068206546,1.4080637033862686,NA,1.4080637033862686,0.7113507461752776,0,0,0,0,Doesn't participate
PCN,Rapa-Pitcairn,16039.166207775485,15.503189046790409,20922.63733758888,130380.54067028801,2496.491425279149,170503.27671533372,0.04376247190444488,NA,0.0018855675410091456,0.4520906711514697,215.59838428088565,2265.3898519514732,2696.5866205132443,2265.3898519514732,Buyers
ATF,Crozet Islands,54548.41160621676,11083.522463124244,63357.59208415335,54548.41160621676,11083.522463124244,63357.59208415335,0.6213709348615281,NA,0.6213709348615281,0.6808859567568608,0,0,0,0,Doesn't participate
RUS,Kara Sea,255929.75087310123,55652.861828272835,321810.8666241384,255929.75087310123,55652.861828272835,321810.8666241384,0.7717370961139154,NA,0.7717370961139154,0.3661426394585161,0,0,0,0,Doesn't participate
PYF,Southern Cook/Austral Islands,74670.37351869242,319.308762550354,97054.10738651721,228296.4277448652,253128.48941071724,286525.47837445425,1.9442174186304153,NA,0.09447303189130427,0.4234101836404136,14513.51912024446,238295.66152792244,267322.69976841134,238295.66152792244,Buyers
PYF,Rapa-Pitcairn,231213.8643319361,186.07062995433807,301308.1970283407,116872.48986942352,64.07657941613384,151982.36612432686,7.726662057430681e-4,NA,0.0018855675410091456,0.4520906711514697,215.5983842808858,-337.59243481909004,93.60433374268156,93.60433374268156,Sellers
SJM,North and East Barents Sea,117940.78034956942,3322371.1924518496,146159.60614095136,88898.71618318348,527785.7265742265,110383.55924413535,60.908644300177315,NA,122.73717120298646,0.5120701964986476,3564540.8016778296,-6359126.267555453,769955.3358002065,769955.3358002065,Sellers
RUS,North and East Barents Sea,253934.8647146553,8054580.506691381,308406.6406049496,244481.2965249489,6961434.506174446,297151.9020762691,111.4670731134396,NA,122.73717120298646,0.5120701964986476,1160304.2173791002,-2253450.2178960354,67158.21686216537,67158.21686216537,Sellers
PYF,Tuamotus,722198.4526137253,1250178.0247104745,860430.842199203,547192.4479646438,871810.864804793,652902.2896959787,2.0682165723828643,NA,2.223450940620336,0.8319186841823236,389117.2656512071,-767484.4255568886,10750.105745525681,10750.105745525681,Sellers
