iso3,ecoregion,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Bounty and Antipodes Islands,228845.7563075857,51120.25248198934,281583.17349307955,228845.7563075857,51120.25248198934,281583.17349307955,0.894930874332602,NA,0.894930874332602,0.3836486527411638,0,0,0,0,Doesn't participate
ATF,Kerguelen Islands,137896.34468007635,522686.52628958435,161085.72424794722,139430.45553689037,552740.0870644177,162966.70958103912,19.59608828196553,NA,18.690585025608822,0.9942280166881279,28673.429407992022,1380.1313668412913,58726.990182825364,1380.1313668412913,Buyers
HMD,Heard and Macdonald Islands,91714.99181976423,199490.3295572342,108291.49905851028,91155.28184999977,180001.08148489307,107612.8877395455,34.82026250227906,NA,34.82026250227906,0.5026755912775562,19489.248072341135,-38978.49614468225,2.9103830456733704e-11,2.9103830456733704e-11,Doesn't participate
HMD,Kerguelen Islands,4715.67269220202,17558.676166195422,5684.876164041994,3181.561835388001,816.5893227039688,3864.5361815441534,10.913218408649268,NA,18.690585025608822,0.9942280166881279,28673.429407992022,-45415.516251483474,11931.342564500568,11931.342564500568,Sellers
CAN,Hudson Complex,690720.4695305502,90177.2784835363,904851.4200251115,690720.4695305502,90177.2784835363,904851.4200251115,0.9657564954571605,NA,0.9657564954571605,0.24651182963772744,0,0,0,0,Doesn't participate
CAN,Beaufort-Amundsen-Viscount Melville-Queen Maud,272425.68435711163,148468.32170348716,341909.82103334705,272425.68435711163,148468.32170348716,341909.82103334705,2.2256288492797003,NA,2.2256288492797003,0.2032901805701639,0,0,0,0,Doesn't participate
ARG,Channels and Fjords of Southern Chile,38168.72673250411,5535982.101255141,44901.5466417673,31357.28397943427,1796295.9117126716,37090.540823729614,367.7621560066202,NA,868.2231080989845,0.49692505572150414,5913851.997708602,-9653538.187251072,2174165.8081661323,2174165.8081661323,Sellers
CAN,Baffin Bay - Davis Strait,188749.26386985063,275595.58340578177,238046.3946779613,183849.36111804514,205827.9426463831,231979.05479815326,13.082373228551388,NA,15.560232821853157,0.7494785913518124,76243.62762253244,-146011.26838193112,6475.9868631337595,6475.9868631337595,Sellers
CAN,High Arctic Archipelago,233183.21130628276,105104.79733479388,273795.3268415342,233077.02778614033,104884.76940053808,273674.47725265037,2.0371886155603542,NA,2.073073272260405,0.16020716915832567,220.12621756178675,-440.1541518175928,0.09828330598247703,0.09828330598247703,Sellers
IRL,Celtic Seas,242696.31708478674,166247881.41374743,284959.8712726373,222648.5824545006,117734155.73065734,261481.4850721002,2214.5228200548813,NA,2577.5655021749576,0.6464147931847872,51674349.179783784,-100188074.86287388,3160623.4966937006,3160623.4966937006,Sellers
RUS,Laptev Sea,293361.0833604403,670695.2783058791,393641.78369254677,293361.0833604403,670695.2783058791,393641.78369254677,7.9315793777860355,NA,7.9315793777860355,0.27852417357257153,0,0,0,0,Doesn't participate
PCN,Rapa-Pitcairn,253792.7597353235,13262.286514725927,331764.4986949161,267808.6781335646,15453.89568620729,350024.2451564411,0.16677862276639177,NA,0.14256109343444706,0.41996098363393997,1998.1246523412358,193.48451914012708,4189.733823822598,193.48451914012708,Buyers
ATF,Crozet Islands,117989.65964414409,129175.86514024905,140482.89639992837,117989.65964414409,129175.86514024905,140482.89639992837,2.4642819179216806,NA,2.4642819179216806,0.5851684220738372,0,0,0,0,Doesn't participate
RUS,Kara Sea,539256.3860988877,768945.9856554768,674736.6168876435,539256.3860988877,768945.9856554768,674736.6168876435,7.0502712666883545,NA,7.0502712666883545,0.49243240977528335,0,0,0,0,Doesn't participate
PYF,Southern Cook/Austral Islands,356508.17784846545,525769.5363898376,443852.0193971672,468933.20293539896,798825.7774739987,583022.5087393053,2.5944472758337827,NA,2.312690008429519,0.6577821763403358,260004.23221598918,13052.00886817192,533060.4733001502,13052.00886817192,Buyers
PYF,Rapa-Pitcairn,254078.3300219218,788.9736071825027,331354.57814498304,240062.41162368082,203.678295022908,312912.70901009644,0.002294412581353117,NA,0.14256109343444706,0.41996098363393997,1998.1246523412192,-2583.419964500814,1412.8293401816245,1412.8293401816245,Sellers
SJM,North and East Barents Sea,273402.267231774,70531052.5479206,333042.29220987065,247836.88835622673,47933061.05971468,302320.5479164841,710.8794560524642,NA,1025.8419363503967,0.17355267215433912,26226037.769222934,-48824029.257428855,3628046.281017013,3628046.281017013,Sellers
RUS,North and East Barents Sea,524521.32111834,142684742.20676774,634564.2903140615,554710.7315880536,175579489.31942436,671218.9154603718,1139.7047621118863,NA,1025.8419363503967,0.17355267215433912,30969563.29352796,1925183.8191286623,63864310.406184584,1925183.8191286623,Buyers
PYF,Tuamotus,1191647.9374771947,2524003.9755479693,1422850.2652757617,1123962.8660895387,2288999.045539536,1342336.8166808495,3.0954609708818848,NA,4.592029536038473,0.7086733318637982,310811.84696098906,-545816.7769694224,75806.91695255553,75806.91695255553,Sellers
GRL,North Greenland,166856.89976952638,103948657.1209794,200104.39040912877,167185.28626374656,104595112.94433777,200504.96119446217,1971.9417409159514,NA,1967.326237375016,0.5074435422130019,646043.3660789517,412.45727942010853,1292499.1894373298,412.45727942010853,Buyers
TKL,Phoenix/Tokelau/Northern Cook Islands,227331.08517804337,123836.0015438199,288998.4095125233,191332.19187917476,4894.150747056592,243359.62101192298,0.8518683747051355,NA,4.48961411079116,0.336937900740225,161621.13932746585,-280562.99012422917,42679.288530702535,42679.288530702535,Sellers
CAN,Lancaster Sound,151284.41166833098,151706.67147082632,188964.68462762033,151284.41166833098,151706.67147082632,188964.68462762033,2.7927494061493654,NA,2.7927494061493654,0.18603286949974351,0,0,0,0,Doesn't participate
ISL,South and West Iceland,234337.99439865997,37141421.163601644,280525.8219556562,235788.99559910016,38717683.29478674,282280.9269772699,1091.2149746034186,NA,1081.7912694516249,0.34031576964545907,1569680.4306000294,6581.700585062616,3145942.5617851242,6581.700585062616,Buyers
ZAF,Agulhas Bank,246244.14996856233,282213.2002652262,270760.8869846205,246244.14996856233,282213.2002652262,270760.8869846205,17.984249800776748,NA,17.984249800776748,0.16584445557578653,0,0,0,0,Doesn't participate
ZAF,Prince Edward Islands,175064.6230129045,1416.240925424623,212649.9792573188,175064.6230129045,1416.240925424623,212649.9792573188,0.04768226772495681,NA,0.04768226772495681,0.5300437336507049,0,0,0,0,Doesn't participate
NIU,Tonga Islands,230928.27494796715,2270.086583137512,281151.44559917203,198296.4992457983,849.8166554265222,241809.60539648923,0.011614956894902929,NA,0.4552345649209795,0.17061872384572596,14855.112214375826,-16275.382142086815,13434.842286664836,13434.842286664836,Sellers
RUS,East Siberian Sea,390294.4816888215,1823493.1445219938,510500.86627427797,390294.4816888215,1823493.1445219938,510500.86627427797,14.867948178618175,NA,14.867948178618175,0.7827753975793745,0,0,0,0,Doesn't participate
ZAF,Namaqua,163489.24825112603,143836.42478934999,184439.011039893,152007.1328214907,52384.71969687105,170547.3854039735,4.471647569912033,NA,20.908861633851682,0.3546329338370128,240077.96278215866,-331529.6678746376,148626.25768967974,148626.25768967974,Sellers
WLF,Samoa Islands,119413.50299684721,113456.24397587776,152914.95120281127,102704.08694908727,51016.13898170275,131394.75640068576,3.26548192656519,NA,4.506602471423079,0.09081788216737707,75302.6956568714,-137742.8006510464,12862.590662696384,12862.590662696384,Sellers
CAN,Northern Labrador,220201.37591361933,3745379.9787094085,256724.12251908495,220201.37591361933,3745379.9787094085,256724.12251908495,126.26227138640331,NA,126.26227138640331,0.24076992396626307,0,0,0,0,Doesn't participate
NAM,Namib,203523.1885019535,589562.502692037,245951.21471971314,209678.22532899753,791495.6224472461,254302.2697830537,33.80075652755558,NA,31.848556270427586,0.5895739432989902,196029.0367326661,5904.083022542967,397962.15648787515,5904.083022542967,Buyers
ZAF,Natal,223221.0456005455,22700.818486666474,242382.609803071,223221.0456005455,22700.818486666474,242382.609803071,0.21572504649794855,NA,0.21572504649794855,0.5110435422237147,0,0,0,0,Doesn't participate
GEO,Black Sea,13155.290999185087,1233625.6190218925,20422.91714148615,11090.80298835092,878148.1496211969,17009.792267869445,160.10488810414745,NA,1580.9719107764802,0.26319071970232455,3263897.555263626,-3619375.0246643214,2908420.0858629304,2908420.0858629304,Sellers
BMU,Bermuda,252618.0469512495,5004.600455503651,282180.40552603686,252618.0469512495,5004.600455503651,282180.40552603686,0.030757855660189477,NA,0.030757855660189477,0.4762668957798386,0,0,0,0,Doesn't participate
MNP,Mariana Islands,509811.8008794461,885134.0871603013,590230.3916620606,463895.3949542744,712519.6552044875,535889.7273842172,3.5965399869389296,NA,3.968449256127315,0.4352962259751726,182216.92693778742,-354831.3588936012,9602.494981973665,9602.494981973665,Sellers
NAM,Namaqua,102037.24335492021,176952.8451628685,122874.25615946576,113519.35878455562,570263.4353460006,138307.0149218275,41.95201775191353,NA,20.908861633851682,0.3546329338370128,240077.96278216018,153232.62740097192,633388.5529652922,153232.62740097192,Buyers
TWN,South China Sea Oceanic Islands,124403.9489119399,4913650.307991028,139357.10944097134,101880.42569311782,1174152.9769860476,113999.08144388843,57.79794663235804,NA,399.77343387279996,0.4141157999886108,9004306.22010224,-12743803.55110722,5264808.889097259,5264808.889097259,Sellers
SHN,St. Helena and Ascension Islands,591799.3868908642,35080.3066845215,647279.2438946791,591799.3868908642,35080.3066845215,647279.2438946791,0.1797870727261369,NA,0.1797870727261369,0.061727241307794944,0,0,0,0,Doesn't participate
CHL,Easter Island,267011.4123509651,7104.5281943386935,357384.9491681802,267011.4123509651,7104.5281943386935,357384.9491681802,0.05108587239178155,NA,0.05108587239178155,0.9119980904112786,0,0,0,0,Doesn't participate
CAN,Northern Grand Banks - Southern Labrador,242044.5255846713,27764899.483066477,283545.1081191288,242044.5255846713,27764899.483066477,283545.1081191288,464.6253110958408,NA,464.6253110958408,0.5224810790836685,0,0,0,0,Doesn't participate
BHS,Bahamian,320038.8678192679,21926399.00524979,383125.1562156785,368954.8123616075,52888312.04206357,443504.68931032013,673.071951089325,NA,596.4570881708822,0.16552555055768836,29176261.84685223,1785651.189961549,60138174.88366601,1785651.189961549,Buyers
JAM,Greater Antilles,134487.26308932132,426366.5007944107,153202.70346083344,122462.40855292523,52646.41801738823,139651.42959048884,12.4453378871006,NA,94.11909608631247,0.5968266111495495,1131768.4395349936,-1505488.5223120162,758048.3567579711,758048.3567579711,Sellers
