iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,978862.1123192575,273478.0293672625,1167119.584455866,552913.8414076171,98936.46550259468,666618.3415432132,0.3044240021162016,NA,0.6096204971614045,0.9845795204359502,259666.79667819483,-434208.3605428627,85125.23281352702,85125.23281352702,Sellers
ATF,Global,119870.67770980517,19159.123423680663,139334.2631791334,134383.50826545953,32056.240718732715,156308.8385820761,1.0729234695705123,NA,0.6096204971614045,0.9845795204359502,8847.318978557236,4049.7983164948164,21744.436273609288,4049.7983164948164,Buyers
HMD,Global,75175.21767856629,1365.6582166617736,88541.86849254872,0,0,0,NA,0.21762127923238642,0.6096204971614045,0.9845795204359502,45828.353575424386,-47194.01179208616,44462.69535876261,44462.69535876261,Doesn't participate
CAN,Global,1271086.5919746074,102147.4277943559,1618705.8082628537,754027.8996287042,3052.296557176589,965823.0763837509,0.022823321282950313,NA,0.6096204971614045,0.9845795204359502,315209.57708953525,-414304.7083267146,216114.44585235594,216114.44585235594,Sellers
ARG,Global,31594.79336736915,5768.259641371667,37578.091543009825,151480.5387971599,49954899.946888275,179620.7504460466,759.509652373127,NA,0.6096204971614045,0.9845795204359502,73084.80773147462,49876046.87951543,50022216.494978376,49876046.87951543,Buyers
IRL,Global,34321.56194195267,2745.725759163499,40409.98779655663,58591.73222486858,73187.65554948566,68475.77433009859,7.019069856897317,NA,0.6096204971614045,0.9845795204359502,14795.593274063143,55646.33651625902,85237.5230643853,55646.33651625902,Buyers
RUS,Global,450342.4439982846,97206.13712670654,561624.6337072629,926836.197757111,602599.0014749086,1173402.358570483,1.6703022139632921,NA,0.6096204971614045,0.9845795204359502,290480.35906075966,214912.50528744236,795873.2234089617,214912.50528744236,Buyers
PCN,Global,312518.20200648706,26490.058952838182,409429.93810549856,72657.02229940215,523.1599654836696,95186.54769327054,0.017168709360986634,NA,0.6096204971614045,0.9845795204359502,146224.2916227541,-172191.1906101086,120257.39263539959,120257.39263539959,Sellers
PYF,Global,400708.9994769176,7642.6520827412605,522544.3691436342,697427.2638557605,432508.0490972485,862650.5566143612,1.603832942509326,NA,0.6096204971614045,0.9845795204359502,180885.53584749924,243979.86116700803,605750.9328620065,243979.86116700803,Buyers
SJM,Global,47227.79973019239,6852.902031317353,58788.35783803495,37474.37694120131,2807.036988058143,46780.940088270036,0.29492195916924,NA,0.6096204971614045,0.9845795204359502,5945.886449650113,-9991.751492909323,1900.0214063909025,1900.0214063909025,Sellers
GRL,Global,27304.935794173794,3083.38065815717,32567.259615007282,194502.4532091211,1238581.7696267667,237852.01834671135,17.67966095811446,NA,0.6096204971614045,0.9845795204359502,101927.03369065277,1133571.3552779567,1337425.4226592623,1133571.3552779567,Buyers
TKL,Global,186627.43778953666,1179.2735164761543,237307.64893001987,50350.57681030915,49.31134546814033,64053.036247461256,0.0022864471442520995,NA,0.6096204971614045,0.9845795204359502,83077.16774175229,-84207.1299127603,81947.20557074428,81947.20557074428,Sellers
ISL,Global,97153.66329193,5205.718334138393,117857.61282809578,101920.51972610559,9725.179939074515,123642.85362169718,1.2348593087549184,NA,0.6096204971614045,0.9845795204359502,2905.97338929916,1613.4882156369613,7425.434994235281,1613.4882156369613,Buyers
ZAF,Global,819585.4398484236,55915.54681658745,920461.4010617601,222708.6703489952,401.6935150456457,258554.02838388467,0.0034507888912124743,NA,0.6096204971614045,0.9845795204359502,363868.3129663346,-419382.1662678764,308354.45966479275,308354.45966479275,Sellers
NIU,Global,233236.0845600199,3340.5266466140747,284057.71785755106,52183.28927521009,87.14494870821085,63689.05520563521,0.0024283130697798846,NA,0.6096204971614045,0.9845795204359502,110373.49507398775,-113626.87677189361,107120.11337608189,107120.11337608189,Sellers
WLF,Global,82064.03100880815,13075.83775639534,104753.91713758098,31213.99267747628,944.1824638482058,39550.66350816313,0.06987636609477257,NA,0.6096204971614045,0.9845795204359502,30999.22564822301,-43130.88094077015,18867.570355675878,18867.570355675878,Sellers
NAM,Global,235174.1707206799,7136.833304405212,279598.18945498404,85051.9958193561,328.59820909314516,99653.7873056543,0.0054226274768247205,NA,0.6096204971614045,0.9845795204359502,91517.55489829634,-98325.7899936084,84709.31980298428,84709.31980298428,Sellers
GEO,Global,1464.921431150231,2.7752718925476074,2281.3015383986713,2918.632365355505,110573.75156942372,4678.454369018023,77.31354625029311,NA,0.6096204971614045,0.9845795204359502,886.211982439189,109684.76431509199,111457.18827997036,109684.76431509199,Buyers
BMU,Global,309732.2893118037,7829.784126281738,346040.6401373572,66478.43340822354,799.9600107084336,74250.55761606075,0.015933266382036775,NA,0.6096204971614045,0.9845795204359502,148292.5365723692,-155322.3606879425,141262.71245679588,141262.71245679588,Sellers
MNP,Global,165359.56438314213,1792.9178614616394,183447.86834881423,122077.73551428276,717.063320079804,134693.5309962407,0.008190354316985428,NA,0.6096204971614045,0.9845795204359502,26385.490033088885,-27461.34457447072,25309.63549170705,25309.63549170705,Sellers
TWN,Global,44332.4027142156,2101.309700012207,49526.34982330924,60174.026835789635,49839.46810160534,67128.228686552,6.148795641897025,NA,0.6096204971614045,0.9845795204359502,9657.378772838063,38080.77962875507,57395.53717443119,38080.77962875507,Buyers
SHN,Global,1211114.4997337698,136675.35249900818,1348688.7394146437,271192.8292355798,2527.320196791987,300009.52515359595,0.012890842625183835,NA,0.6096204971614045,0.9845795204359502,572995.5160618845,-707143.5483641006,438847.48375966825,438847.48375966825,Sellers
CHL,Global,334249.06160888984,17956.734615325928,446793.72233621636,176843.2486072747,3468.168611019174,236601.5801074594,0.03020551809233055,NA,0.6096204971614045,0.9845795204359502,95957.8099781397,-110446.37598244645,81469.24397383296,81469.24397383296,Sellers
