iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,1841765.5951606068,1356427.4269502703,2159892.088440035,891670.1424706944,227621.70897411564,1064244.3277915812,0.47471924892708506,NA,2.4032375379223647,0.22997410927905737,2283305.0565137397,-3412110.7744898945,1154499.338537585,1154499.338537585,Sellers
ATF,Global,332974.3024512322,396865.1932478994,390484.91235383437,253171.19591184513,226362.64884449093,296486.034727082,1.9808774915648968,NA,2.4032375379223647,0.22997410927905737,191785.82127827278,-362288.36568168126,21283.2768748643,21283.2768748643,Sellers
HMD,Global,81281.47681434888,11811.231825060211,95878.82759942907,17806.903198738153,1.5196420346266608,21503.241139024198,1.7663707781036663e-4,NA,2.4032375379223647,0.22997410927905737,152544.4780166522,-164354.19019967777,140734.76583362662,140734.76583362662,Sellers
CAN,Global,1886394.8370559854,983146.7552327104,2371246.085176648,1216329.7552433377,73148.03312823505,1549314.7835806962,0.44278018600738367,NA,2.4032375379223647,0.22997410927905737,1610325.5574631752,-2520324.2795676505,700326.8353586998,700326.8353586998,Sellers
ARG,Global,36544.91620464442,10171.74902125448,43307.14732127933,243357.27234983828,131270536.19824868,288681.5583462627,975.6075789141589,NA,2.4032375379223647,0.22997410927905737,497019.21759429894,130763345.23163313,131757383.66682173,130763345.23163313,Buyers
IRL,Global,49056.61345074887,26590.86980213225,57495.834554916466,93746.77155978972,633102.5968633534,109604.35208593364,46.37288983206189,NA,2.4032375379223647,0.22997410927905737,107401.06554333253,499110.6615178886,713912.7926045536,499110.6615178886,Buyers
RUS,Global,1048360.0238006819,842715.870815061,1330390.339080431,1561108.1097323445,4324199.729225757,1989167.7813473141,9.876117219003117,NA,2.4032375379223647,0.22997410927905737,1232255.4476088139,2249228.410801882,4713739.306019509,2249228.410801882,Buyers
PCN,Global,319078.66616425826,39545.76110127568,417978.23203813477,116251.23567904343,1854.0150216727259,152139.60042882117,0.039015444547614596,NA,2.4032375379223647,0.22997410927905737,487442.49466240726,-525134.2407420102,449750.7485828043,449750.7485828043,Sellers
PYF,Global,2318386.3403002108,3653728.3727858663,2761884.860949926,1115883.6221692169,1146735.848953769,1344960.6015049932,1.80360281268549,NA,2.4032375379223647,0.22997410927905737,2889899.671666081,-5396892.195498178,382907.1478339839,382907.1478339839,Sellers
SJM,Global,79029.46122507316,50489.29137457907,98685.86436693092,99772.5752292362,125974.14286694155,124263.43393855711,4.754291492173142,NA,2.4032375379223647,0.22997410927905737,49850.630228207716,25634.22126415476,125335.48172057018,25634.22126415476,Buyers
GRL,Global,60024.32594413442,47102.18490315229,72894.24512850538,349937.7013753008,5866550.7431170205,427259.07130804687,46.05448768007914,NA,2.4032375379223647,0.22997410927905737,696730.7065819585,5122717.85163191,6516179.264795827,5122717.85163191,Buyers
TKL,Global,196095.4781645325,9946.542071163654,249465.59882397373,80560.92289649462,133.74137613389766,102341.53101092289,0.0035026809579374023,NA,2.4032375379223647,0.22997410927905737,277656.9801473147,-287469.7808423445,267844.179452285,267844.179452285,Sellers
ISL,Global,110827.77721784697,27020.1182975173,134384.19285407645,163072.83156176895,420034.2558797128,196894.45761689966,13.343907712563295,NA,2.4032375379223647,0.22997410927905737,125557.2757701072,267456.8618120883,518571.41335230274,267456.8618120883,Buyers
ZAF,Global,866205.271293907,113889.32806658745,973225.2079532064,356333.8725583923,975.0322948724674,408416.9553038299,0.005737593882215992,NA,2.4032375379223647,0.22997410927905737,1225342.0849541705,-1338256.3807258855,1112427.7891824555,1112427.7891824555,Sellers
NIU,Global,235571.11515510868,8773.146275520325,286997.4355283747,83493.26284033615,182.8451086036849,101870.96753010711,0.0036015870520735883,NA,2.4032375379223647,0.22997410927905737,365479.20336947497,-374069.5045363916,356888.90220255835,356888.90220255835,Sellers
WLF,Global,110034.72317041866,46122.21470952034,140744.4992530645,49942.38828396206,2745.1663611053764,63640.864158637494,0.15490637382214642,NA,2.4032375379223647,0.22997410927905737,144416.15494053418,-187793.20328894915,101039.10659211922,101039.10659211922,Sellers
NAM,Global,251009.6042062115,26936.875906944275,299520.6066497567,136083.19331096977,653.6798257719572,159694.11169331562,0.007125391304368198,NA,2.4032375379223647,0.22997410927905737,276195.4647621347,-302478.66084330704,249912.26868096238,249912.26868096238,Sellers
GEO,Global,1464.921431150231,2.7752718925476074,2281.3015383986713,4669.811784568808,246132.7024672327,6990.255512203499,78.7165835233036,NA,2.4032375379223647,0.22997410927905737,7702.112802260799,238427.81439307937,253832.03999760095,238427.81439307937,Buyers
BMU,Global,314281.04839773296,15339.305366516113,351072.2991051022,106365.49345315767,1499.523274928416,118837.08534308997,0.018806959094886236,NA,2.4032375379223647,0.22997410927905737,499670.4663607633,-513510.248452351,485830.6842691756,485830.6842691756,Sellers
MNP,Global,312324.4106865299,270459.66688489914,356637.51350247284,195324.37682285238,37477.54796546459,217731.66799281913,1.5274618465825904,NA,2.4032375379223647,0.22997410927905737,281178.8733193776,-514160.99223881215,48196.75439994305,48196.75439994305,Sellers
TWN,Global,52108.24339575048,10801.326545715332,58227.338375014784,97902.99145925812,381818.793849847,108644.53526013768,12.853993500475774,NA,2.4032375379223647,0.22997410927905737,110055.65758591906,260961.80971821258,481073.12489005073,260961.80971821258,Buyers
SHN,Global,1224876.120905287,155368.69331932068,1364136.256445568,433908.5267769277,14528.41854625088,478171.57340497145,0.10736280125642478,NA,2.4032375379223647,0.22997410927905737,1900883.0134894145,-2041723.2882624844,1760042.7387163446,1760042.7387163446,Sellers
CHL,Global,449440.5257995743,237843.86730575562,582174.0928216797,488241.52858223283,335602.82641320146,627469.7197313629,2.646065827833538,NA,2.4032375379223647,0.22997410927905737,93248.02639631518,4510.932711130663,191006.98550376104,4510.932711130663,Buyers
BHS,Global,230199.16910065053,14508.583093643188,279995.3119649457,155349.39467857158,2247.472805283217,187947.68914224388,0.023098474652318693,NA,2.4032375379223647,0.22997410927905737,179881.7875961614,-192142.89788452137,167620.6773078014,167620.6773078014,Sellers
