iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,2190593.6637211577,3449032.057321364,2571275.484871749,1682101.5116178747,1052389.9680774035,1975313.7594800561,1.549596991540504,NA,14.982657586630268,0.7494219914507388,7618563.800452204,-10015205.889696166,5221921.711208244,5221921.711208244,Sellers
ATF,Global,823319.4101464632,2982380.9652205557,939633.9716240189,530342.4670867451,1030632.6133409733,617363.6129521772,4.2152957607942945,NA,14.982657586630268,0.7494219914507388,4389573.218641429,-6341321.570521012,2437824.866761847,2437824.866761847,Sellers
HMD,Global,90836.03916594028,70143.23719615396,107289.7052403492,66507.7744175152,272.29239430028247,78456.32552667419,0.047316235700824785,NA,14.982657586630268,0.7494219914507388,364502.06040254066,-434373.00520439434,294631.115600687,294631.115600687,Sellers
CAN,Global,2591554.954016851,4669953.322432417,3225875.3773564603,2295034.085010816,2324215.685917091,2869117.2179985726,4.369659676650513,NA,14.982657586630268,0.7494219914507388,4442670.647607469,-6788408.284122795,2096933.0110921427,2096933.0110921427,Sellers
ARG,Global,44652.457207662344,88180.73534937948,52849.2603287743,457736.31730608793,373459255.8197545,545015.4709972754,1270.4976613360082,NA,14.982657586630268,0.7494219914507388,6189094.030418192,367181981.0539869,379560169.1148233,367181981.0539869,Buyers
IRL,Global,75049.1315827658,243257.34343494475,87771.50045237373,175775.19667460574,40654686.37053562,206438.5970417406,1230.6261997461381,NA,14.982657586630268,0.7494219914507388,1509144.1433196699,38902284.88378101,41920573.17042034,38902284.88378101,Buyers
RUS,Global,2329704.4470958216,13896006.065334104,2943880.18741394,3041075.904341224,29663068.423516575,3864485.6314788945,46.49215000434658,NA,14.982657586630268,0.7494219914507388,10658234.96081006,5108827.397372412,26425297.318992533,5108827.397372412,Buyers
PCN,Global,347908.27851638466,217088.96032002568,456237.75897048914,217971.06689820642,8797.056290975826,284906.2706183003,0.09927767234111753,NA,14.982657586630268,0.7494219914507388,1946804.7494366807,-2155096.6534657306,1738512.8454076308,1738512.8454076308,Sellers
PYF,Global,3065411.5736468607,6300171.9748366475,3664853.758836448,2092281.7915672814,3124827.6148777693,2493578.467810463,2.2764161416460373,NA,14.982657586630268,0.7494219914507388,14580070.312250467,-17755414.672209345,11404725.95229159,11404725.95229159,Sellers
SJM,Global,132007.2843094095,408418.594475165,164164.38197205486,245135.03790131756,10956931.079753408,301362.3442694338,190.55663859340896,NA,14.982657586630268,0.7494219914507388,1694954.3956122408,8853558.0896660015,12243466.880890485,8853558.0896660015,Buyers
