iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,2514394.065841807,43480417.39130574,2953166.8124887166,2274925.03847826,5402190.191338906,2672456.2351489495,31.63418879783778,NA,418.19911431245623,0.8783607294093247,100145735.14870076,-138223962.3486676,62067507.948733926,62067507.948733926,Sellers
ATF,Global,926301.4259080306,12341597.99842368,1056827.160321211,738220.92046792,2175151.491713655,845441.8077864775,7.182455240911955,NA,418.19911431245623,0.8783607294093247,78655100.79449335,-88821547.30120337,68488654.28778332,68488654.28778332,Sellers
HMD,Global,131101.08041933514,4991808.674696154,154738.59723985964,103033.42783159798,492412.4205624063,121996.01338462364,62.69728910000891,NA,418.19911431245623,0.8783607294093247,11737867.453021402,-16237263.70715515,7238471.198887654,7238471.198887654,Sellers
CAN,Global,3275689.4633686678,112948599.51383866,4028935.781542041,3104062.332336425,58454713.65404455,3826197.1963481675,239.5086506080204,NA,418.19911431245623,0.8783607294093247,71774314.18967186,-126268200.04946597,17280428.32987775,17280428.32987775,Sellers
ARG,Global,84234.7819319695,8791746.83691188,99354.56562891659,618520.6010232752,594730022.6247267,737992.2869707047,1484.336732809296,NA,418.19911431245623,0.8783607294093247,223437856.33368927,362500419.45412546,809376132.1215041,362500419.45412546,Buyers
IRL,Global,136205.6496330816,10250444.976247445,159525.5990616229,237296.51551071776,152621221.46373117,278556.68197560875,2460.4239369065594,NA,418.19911431245623,0.8783607294093247,42276110.57510674,100094665.912377,184646887.06259048,100094665.912377,Buyers
RUS,Global,3580801.641558033,130015085.84853724,4521356.839798971,4151051.750297883,679035986.9783291,5210254.776186257,1575.6115529097244,NA,418.19911431245623,0.8783607294093247,238478090.41158718,310542810.7182047,787498991.541379,310542810.7182047,Buyers
PCN,Global,363285.11149701074,703049.3157887757,476151.84534571145,294260.94031257875,20345.908617880064,384583.9399461973,0.2574961117316809,NA,418.19911431245623,0.8783607294093247,28865847.255480822,-29548550.662651718,28183143.848309927,28183143.848309927,Sellers
PYF,Global,3487136.3192788023,26887593.834211648,4168156.8049968225,2824580.4186158297,5001812.004120025,3371652.6581935342,3.087154895740696,NA,418.19911431245623,0.8783607294093247,277080290.8397469,-298966072.6698385,255194509.00965527,255194509.00965527,Sellers
SJM,Global,305978.8840391272,27749698.966057196,373739.78489438404,354156.88490537874,54831333.185779884,431534.5479416568,726.4603025891737,NA,418.19911431245623,0.8783607294093247,20147997.29161114,6933636.9281115495,47229631.51133382,6933636.9281115495,Buyers
GRL,Global,546845.416838575,39336917.57174397,658207.7921124734,984631.6313872016,586870493.1590054,1170153.7089336938,2448.6760016505555,NA,418.19911431245623,0.8783607294093247,183081807.18243858,364451768.4048228,730615382.7697,364451768.4048228,Buyers
TKL,Global,251752.88405154573,521591.1988094449,319436.22869658784,203919.83608175203,33839.82427639959,259367.83568638007,3.2293797074956228,NA,418.19911431245623,0.8783607294093247,20003738.295832958,-20491489.670366004,19515986.921299912,19515986.921299912,Sellers
ISL,Global,335973.6510767409,22969513.354869783,399981.9811320518,412778.10489072773,79004336.42880504,490134.13657252747,1174.7099969584758,NA,418.19911431245623,0.8783607294093247,32119554.560261253,23915268.513674002,88154377.6341965,23915268.513674002,Buyers
ZAF,Global,1099710.868308217,17229735.968691587,1246464.078807063,901970.1149134305,235017.97560744293,1013418.8787937213,4.572058570035223,NA,418.19911431245623,0.8783607294093247,82695007.93317753,-99689725.92626168,65700289.94009338,65700289.94009338,Sellers
NIU,Global,260916.44637605041,322444.6013536453,319135.0553046284,211342.32156460086,1059.4802370980035,257589.0740262322,0.01981080067265564,NA,418.19911431245623,0.8783607294093247,20731855.088963363,-21053240.210079912,20410469.967846815,20410469.967846815,Sellers
