iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,2264941.1563108796,5102244.684274489,2660454.1163307726,1823249.9703941573,1313166.8461129125,2138223.5189606072,2.280262485209433,NA,28.930695583857066,0.6543789497925021,12778433.241829507,-16567511.079991084,8989355.40366793,8989355.40366793,Sellers
ATF,Global,850830.1449281438,3545088.5570174307,971378.4266043,579837.3369394058,1253286.364114834,672042.5136603018,4.764930110254155,NA,28.930695583857066,0.6543789497925021,7840010.43333681,-10131812.626239408,5548208.240434214,5548208.240434214,Sellers
HMD,Global,95639.16755508025,189488.87391490396,113016.73751215907,75204.35856372537,1392.170722653312,88576.8792699706,0.9098044155763518,NA,28.930695583857066,0.6543789497925021,591193.2382431532,-779289.9414354039,403096.5350509026,403096.5350509026,Sellers
CAN,Global,2660589.4548288663,6136481.677901167,3307235.118081218,2487659.85818358,3491824.1205627783,3100883.629788671,9.070383501888449,NA,28.930695583857066,0.6543789497925021,5002973.517983968,-7647631.075322358,2358315.9606455793,2358315.9606455793,Sellers
ARG,Global,44652.457207662344,88180.73534937948,52849.2603287743,496018.28961970407,422830471.2388311,590380.4226962456,1321.8019981024624,NA,28.930695583857066,0.6543789497925021,13058327.494467024,409683963.0090147,435800617.99794877,409683963.0090147,Buyers
IRL,Global,90360.77779172553,505759.12859119475,105641.5191526025,190423.12973082287,59717724.13859743,223980.76317311233,1435.19875037228,NA,28.930695583857066,0.6543789497925021,2894873.4433547948,56317091.56665144,62106838.45336103,56317091.56665144,Buyers
RUS,Global,2913276.004465406,24971534.179591917,3705710.7294921908,3305355.867664239,54611716.925065756,4189163.153230098,155.7260439205306,NA,28.930695583857066,0.6543789497925021,11343143.166765762,18297039.578708075,40983325.9122396,18297039.578708075,Buyers
PCN,Global,349966.4618422879,256557.80797627568,458975.4236518431,236135.32247305702,10759.525029276921,308539.001042351,0.11616693860164809,NA,28.930695583857066,0.6543789497925021,3293214.041054826,-3539012.324001825,3047415.7581078275,3047415.7581078275,Sellers
PYF,Global,3144852.6645493703,8190408.8849928975,3756857.7197763463,2266638.6075312216,3530135.5364589407,2700181.501337984,2.3773060580688727,NA,28.930695583857066,0.6543789497925021,25407343.541056152,-30067616.889590107,20747070.192522194,20747070.192522194,Sellers
SJM,Global,146973.40911535313,699945.4601978213,182456.57468584203,271092.6205213321,16586520.475784238,332093.48083710717,250.9100346903144,NA,28.930695583857066,0.6543789497925021,3590855.1212947764,12295719.894291641,19477430.136881195,12295719.894291641,Buyers
GRL,Global,273437.1152795497,3054904.709439285,334252.3108654157,777384.6338322951,220887511.41803467,924380.1915219199,1227.1501927983793,NA,28.930695583857066,0.6543789497925021,14579552.249489639,203253054.45910576,232412158.95808503,203253054.45910576,Buyers
TKL,Global,246970.20360530564,337749.6597469449,313341.7107855084,163639.37463350475,521.8981425790017,207913.9654935205,0.005993678912144841,NA,28.930695583857066,0.6543789497925021,2410818.8457336286,-2748046.6073379945,2073591.0841292627,2073591.0841292627,Sellers
ISL,Global,198521.7948717111,1141009.036510408,238862.8152697557,331241.68910984317,21073582.408920895,394579.1775920805,386.20957836410645,NA,28.930695583857066,0.6543789497925021,3839678.8581251036,16092894.514285384,23772252.23053559,16092894.514285384,Buyers
ZAF,Global,976526.1486252439,1309519.7499415874,1099170.1972583465,723803.1786342344,30442.297264761815,814783.1172523136,0.18249824835246234,NA,28.930695583857066,0.6543789497925021,7311451.311858142,-8590528.764534967,6032373.859181317,6032373.859181317,Sellers
NIU,Global,256267.98277972863,157932.32010364532,313377.53167995234,169595.6901444328,615.7932808679576,206615.97348369088,0.00691553645942,NA,28.930695583857066,0.6543789497925021,2507489.7137867203,-2664806.2406094978,2350173.186963943,2350173.186963943,Sellers
WLF,Global,149370.36392705407,370026.1028931141,191776.4924923832,101445.47620179791,28479.337061974118,129643.54764979715,1.7269969862351404,NA,28.930695583857066,0.6543789497925021,1386500.3376699144,-1728047.1035010545,1044953.5718387744,1044953.5718387744,Sellers
NAM,Global,304586.59839942865,708675.6888952255,366952.64871480915,276418.9864129073,175048.74609549862,331954.83041006187,9.637250041280343,NA,28.930695583857066,0.6543789497925021,814908.6077062523,-1348535.5505059792,281281.66490652534,281281.66490652534,Sellers
GEO,Global,1464.921431150231,2.7752718925476074,2281.3015383986713,9485.555187405393,666290.6028196933,14258.24868018183,110.34104876032238,NA,28.930695583857066,0.6543789497925021,232042.5135918261,434245.31395597465,898330.3411396268,434245.31395597465,Buyers
BMU,Global,325884.143139218,205795.3131790161,364426.52432016644,216054.90857672654,3968.661064483667,241334.00995629284,0.02645197413106138,NA,28.930695583857066,0.6543789497925021,3177436.151335473,-3379262.8034500056,2975609.4992209408,2975609.4992209408,Sellers
MNP,Global,600532.6333812305,1674522.0858302116,697723.1156431552,396752.64042141894,494152.79782316805,455696.2632873627,2.9352715431663,NA,28.930695583857066,0.6543789497925021,5895496.942400845,-7075866.230407888,4715127.6543938015,4715127.6543938015,Sellers
TWN,Global,127537.7441566702,925875.7982254028,141606.3403207835,201657.64417379655,14853009.06444793,224280.20719294902,479.0487431074585,NA,28.930695583857066,0.6543789497925021,2144340.2641014047,11782793.002121123,16071473.530323932,11782793.002121123,Buyers
SHN,Global,1285085.1692806345,571393.4926357269,1428715.6948522201,881376.6950156343,71988.0058542572,977301.255708334,0.149815615693595,NA,28.930695583857066,0.6543789497925021,11679566.973584116,-12178972.460365586,11180161.486802645,11180161.486802645,Sellers
CHL,Global,1829856.8558910755,9100239.062129974,2175929.4893182623,1344586.7985133673,4184558.573328518,1613958.8475050584,6.754290525979435,NA,28.930695583857066,0.6543789497925021,14039200.305955326,-18954880.794756785,9123519.81715387,9123519.81715387,Sellers
BHS,Global,278190.82226491673,519136.4746952057,335050.25359771965,315553.4579408485,19258907.359191965,378332.34668502305,592.1287407043845,NA,28.930695583857066,0.6543789497925021,1080927.0389509394,17658843.84554582,19820697.9234477,17658843.84554582,Buyers
JAM,Global,182659.0061449836,149200.27784633636,206673.24773331956,142946.66768356532,8227.371706262285,161781.853478542,0.38079639524801123,NA,28.930695583857066,0.6543789497925021,1148905.5749503912,-1289878.4810904653,1007932.6688103171,1007932.6688103171,Sellers
AIA,Global,67381.40432770913,144171.53398799896,80905.8580361115,50821.963351572216,869.6476119384779,61018.220278868626,0.03543144773612909,NA,28.930695583857066,0.6543789497925021,479076.1459194658,-622378.0322955262,335774.2595434053,335774.2595434053,Sellers
CRI,Global,429233.28773898527,784886.269364357,498037.644050721,320645.4450718932,45344.08514483275,370506.135421858,0.6449247716326076,NA,28.930695583857066,0.6543789497925021,3141521.8203094057,-3881064.00452893,2401979.6360898814,2401979.6360898814,Sellers
TCA,Global,57053.439254728866,109336.33291721344,73643.50267455551,45352.61382628567,1237.5981034652677,58387.9066067347,0.35787563794226873,NA,28.930695583857066,0.6543789497925021,338513.01855014404,-446611.7533638922,230414.28373639588,230414.28373639588,Sellers
CYM,Global,93386.3166914745,64419.63817882538,113439.45092669428,60701.105849458414,1037.739729366989,72283.91350737841,0.03057510138193706,NA,28.930695583857066,0.6543789497925021,945605.8849645517,-1008987.7834140101,882223.9865150932,882223.9865150932,Sellers
ATG,Global,80114.87263125872,228890.2424697876,93181.59022413642,60988.13703850921,1182.3812590965572,70766.91557277445,0.3442032758462544,NA,28.930695583857066,0.6543789497925021,553349.7649467601,-781057.6261574512,325641.9037360691,325641.9037360691,Sellers
DOM,Global,218671.15018792168,535059.346455574,256316.4239135864,151736.0752609432,144772.2176253437,175932.33184689115,1.4438078677307724,NA,28.930695583857066,0.6543789497925021,1936478.276595078,-2326765.4054253083,1546191.1477648476,1546191.1477648476,Sellers
COG,Global,21451.439642184487,119989.60139465332,24499.525418566365,17699.17924975621,36804.66045849109,19919.471972918436,13.755620069929453,NA,28.930695583857066,0.6543789497925021,108555.50316470655,-191740.44410086877,25370.562228544317,25370.562228544317,Sellers
GAB,Global,120701.47986661403,529539.0622825623,132018.153485109,116809.41492419221,471114.33109573426,127524.57177138735,12.642368934704983,NA,28.930695583857066,0.6543789497925021,112600.14604180767,-171024.87722863565,54175.41485497967,54175.41485497967,Sellers
HTI,Global,67912.49966062252,35106.735485076904,79190.02894880497,54577.81782053342,3223.871291596627,63249.06583172574,0.2969035029497072,NA,28.930695583857066,0.6543789497925021,385781.6210232047,-417664.485216685,353898.7568297244,353898.7568297244,Sellers
AUS,Global,2839683.496748963,7222557.065063477,3205919.763048743,3009236.560838305,13404566.478560591,3394485.485544377,44.72686967403164,NA,28.930695583857066,0.6543789497925021,4905288.082478961,1276721.3310181536,11087297.495976076,1276721.3310181536,Buyers
USA,Global,3544722.978925061,16258786.498019878,4039605.3285941044,3857488.9685124494,35514436.51059077,4400183.118398385,140.32383142552862,NA,28.930695583857066,0.6543789497925021,9048537.633736545,10207112.378834346,28304187.64630744,10207112.378834346,Buyers
HND,Global,106941.86860931171,162808.8089313507,126251.33088423959,108110.01775255974,242981.05342032627,127679.01725191539,68.6318566018529,NA,28.930695583857066,0.6543789497925021,33795.36725985206,46376.8772291235,113967.61174882762,46376.8772291235,Buyers
CUW,Global,24668.494265497728,68619.61200141907,26942.1516349579,19767.06390290746,6059.059476193734,21732.40765425279,2.137200808432986,NA,28.930695583857066,0.6543789497925021,141801.78974557322,-204362.34227079854,79241.23722034789,79241.23722034789,Sellers
CUB,Global,181168.96129126297,256964.33285331726,223152.0939689073,187706.85624540976,2605902.348820077,231397.07328677893,403.5157580019296,NA,28.930695583857066,0.6543789497925021,189145.8486776559,2159792.167289104,2538083.864644415,2159792.167289104,Buyers
GBR,Global,43902.07910654459,515997.19521713257,51958.296057827654,388744.2816198301,600312088.363199,457859.1708810767,3111.2993081585205,NA,28.930695583857066,0.6543789497925021,9976524.785378654,589819566.3826032,609772615.9533606,589819566.3826032,Buyers
TON,Global,488758.55174735276,971070.8199443817,569925.793633632,332026.2595516706,12757.519608031214,384181.032466527,0.3010697133083839,NA,28.930695583857066,0.6543789497925021,4534374.233673418,-5492687.534009769,3576060.9333370673,3576060.9333370673,Sellers
GUY,Global,73791.47458250719,216532.83772850037,85069.03927690318,77972.50996383304,463132.4427795145,89756.35868023301,97.75378548872706,NA,28.930695583857066,0.6543789497925021,120960.26184247406,125639.34320854004,367559.86689348816,125639.34320854004,Buyers
BRB,Global,149053.838370326,339472.0347557068,167695.3730874015,105616.19024981302,4660.879750083515,118931.53082082576,0.1900350651972538,NA,28.930695583857066,0.6543789497925021,1256681.374653262,-1591492.5296588854,921870.2196476388,921870.2196476388,Sellers
ABW,Global,21698.564491603564,25819.56671524048,23870.38273794855,17834.87332986937,12564.791918321018,19634.199624413028,2.5621998858145814,NA,28.930695583857066,0.6543789497925021,111779.27283017102,-125034.04762709048,98524.49803325156,98524.49803325156,Sellers
BLZ,Global,11844.577469690063,34226.430950164795,14682.308506972542,18944.420146525954,2873570.362866547,23462.061738722303,565.2446558803163,NA,28.930695583857066,0.6543789497925021,205403.38717681606,2633940.5447395663,3044747.319093198,2633940.5447395663,Buyers
VGB,Global,53835.754159236065,109869.84418106079,66245.10577936248,40182.193941282516,1397.0780536118432,49216.49255105314,0.06742601567121163,NA,28.930695583857066,0.6543789497925021,395006.99430147524,-503479.7604289242,286534.2281740263,286534.2281740263,Sellers
