iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,rect,mkt_tc_b,mkt_tc_s,savings,transaction
"NAM",Global,411267.777470757,12371961.114676476,516055.93612119596,348713.18285936,2630299.974830152,428692.304856507,56.052063102323956,NA,521.603311252745,32628683.683377802,-42370344.82322413,22887022.543531477,22887022.543531477,Sellers
GEO,Global,13155.290999185083,1233625.6190218925,20422.917141486145,11966.39269795757,1021393.3897870005,20422.917141486145,178.5116767479324,NA,521.603311252745,620133.2906630343,-832365.5198979264,407901.06142814225,407901.06142814225,Sellers
BMU,Global,332392.16704111773,1248528.281929016,372227.1909775926,272561.5769737165,5645.1268599151545,306778.521018566,0.03381270522775676,NA,521.603311252745,31207833.893362083,-32450717.048431184,29964950.73829298,29964950.73829298,Sellers
MNP,Global,610388.6775714137,1995986.2967677116,709479.1099468991,500518.7156085592,848704.1275557027,579992.4585866826,3.814555195720192,NA,521.603311252745,57308535.96703804,-58455818.13625005,56161253.79782604,56161253.79782604,Sellers
TWN,Global,204910.6959291971,16496744.759162903,227846.6955196961,255107.0107237102,63714222.00634441,284445.0835790636,1292.4426554226604,NA,521.603311252745,26182564.00950319,21034913.237678315,73400041.25668469,21034913.237678315,Buyers
SHN,Global,1343350.2941113266,7074332.859823227,1492536.1259097739,1111890.5998658773,110472.42211607238,1238893.4298373635,0.19850622754553418,NA,521.603311252745,120730142.93997426,-127694003.37768142,113766282.5022671,113766282.5022671,Sellers
CHL,Global,1950540.0774791487,30248794.667598724,2324180.5240370627,1785734.3618112246,8129317.462066647,2121235.78677518,15.3770468516622,NA,521.603311252745,85963207.00576763,-108082684.2112997,63843729.800235555,63843729.800235555,Sellers
BHS,Global,297920.2593957362,9371745.052820206,357399.09984204976,398082.8238638397,72727387.666337,480794.0598228992,688.5852837406636,NA,521.603311252745,52245125.29012931,11110517.323387481,115600767.90364611,11110517.323387481,Buyers
JAM,Global,205773.62065162163,3035135.3637838364,233121.11978392806,180332.7192315747,119429.4324627214,206673.2477333196,12.797581077386948,NA,521.603311252745,13270058.42195114,-16185764.353272254,10354352.490630025,10354352.490630025,Sellers
AIA,Global,72653.73760098673,733240.690237999,86735.78980871645,64113.8614589065,82989.80329227075,78046.34805185084,17.38747491115028,NA,521.603311252745,4454427.673397367,-5104678.560343095,3804176.7864516387,3804176.7864516387,Sellers
CRI,Global,488305.6741788686,12147784.620926857,568056.191415847,405762.4614589135,286290.8069333673,473530.18617703277,9.18145383439239,NA,521.603311252745,43054813.07616827,-54916306.89016176,31193319.262174778,31193319.262174778,Sellers
TCA,Global,63290.509222343746,1305161.7235422134,82231.60497036728,57214.066673160385,114667.29927533325,76493.00611129678,33.188395917556065,NA,521.603311252745,3169492.554291112,-4359986.978557992,1978998.1300242317,1978998.1300242317,Sellers
CYM,Global,93386.3166914745,64419.63817882538,113439.45092669429,76576.77968700908,2171.419198352457,93158.3835796648,0.12493451209064486,NA,521.603311252745,8767910.162154708,-8830158.38113518,8705661.943174236,8705661.943174236,Sellers
