iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,2484843.9564065724,32328765.578805737,2918729.202738295,2246695.3467230033,4588293.661994917,2638673.721580655,26.750710654942196,NA,332.70057384501223,0.198354192501897,79232179.10211526,-106972651.01892608,51491707.18530444,51491707.18530444,Sellers
ATF,Global,920865.061438881,10239258.12342368,1050939.9194020166,728321.946497388,2104787.179994728,834803.1350469193,6.933920900886951,NA,332.70057384501223,0.198354192501897,64059204.83094088,-72193675.77436984,55924733.887511924,55924733.887511924,Sellers
HMD,Global,129451.53494400479,4423255.049696154,152850.6890047666,101294.11100235593,399127.16626731836,119876.85601474973,39.90033803508656,NA,332.70057384501223,0.198354192501897,9367991.103383861,-13392118.986812698,5343863.219955026,5343863.219955026,Sellers
CAN,Global,3211411.20294109,88912468.19352616,3952589.7522066613,3065537.177701872,49564243.19572436,3780348.400424664,220.28815629981995,NA,332.70057384501223,0.198354192501897,48532371.90616964,-87880596.90397143,9184146.908367835,9184146.908367835,Sellers
ARG,Global,72933.51925030568,4534801.2744118795,86143.91872648004,610864.206560552,583396628.2220176,728827.1379073357,1476.0238132822285,NA,332.70057384501223,0.198354192501897,178969848.35696077,399891978.59064496,757831675.3045665,399891978.59064496,Buyers
IRL,Global,123824.70349618515,5582525.851247445,144811.17621450732,234366.9288994743,145428305.5038962,275172.71986929385,2445.8071266879274,NA,332.70057384501223,0.198354192501897,36777461.82577899,103068317.82686976,176623241.47842777,103068317.82686976,Buyers
RUS,Global,3507912.4473625356,102639295.59853724,4433821.424341015,4098195.7576332805,598779507.044645,5146780.36447575,1465.5632896690702,NA,332.70057384501223,0.198354192501897,196387596.05821022,299752615.3878975,692527807.504318,299752615.3878975,Buyers
PCN,Global,363285.11149701074,703049.3157887757,476151.84534571145,290628.0891976086,19491.17939029055,379810.678510559,0.22787646900707445,NA,332.70057384501223,0.198354192501897,24173033.012880947,-24856591.149279434,23489474.87648246,23489474.87648246,Sellers
PYF,Global,3487136.3192788023,26887593.834211648,4168156.8049968225,2789709.055423042,4895734.621927964,3329419.465945822,3.001637635032237,NA,332.70057384501223,0.198354192501897,232034450.89996827,-254026310.11225194,210042591.6876846,210042591.6876846,Sellers
SJM,Global,291842.48696133087,22465022.544182196,356895.2520232488,348965.3683813757,51190095.82991055,425221.0247709773,681.7298545139121,NA,332.70057384501223,0.198354192501897,19004815.428129494,9720257.857598856,47729888.713857844,9720257.857598856,Buyers
GRL,Global,517017.3905968838,28182249.727993973,624062.122030862,971678.6940400198,555931701.0609511,1154539.6273903088,2323.9562532954883,NA,332.70057384501223,0.198354192501897,151266076.56065258,376483374.77230453,679015527.8936098,376483374.77230453,Buyers
TKL,Global,251752.88405154573,521591.1988094449,319436.22869658784,201402.30724123662,25848.78960261546,256192.23205073012,3.1551180562532357,NA,332.70057384501223,0.198354192501897,16751665.798217207,-17247408.207424037,16255923.389010377,16255923.389010377,Sellers
ISL,Global,320420.67398491595,17253796.979869783,381952.26317878655,407682.0789044224,73438193.01688547,484106.7498524602,1056.5653849339594,NA,332.70057384501223,0.198354192501897,29031919.49124177,27152476.54577392,85216315.52825746,27152476.54577392,Buyers
ZAF,Global,1091551.7058653962,13909824.156191587,1236178.127098194,890834.6813959808,189095.76680297276,1001130.3217399057,3.8379505307370345,NA,332.70057384501223,0.198354192501897,66778669.22143787,-80499397.61082649,53057940.83204926,53057940.83204926,Sellers
NIU,Global,260916.44637605041,322444.6013536453,319135.0553046284,208733.15710084036,1008.0225170465947,254360.5435641163,0.019409787846204157,NA,332.70057384501223,0.198354192501897,17361410.28698266,-17682846.865819257,17039973.70814606,17039973.70814606,Sellers
WLF,Global,156069.9633873814,841722.1341431141,200757.43648419046,124855.97070990513,93399.38897742644,159842.70395525589,3.5361369843679147,NA,332.70057384501223,0.198354192501897,10384913.275790365,-11133236.020956052,9636590.530624678,9636590.530624678,Sellers
NAM,Global,411267.77747075696,12371961.114676476,516055.9361211959,340207.98327742436,2169318.379366504,415720.3269182628,53.26731594385908,NA,332.70057384501223,0.198354192501897,23641634.305430226,-33844277.0407402,13438991.570120255,13438991.570120255,Sellers
