iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,1979260.1625437622,1774481.6935518328,2321814.311047631,1145737.3682680025,408970.9361456185,1360085.4126605007,0.9320192374477523,NA,4.003759081469026,0.4696692276259744,3337224.4571930114,-4702735.214599226,1971713.6997867972,1971713.6997867972,Sellers
ATF,Global,511153.7288229866,951634.7523299307,595803.7861522934,342261.9616466344,419340.8879980903,401144.0115515361,2.432524961378921,NA,4.003759081469026,0.4696692276259744,676201.9466176725,-1208495.8109495128,143908.0822858321,143908.0822858321,Sellers
HMD,Global,86104.93800098599,26998.39539927896,101626.12575106922,33460.75466191648,10.436929538781994,40027.96119262914,0.0011928000121041362,NA,4.003759081469026,0.4696692276259744,210774.62713031995,-237762.58560006012,183786.66866057977,183786.66866057977,Sellers
CAN,Global,2250074.4306557532,2137470.086714644,2813871.4672243157,1563056.1469543127,386332.24659249623,1976907.3171948302,1.3513910171794876,NA,4.003759081469026,0.4696692276259744,2750655.692504906,-4501793.532627054,999517.8523827584,999517.8523827584,Sellers
ARG,Global,36544.91620464442,10171.74902125448,43307.14732127933,312264.8225143471,201823813.17949614,370564.91082323005,1080.4582419766125,NA,4.003759081469026,0.4696692276259744,1103916.078829261,200709725.35164562,202917557.50930414,200709725.35164562,Buyers
IRL,Global,50786.49620659933,32260.5831810385,59488.01623165355,120113.05106098056,4466861.5228968365,140450.03764200502,294.78130093114976,NA,4.003759081469026,0.4696692276259744,277566.8235851894,4157034.1161306086,4712167.763300987,4157034.1161306086,Buyers
RUS,Global,1126470.9190220665,1078199.3803975806,1430181.5014296912,2036812.04371377,9809776.285456095,2578760.7727192766,12.966022086967836,NA,4.003759081469026,0.4696692276259744,3644786.545219135,5086790.35983938,12376363.450277649,5086790.35983938,Buyers
PCN,Global,323349.6872429928,52169.97594502568,423559.41883457475,148946.8957137744,3372.524200315811,194804.04058892187,0.057512774717229966,NA,4.003759081469026,0.4696692276259744,698266.7604186574,-747064.2121633673,649469.3086739476,649469.3086739476,Sellers
PYF,Global,2931332.2237282824,5361859.958235085,3500531.4230842274,1429725.8909043088,1733998.1638422634,1714202.4942983056,1.9386794394323377,NA,4.003759081469026,0.4696692276259744,6012069.991835385,-9639931.786228206,2384208.1974425633,2384208.1974425633,Sellers
SJM,Global,93287.39403398236,97028.49926032126,116347.52701968979,146496.22394526235,688819.4286035631,181884.85860104283,23.31596263174194,NA,4.003759081469026,0.4696692276259744,213035.335971628,378755.5933716139,804826.2653148698,378755.5933716139,Buyers
GRL,Global,76957.61212289991,102133.79610920697,93539.11866988531,466514.13749993563,15825760.288764862,565683.2333620299,158.3920138434467,NA,4.003759081469026,0.4696692276259744,1559690.4762238257,14163936.016431829,17283316.96887948,14163936.016431829,Buyers
TKL,Global,217456.86909554419,81453.8765438199,276791.7320609445,103218.68246113375,222.74679616839663,131175.41940842953,0.004249617310923952,NA,4.003759081469026,0.4696692276259744,457382.1771880743,-538613.3069357257,376151.04744042276,376151.04744042276,Sellers
