iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,1265754.4084999315,528096.4743135516,1498065.628061386,637602.9166733866,126234.58702783177,766121.3677468771,0.34005463277944953,NA,1.0619844278288781,0.19032586982355348,667087.1026372694,-1068948.9899229892,265225.2153515496,265225.2153515496,Sellers
ATF,Global,134251.6024102524,31914.715830907226,156155.83716023772,164080.4301770559,71422.53450697383,191131.07839508983,1.4405408894676925,NA,1.0619844278288781,0.19032586982355348,31677.75058873497,7830.0680873316305,71185.56926480157,7830.0680873316305,Buyers
HMD,Global,76728.87392734832,2779.181532091461,90408.48005287972,2153.0517355598236,0.022411249611339352,2599.8612470390144,1.0763626443766428e-5,NA,1.0619844278288781,0.19032586982355348,79198.36186021466,-81977.52098105651,76419.2027393728,76419.2027393728,Sellers
CAN,Global,1450548.4512079048,251349.82212724164,1839945.5306508632,869603.3635323626,7075.7826355979805,1114163.5478784747,0.05090194786714126,NA,1.0619844278288781,0.19032586982355348,616954.6365351082,-861228.6760267519,372680.59704346454,372680.59704346454,Sellers
ARG,Global,36544.91620464442,10171.74902125448,43307.14732127933,174449.72218532953,68171910.91361192,207007.88042500027,814.5106471071455,NA,1.0619844278288781,0.19032586982355348,146452.75647425032,68015286.4081164,68308191.92106491,68015286.4081164,Buyers
IRL,Global,35859.03506865139,4348.597585335374,42211.854154243716,67380.49205859886,148739.32778723215,78788.43477671425,11.39778774014925,NA,1.0619844278288781,0.19032586982355348,33475.29646580195,110915.43373609483,177866.02666769872,110915.43373609483,Buyers
RUS,Global,705124.3359060304,305240.1652486548,888645.4142132158,1085404.1757509194,938601.8753122296,1378491.864409141,2.8880101706575214,NA,1.0619844278288781,0.19032586982355348,403851.26813253184,229510.441931043,1037212.9781961066,229510.441931043,Buyers
PCN,Global,312518.20200648706,26490.058952838182,409429.93810549856,83555.57564431248,751.3581516903783,109469.02008591803,0.02599834035298463,NA,1.0619844278288781,0.19032586982355348,243154.74375143118,-268893.44455257896,217416.04295028336,217416.04295028336,Sellers
PYF,Global,411154.0874960073,17101.275373756886,536363.6635508953,802041.3534341246,603089.5222226669,982583.1211099462,1.6604369440051243,NA,1.0619844278288781,0.19032586982355348,415116.189462886,170872.05738602398,1001104.4363117961,170872.05738602398,Buyers
SJM,Global,57912.755211672455,15617.35228766501,72241.7581715181,53048.926513210026,11139.970235191238,66177.96262575264,0.838812800825635,NA,1.0619844278288781,0.19032586982355348,5165.310337394299,-9642.692389868069,687.9282849205265,687.9282849205265,Sellers
GRL,Global,42428.71137398414,15884.108304031193,51132.25639520665,233361.26525066604,2016591.5570137668,285179.69843930635,22.03023355573242,NA,1.0619844278288781,0.19032586982355348,202767.39898263448,1797940.049727101,2203474.84769237,1797940.049727101,Buyers
