iso3,global,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Global,2588388.531682398,87062537.76630574,3040548.7530973023,2359614.1137440293,9779819.110450668,2772583.1654866193,85.9236484546485,NA,768.8983093611088,0.05291429086215049,175904263.17788354,-253186981.83373863,98621544.52202846,98621544.52202846,Sellers
ATF,Global,926301.4259080306,12341597.99842368,1056827.160321211,767917.8423795163,2407506.04200682,877981.717532514,8.403442708583592,NA,768.8983093611088,0.05291429086215049,121780869.60562856,-131714961.56204543,111846777.6492117,111846777.6492117,Sellers
HMD,Global,136080.44758719666,7868114.112196154,160359.72859561464,108251.37831932407,954452.6467545416,128280.26981570946,100.94166692390446,NA,768.8983093611088,0.05291429086215049,21397724.311160423,-28311385.776602037,14484062.84571881,14484062.84571881,Sellers
CAN,Global,3478218.2444251473,233987496.82633868,4269077.005852617,3219637.796240083,91717653.52323224,3962438.6433323734,344.5266957531504,NA,768.8983093611088,0.05291429086215049,198822069.44333377,-341091912.7464402,56552226.14022733,56552226.14022733,Sellers
ARG,Global,155657.6528607983,53151224.39941188,184658.4018160456,641489.7844114449,629530728.4962463,765415.324911337,1531.0269471982244,NA,768.8983093611088,0.05291429086215049,373555504.582596,202823999.51423842,949935008.6794305,202823999.51423842,Buyers
IRL,Global,156856.15185676745,21975619.038747445,183951.40363178094,246085.275344448,175027157.58961806,288844.50249250315,2616.071055540219,NA,768.8983093611088,0.05291429086215049,68608122.19545117,84443416.35541943,221659660.7463218,84443416.35541943,Buyers
RUS,Global,3769582.7265509786,237589836.56728724,4750347.127925377,4309619.728291692,968488580.881847,5400495.422131554,2163.339073847694,NA,768.8983093611088,0.05291429086215049,415233537.63087684,315665206.683683,1146132281.9454367,315665206.683683,Buyers
PCN,Global,363285.11149701074,703049.3157887757,476151.84534571145,305159.493657489,23429.148639250892,399290.9153668418,0.3837286314888141,NA,768.8983093611088,0.05291429086215049,44692689.28737816,-45372309.45452768,44013069.12022864,44013069.12022864,Sellers
PYF,Global,3487136.3192788023,26887593.834211648,4168156.8049968225,2929194.5081941937,5353469.737938359,3497803.8040228784,3.8805430757008086,NA,768.8983093611088,0.05291429086215049,429000515.26483065,-450534639.36110395,407466391.16855735,407466391.16855735,Sellers
SJM,Global,356532.60413184325,56592504.591057196,434358.00564911996,369731.4344773873,67833962.69177274,450270.5706938873,924.8450266057207,NA,768.8983093611088,0.05291429086215049,10148558.338232907,1092899.7624826413,21390016.438948452,1092899.7624826413,Buyers
GRL,Global,659688.752066335,105362186.35299397,787644.6631627304,1023490.4434287462,686695061.2727627,1217105.8444981175,2708.251495908717,NA,768.8983093611088,0.05291429086215049,279726505.4312699,301606369.4884988,861059380.3510386,301606369.4884988,Buyers
TKL,Global,251752.88405154573,521591.1988094449,319436.22869658784,211472.42260329842,59284.44643131655,269099.10394771775,3.568971338698281,NA,768.8983093611088,0.05291429086215049,30971578.707842678,-31433885.460220806,30509271.95546455,30509271.95546455,Sellers
ISL,Global,381042.5148542072,48460975.51111978,452610.34670516953,428066.18284964346,98918554.93391916,508469.9331797849,1447.256407929287,NA,768.8983093611088,0.05291429086215049,36156418.821649,14301160.601150379,86613998.24444838,14301160.601150379,Buyers
ZAF,Global,1113543.351744976,25227395.593691587,1264592.2272874329,935376.4154657797,483294.52403603465,1051486.694530605,10.919566654258984,NA,768.8983093611088,0.05291429086215049,136992256.08912233,-161736357.1587779,112248155.01946677,112248155.01946677,Sellers
NIU,Global,260916.44637605041,322444.6013536453,319135.0553046284,219169.81495588235,1222.753970557724,266744.06756205956,0.02184883327453581,NA,768.8983093611088,0.05291429086215049,32098914.32048857,-32420136.167871658,31777692.47310548,31777692.47310548,Sellers
WLF,Global,156069.9633873814,841722.1341431141,200757.43648419046,131098.76924540038,115882.32801495632,167836.91842494838,4.1397332674039236,NA,768.8983093611088,0.05291429086215049,19200308.958497226,-19926148.764625385,18474469.152369067,18474469.152369067,Sellers
