iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,211896.97413639832,16828.165704464856,263789.9553469285,211896.97413639832,16828.165704464856,263789.9553469285,0.2366433726384824,NA,0.2366433726384824,0.6313764240887434,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,30744.018365049167,30.496441945433617,36743.48926855398,85260.78121677175,5327.596518560962,99634.18839139138,0.21189862097318865,NA,0.00397842156219207,0.3882060965020505,216.89066483020477,5080.209411785324,5513.990741445733,5080.209411785324,Buyers
HMD,Subantarctic Islands,53167.41138934363,54.659141725860536,62990.46133217127,23024.85368646426,3.0696610554534045,27698.62947861239,4.0033573486407165e-4,NA,0.00397842156219207,0.3882060965020505,119.91980150475396,-171.5092821751611,68.33032083434684,68.33032083434684,Sellers
CAN,Arctic,1682521.86445753,593661.4472645707,2123606.5310100014,952284.1340528763,12432.300098580414,1219308.1633718908,0.0803577571723735,NA,1.827090744108455,0.8530108185968976,1334210.598221108,-1915439.7453870983,752981.4510551178,752981.4510551178,Sellers
ARG,Magellanic,24324.074992958092,3546.1012551411986,28992.436613718382,190525.53546356392,119745645.14190406,226454.25675660942,1004.6262601375842,NA,115.47160387636579,0.3183963133567128,19191549.207135264,100550549.83351365,138933648.24778417,100550549.83351365,Buyers
IRL,Northern European Seas,140882.56758730058,12279901.226247445,165146.7304173779,102535.53139352001,1180090.9320316052,119903.83830396077,97.41730297691716,NA,451.5195661800427,0.12185460939851622,17314437.1465062,-28414247.44072204,6214626.852290362,6214626.852290362,Sellers
RUS,Arctic,965788.6215705732,674613.699560852,1223841.842661546,910257.241147768,579115.4658694285,1152057.9966212572,1.6153879213902975,NA,1.827090744108455,0.8530108185968976,101460.87117807285,-196959.1048694964,5962.637486649328,5962.637486649328,Sellers
PCN,Southeast Polynesia,312518.20200648706,26490.058952838182,409429.93810549856,127149.78902395375,2284.1310983293088,166289.57515486667,0.0396440179624012,NA,1.6040241090352274,0.3983849786623158,297335.4034775821,-321541.33133209095,273129.47562307323,273129.47562307323,Sellers
PYF,Southeast Polynesia,574853.538746226,251947.98258634176,727131.3143373484,987196.8768907895,976187.0773379168,1215161.6693499172,1.8792032617662116,NA,1.6040241090352274,0.3983849786623158,661408.655583945,62830.439167630044,1385647.7503355201,62830.439167630044,Buyers
SJM,Arctic,71878.04743477784,35321.336418524384,89747.19690946015,115347.12480124486,226700.8545018253,143572.76533710858,8.353685795966832,NA,1.827090744108455,0.8530108185968976,79421.94891120624,111957.56917209466,270801.4669945071,111957.56917209466,Buyers
GRL,Arctic,52445.451388766625,31343.77325154096,63452.16906179185,388796.51341684564,7887174.014240388,474110.0492769377,60.606216189010254,NA,1.827090744108455,0.8530108185968976,614543.912202552,7241286.328786295,8470374.153191399,7241286.328786295,Buyers
TKL,Central Polynesia,196095.4781645325,9946.542071163654,249465.59882397373,88113.509418041,161.11148843334783,111929.30221104455,0.00382768951361438,NA,2.2808853791983026,0.9272550047732391,246294.49373092057,-256079.92431365087,236509.06314819027,236509.06314819027,Sellers
