iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,162339.598998988,6974.168640943285,202784.13431697947,162339.598998988,6974.168640943285,202784.13431697947,0.15141004551715492,NA,0.15141004551715492,0.19704826411044496,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,27162.34532319901,19.711577519774437,32579.923271674652,51236.38067689635,416.9906664982717,60489.98513900953,0.06178893550097482,NA,0.001460787894036249,0.4838384105468071,35.16705940528174,362.1120295732155,432.446148383779,362.1120295732155,Buyers
HMD,Subantarctic Islands,36168.25037842737,13.751550859771669,43192.20892431931,9110.319052527964,0.24724117754743186,11097.117326138723,1.2717310414605757e-4,NA,0.001460787894036249,0.4838384105468071,39.52589851853804,-53.03020820076228,26.021588836313807,26.021588836313807,Sellers
CAN,Arctic,1375032.9667377505,182001.3244008012,1748103.6699058672,731622.2948521089,2581.928264114758,937735.2832081812,0.018801282573640467,NA,0.8903327247254409,0.886788889958874,572849.5766173699,-752268.9727540563,393430.18048068346,393430.18048068346,Sellers
ARG,Magellanic,24324.074992958092,3546.1012551411986,28992.436613718382,146600.30439593692,77438366.73784696,174187.05388452808,923.3422339115436,NA,6.921658373538206,0.9477471703728853,846354.287131807,76588466.34946002,78281174.92372362,76588466.34946002,Buyers
IRL,Northern European Seas,115932.88414042877,3317670.7887474447,135547.00807845156,79098.83850357257,306581.99181987863,92416.45738987305,16.236989857293135,NA,240.44138490059728,0.8812756426353252,8856428.944417508,-11867517.741345074,5845340.147489943,5845340.147489943,Sellers
RUS,Arctic,619713.9180033788,224482.60427319966,778620.5860811912,675672.601153883,277175.8850703675,850256.2970647353,0.9922316923197237,NA,0.8903327247254409,0.886788889958874,49821.84684143607,2871.433955731758,102515.12763860391,2871.433955731758,Buyers
PCN,Southeast Polynesia,242167.2274535643,11470.08651021123,316458.1324614126,98086.9801041929,1190.4551679880367,128431.63602726664,0.03341592271827054,NA,0.12542379634794024,0.9499919222404376,18071.091601308413,-28350.722943531604,7791.460259085221,7791.460259085221,Sellers
PYF,Southeast Polynesia,380000.88132041815,878.0574477314949,495097.62879584933,761551.8764586091,565225.1349724598,947009.0498927702,1.7518243923564967,NA,0.12542379634794024,0.9499919222404376,47855.5743105664,516491.50321416184,612202.6518352947,516491.50321416184,Buyers
SJM,Arctic,55409.901785536436,13160.778923407197,69125.25467749104,73814.99260922165,39032.30733281717,92157.31596038671,2.0510424382720545,NA,0.8903327247254409,0.886788889958874,16386.654661870863,9484.873747539106,42258.18307128083,9484.873747539106,Buyers
