iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,218091.64602857464,18307.105985958253,271411.478207945,218091.64602857464,18307.105985958253,271411.478207945,0.24169855312655097,NA,0.24169855312655097,0.3203576017361184,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,30744.018365049167,30.496441945433617,36743.48926855398,89513.83128425622,6316.912990421394,104510.9439142877,0.2795118880940554,NA,0.004273592485864447,0.1863789960948522,251.15823088718255,6035.258317588778,6537.5747793631435,6035.258317588778,Buyers
HMD,Subantarctic Islands,53460.53275455863,55.9118229896897,63330.340018903065,24764.1705157063,3.9138473241495664,29742.26586077253,5.812514819829442e-4,NA,0.004273592485864447,0.1863789960948522,122.6365580356036,-174.63453370114374,70.63858237006346,70.63858237006346,Sellers
CAN,Arctic,1728777.4681283475,682523.0754383989,2180812.1472057668,979866.8639529721,14797.904316317703,1253903.7812377624,0.0919803640491089,NA,2.0063906999273278,0.28727200490047433,1502607.2712944294,-2170332.4424165105,834882.1001723483,834882.1001723483,Sellers
ARG,Magellanic,29372.417184869082,789591.8200051412,34891.01617961451,196016.18934701732,125278770.16150908,232913.57189152698,1009.9222182390007,NA,195.2703104386931,0.9725166856675209,32540581.122777525,91948597.21872643,157029759.46428147,91948597.21872643,Buyers
IRL,Northern European Seas,142478.83044477244,13016326.163747445,167034.63865247092,105465.11800476343,1476030.7753443485,123311.97685908659,114.0535806418371,NA,482.2469323149374,0.12421148498793533,17849749.277781583,-29390044.66618468,6309453.889378487,6309453.889378487,Sellers
RUS,Arctic,993022.5658844728,726703.3758745956,1258544.4890237495,939580.3211470037,628102.1756170288,1190038.8060503178,1.7245006334487099,NA,2.0063906999273278,0.28727200490047433,107226.02282449823,-205827.223082065,8624.822566931485,8624.822566931485,Sellers
PCN,Southeast Polynesia,312518.20200648706,26490.058952838182,409429.93810549856,130782.64013892387,2436.372015279304,171017.43209232183,0.04205839985935025,NA,1.6473528025119348,0.7785414447118026,299382.5871586113,-323436.27409617015,275328.9002210524,275328.9002210524,Sellers
PYF,Southeast Polynesia,619014.8432852426,323591.5229757481,778054.6986196459,1015402.5019448119,1029438.6761671266,1249504.2883788554,1.898479502302448,NA,1.6473528025119348,0.7785414447118026,652990.3203739858,52856.83281739277,1358837.4735653643,52856.83281739277,Buyers
SJM,Arctic,73532.68590141699,38453.28429450095,91807.25691297898,120538.6413252478,273651.2279339405,149957.99604511654,9.446620835468236,NA,2.0063906999273278,0.28727200490047433,94312.31180357265,140885.6318358669,329510.25544301217,140885.6318358669,Buyers
GRL,Arctic,55492.78897102901,37222.29601765424,67287.5095363968,401749.4507640273,8785424.45040879,489537.4990473344,75.9234443381979,NA,2.0063906999273278,0.28727200490047433,694726.1460093539,8053476.008381782,9442928.30040049,8053476.008381782,Buyers
TKL,Central Polynesia,196095.4781645325,9946.542071163654,249465.59882397373,90631.03825855645,170.92803552392843,115134.13047187384,0.003917200688885438,NA,2.3832684196378096,0.7659145961531778,251350.06902270232,-261125.68305834205,241574.45498706258,241574.45498706258,Sellers
ISL,Northern European Seas,215763.7527765954,14365201.56792587,258424.83870115888,116449.30324300674,171119.35506493118,140811.49071038936,10.83167741893777,NA,482.2469323149374,0.12421148498793533,47894088.62211979,-62088170.83498073,33700006.40925885,33700006.40925885,Sellers
ZAF,Agulhas,222378.2505327353,1061.8194437703762,243751.80486958314,222378.2505327353,1061.8194437703762,243751.80486958314,0.01731681008235825,NA,0.01731681008235825,0.726886092839284,0,0,0,0,Doesn't participate
ZAF,Subantarctic Islands,116807.82877974278,232.71930265426636,144467.45648660365,82925.34774295476,108.45829369528124,104064.4884331518,0.001972078724928083,NA,0.004273592485864447,0.1863789960948522,144.7999163612619,-269.060925320247,20.538907402276777,20.538907402276777,Sellers
NIU,Tropical Southwestern Pacific,230928.27494796715,2270.086583137512,281151.44559917203,93929.92069537814,221.22292263157766,114571.68098882136,0.003742612437944458,NA,0.4429548309936603,0.13703400690215783,60684.08285436516,-62732.946514871095,58635.21919385922,58635.21919385922,Sellers
ZAF,Benguela,70207.81736590413,327.842260261703,77961.17560761014,72003.37870491664,355.1138515322574,79927.27096151444,0.018997422941297724,NA,0.013581546215688559,0.47227184195322514,24.386499308902,2.885091961652382,51.65809057945637,2.885091961652382,Buyers
WLF,Central Polynesia,96014.61814765213,30709.511554002762,122788.8408140646,48649.304344304495,2562.840465878612,61952.97432218129,0.12711570079820825,NA,2.3832684196378096,0.7659145961531778,112884.25657375324,-141030.9276618774,84737.5854856291,84737.5854856291,Sellers
