iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,509241.22496086074,650912.4937074146,626105.7648853434,509241.22496086074,650912.4937074146,626105.7648853434,13.046537141028155,NA,13.046537141028155,0.6151016490066712,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,273892.67997451493,461883.51587973535,324561.28902867273,289407.1844560244,692274.2624692633,342827.35736996,17.475157723797842,NA,10.913218408649268,0.18613709094413633,169313.17590868042,61077.57068084751,399703.92249820835,61077.57068084751,Buyers
HMD,Subantarctic Islands,87951.34430338455,38604.75832564429,103848.08412925327,106512.06149008202,781136.1402859387,126170.45354133558,91.87817688175268,NA,10.913218408649268,0.18613709094413633,202557.16047959967,539974.2214806948,945088.542439894,539974.2214806948,Buyers
CAN,Arctic,2708621.7108460907,100110158.2874135,3353908.9076729105,2276255.16925748,3816701.4311568,2850503.6424668403,22.24474053407002,NA,1219.4848125929589,0.10083110382724314,527264430.94065243,-623557887.7969091,430970974.08439577,430970974.08439577,Sellers
ARG,Magellanic,460803.1304018315,456496814.71313035,550059.0585054436,454076.9218693258,446566046.3259299,542058.6529722213,1474.790684208435,NA,1478.3833800456462,0.6226758487686375,9943914.905177683,-19874683.292378157,13146.517977237701,13146.517977237701,Sellers
IRL,Northern European Seas,270396.8533301832,245091269.41374743,316799.7324305072,243155.6887332046,167435788.3267288,285508.8137571412,2585.938677479794,NA,3282.2482820992896,0.5801506735362978,89412265.700817,-167067746.78783566,11756784.61379835,11756784.61379835,Sellers
RUS,Arctic,2477591.315146481,218826448.4691961,3156107.03954414,2317765.0811110777,74499173.5943332,2962472.6902792314,557.3043216427064,NA,1219.4848125929589,0.10083110382724314,194905665.06010237,-339232939.93496525,50578390.185239464,50578390.185239464,Sellers
PCN,Southeast Polynesia,323349.6872429928,52169.97594502568,423559.41883457475,301526.6425425189,22291.585707395272,394352.5509190133,0.2889209389387571,NA,4.415966272991464,0.8534770046556661,96369.82937127784,-126248.21960890826,66491.43913364742,66491.43913364742,Sellers
PYF,Southeast Polynesia,2400774.8607474696,4407843.154035866,2914490.802420243,2341066.879483872,4185274.7757226536,2841925.8674870743,3.3097205058224746,NA,4.415966272991464,0.8534770046556661,263668.4314884528,-486236.8098016655,41100.05317524029,41100.05317524029,Sellers
SJM,Arctic,395399.549953195,95083500.0910572,480905.78896187124,364539.91795338446,63215963.92735383,443967.5798103844,858.6474609236678,NA,1219.4848125929589,0.10083110382724314,37632852.5459766,-69500388.70967996,5765316.382273234,5765316.382273234,Sellers
GRL,Arctic,776090.297439005,219305381.4968955,922738.6525408198,1010537.5060815646,652271255.4776664,1201088.9205191887,2604.2829744093433,NA,1219.4848125929589,0.10083110382724314,285904810.2944141,147061063.68635678,718870684.275185,147061063.68635678,Buyers
TKL,Central Polynesia,234479.71479354543,160396.1519344449,298134.18480893166,208954.89376278294,50378.10794550161,265860.863151542,3.512643502768306,NA,5.843688615408993,0.02458852446765558,149159.10606781876,-259177.15005676207,39141.06207887547,39141.06207887547,Sellers
ISL,Northern European Seas,318092.59730352723,181013712.38042587,383440.9603925396,268480.3380324878,68335468.73837762,321806.24790554756,1689.8870368007697,NA,3282.2482820992896,0.5801506735362978,162839752.76343378,-275517996.40548205,50161509.12138553,50161509.12138553,Sellers
ZAF,Agulhas,512705.41095047304,707354.0827500229,561835.1171750494,512705.41095047304,707354.0827500229,561835.1171750494,26.13376109791272,NA,26.13376109791272,0.38572105173404747,0,0,0,0,Doesn't participate
ZAF,Subantarctic Islands,222913.44857836416,63866.96112918854,267950.03693180066,191188.99618514572,2412.5397388994115,231381.50926050413,0.10551063077599344,NA,10.913218408649268,0.18613709094413633,346215.8778619888,-407670.29925227794,284761.45647169964,284761.45647169964,Sellers
