iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,552603.9282060949,1475387.4118410256,679523.6830319935,552603.9282060949,1475387.4118410256,679523.6830319935,33.065835638711825,NA,33.065835638711825,0.9617143965557783,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,314202.10826603114,1317316.6389266104,371403.101499685,319178.53492841544,1535072.5134676707,377289.448088339,46.17103628120348,NA,37.36828796441898,0.7149649608062896,185960.54455378896,31795.32998727134,403716.41909484915,31795.32998727134,Buyers
HMD,Subantarctic Islands,98339.25139490153,286374.3447272598,116275.58544332419,118687.27929477626,2340081.800620711,140487.73223220612,160.30081834607023,NA,37.36828796441898,0.7149649608062896,760370.9660705508,1293336.4898229004,2814078.421964002,1293336.4898229004,Buyers
CAN,Arctic,2735490.4202892953,140523982.8499135,3385142.4497558703,2469334.2785581523,14370705.714232938,3076145.4091719883,99.24172249902554,NA,1907.2278128540136,0.4601586318057792,507620396.0715507,-633773673.2072313,381467118.9358702,381467118.9358702,Sellers
ARG,Magellanic,519150.8648159131,549997551.7262552,620807.5466873217,492511.49905349954,504947244.63673854,587860.4135384451,1614.6499607266846,NA,1857.667259615194,0.9393792177719956,49487077.59374958,-94537384.68326622,4436770.504232943,4436770.504232943,Sellers
IRL,Northern European Seas,288004.4720157092,309168249.41374743,336928.99496812525,263662.7950119086,223981779.201341,308965.61613978253,3025.289930007109,NA,3946.9521796662125,0.4375681086412345,96075435.10688184,-181261905.31928825,10888964.89447543,10888964.89447543,Sellers
RUS,Arctic,2628064.590011925,449973800.2191961,3338337.864707187,2523026.641105727,278469564.46231616,3211218.073049035,1392.0292796372842,NA,1907.2278128540136,0.4601586318057792,200331297.55903992,-371835533.3159199,28827061.802159995,28827061.802159995,Sellers
PCN,Southeast Polynesia,341764.13782038435,151371.11559346318,448074.345601606,326956.60034730966,68733.11238619244,428358.8823529942,4.689220928241035,NA,7.434946686935243,0.9977005105349309,110093.25167710609,-192731.25488437683,27455.24846983535,27455.24846983535,Sellers
PYF,Southeast Polynesia,2467438.9022337627,4792901.943925187,2997529.4470710615,2538506.2548620305,5988327.705526937,3086087.5726494654,30.09049717907389,NA,7.434946686935243,0.9977005105349309,528381.9779727986,667043.7836289512,1723807.7395745488,667043.7836289512,Buyers
SJM,Arctic,428036.28351331386,146216996.87230718,519528.4627215964,400880.5336214048,102038943.04726645,487458.79558832006,1307.103040227478,NA,1907.2278128540136,0.4601586318057792,51792201.472756356,-95970255.29779708,7614147.647715628,7614147.647715628,Sellers
