iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,564993.2719904475,2057294.5623995198,694528.7571597518,564993.2719904475,2057294.5623995198,694528.7571597518,54.09582299370946,NA,54.09582299370946,0.6590045404072005,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,327605.32493155653,1992628.2687348335,387127.673643953,327684.63506338425,1997367.732818285,387220.07612506836,59.75862067342074,NA,59.75862067342074,0.6779126963660174,4739.464083451628,-8.276401786133647e-11,9478.92816690309,-8.276401786133647e-11,Doesn't participate
HMD,Subantarctic Islands,101985.65943528077,426720.18250865396,120715.54664211946,122165.9129532604,2938285.6382456003,144524.49959391632,176.2628793323521,NA,59.75862067342074,0.6779126963660174,1205944.1150744087,1305621.3406625376,3717509.570811355,1305621.3406625376,Buyers
CAN,Arctic,2736005.46244559,141530422.6624135,3385744.7356546535,2524499.738358344,21434690.241903044,3140610.535545047,155.69021864371825,NA,2167.012086688365,0.19401914371936846,458335460.500837,-578431192.9213475,338239728.08032656,338239728.08032656,Sellers
ARG,Magellanic,527046.1247388783,565475300.9762552,631635.0092202469,503492.80682040623,522953640.60843694,601161.9956567172,1671.215715198616,NA,2107.984634527436,0.05399706398881854,49650032.26427893,-92171692.63209717,7128371.896460712,7128371.896460712,Sellers
IRL,Northern European Seas,291432.9367060498,322941125.41374743,340851.2409877232,269521.96823439543,242259373.92908505,315755.99556671386,3236.877046250867,NA,4302.7565264373725,0.9583193589270926,94277562.59197421,-174959314.0766366,13595811.107311815,13595811.107311815,Sellers
RUS,Arctic,2661787.9877904546,518386376.7191961,3379559.101576763,2581672.8011041987,368098140.06163734,3282084.3125536786,1637.5529555584885,NA,2167.012086688365,0.19401914371936846,173610577.87641147,-323898814.53397024,23322341.2188527,23322341.2188527,Sellers
PCN,Southeast Polynesia,349966.4618422879,256557.80797627568,458975.4236518431,334222.3025772499,104663.92475383014,438023.16402170644,5.565932043372843,NA,27.66780864623448,0.35914366134973996,435606.385840912,-587500.2690633575,283712.50261846645,283712.50261846645,Sellers
PYF,Southeast Polynesia,2527562.5764053925,5673306.725585684,3072640.233085471,2594917.5049700756,7844311.58591788,3155299.5121229924,35.76178939511841,NA,27.66780864623448,0.35914366134973996,1863563.274908444,307441.58542375173,4034568.1352406396,307441.58542375173,Buyers
SJM,Arctic,432489.788182665,155525869.74730718,524690.1008962293,411263.5666694106,117222072.26882862,499754.70778660005,1580.6936368052532,NA,2167.012086688365,0.19401914371936846,45997478.57394686,-84301276.05242543,7693681.095468298,7693681.095468298,Sellers
GRL,Arctic,950733.4826122852,508892632.33736897,1129451.289794447,1127113.9422061995,1024689202.2059549,1339642.0880972622,3821.7455961176042,NA,2167.012086688365,0.19401914371936846,382218587.79566115,133577982.0729248,898015157.664247,133577982.0729248,Buyers
TKL,Central Polynesia,244596.36552738844,282331.6558406949,310296.07773529174,231612.65332742207,144484.81660533787,294468.583950977,4.9408481198706555,NA,22.0273351923825,0.4508686213807527,285996.5806700851,-423843.41990544216,148149.74143472806,148149.74143472806,Sellers
ISL,Northern European Seas,321381.99313335755,192703969.38042587,387535.00609549566,297592.6638432395,126662600.92850497,357755.1105662725,2273.009283109571,NA,4302.7565264373725,0.9583193589270926,102359691.86262326,-168401060.31454414,36318323.41070236,36318323.41070236,Sellers
ZAF,Agulhas,568299.973583657,3628890.8148956993,625734.6667325075,568299.973583657,3628890.8148956993,625734.6667325075,102.12384364423086,NA,102.12384364423086,0.17408692226961275,0,0,0,0,Doesn't participate
ZAF,Subantarctic Islands,230348.18817487438,195666.24823856354,276534.185808683,211920.33312088443,7823.605123593554,255257.75311415351,1.1287684610701807,NA,59.75862067342074,0.6779126963660174,1101223.1999961643,-1289065.8431111344,913380.5568811944,913380.5568811944,Sellers
NIU,Tropical Southwestern Pacific,260916.44637605041,322444.6013536453,319135.0553046284,240043.1306659664,24688.563997244994,292661.0361147152,3.619856165486316,NA,53.02686975617921,0.5148629983744424,1106846.5935382345,-1404602.6308946349,809090.5561818342,809090.5561818342,Sellers
ZAF,Benguela,184558.94586294095,1973373.1440668106,212554.7467524728,184008.63446812032,1855562.27335836,211791.38008376112,214.08037670535654,NA,214.412145306288,0.2564487550615565,117993.44674998696,-235804.31745843764,182.57604153640568,182.57604153640568,Sellers
WLF,Central Polynesia,123950.57955793514,165691.52913212776,158881.3283110515,124325.99999100038,174053.10957120222,159391.5302024812,22.272576830204486,NA,22.0273351923825,0.4508686213807527,8269.511717197502,92.06872187695808,16631.092156271974,92.06872187695808,Buyers
NAM,Benguela,394170.40819426556,7640027.974029991,491030.48248092213,391239.18076903804,7079962.913112457,487172.7328381727,175.32395439693107,NA,214.412145306288,0.2564487550615565,628490.7606236603,-1188555.8215411943,68425.699706126,68425.699706126,Sellers
GEO,Black Sea,14593.161826777525,4853392.119021893,22722.147911083663,13425.708880635324,1914388.848576748,20855.32949852716,2517.4490159598786,NA,3340.3565991250707,0.6720742575938652,3899709.152814106,-6838712.423259251,960705.8823689616,960705.8823689616,Sellers
BMU,Tropical Northwestern Atlantic,332392.16704111773,1248528.281929016,372227.1909775926,305800.79367782833,7047.931835922522,341557.10000127315,0.07014123853046494,NA,873.0460479011301,0.9707122510323176,23215493.423083194,-24456973.773176286,21974013.0729901,21974013.0729901,Sellers
MNP,Tropical Northwestern Pacific,607898.9518794429,1897956.0702052116,706629.6065101578,561557.5833657007,1144823.3543538002,652054.7095878997,7.128058936896174,NA,34.5276044172085,0.014081445705957263,1600056.440194573,-2353189.1560459845,846923.7243431616,846923.7243431616,Sellers
TWN,South China Sea,201538.711553189,120209664.6732254,224946.2686370929,185199.0081593346,46180031.814078204,206689.14438107735,1820.2652195763665,NA,18035.321493447987,0.4881931554228577,294691803.8157474,-368721436.6748946,220662170.9566002,220662170.9566002,Sellers
SHN,St. Helena and Ascension Islands,716388.7314994672,305588.5538392555,782326.0895939386,716388.7314994672,305588.5538392555,782326.0895939386,8.33843583546447,NA,8.33843583546447,0.8522596585747702,0,0,0,0,Doesn't participate
CHL,Easter Island,346017.0001103659,116265.54069821851,462897.71260488837,346017.0001103659,116265.54069821851,462897.71260488837,22.962466457673194,NA,22.962466457673194,0.5251383683986124,0,0,0,0,Doesn't participate
BHS,Tropical Northwestern Atlantic,456694.07993358263,116737620.0528202,556813.872206499,446629.5097008933,108211618.77310103,543873.2102844471,830.3564507061395,NA,873.0460479011301,0.9707122510323176,8786833.26547277,-17312834.545191944,260831.98575359583,260831.98575359583,Sellers
