iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,534019.912529566,1034808.0797718043,656551.0434020435,534019.912529566,1034808.0797718043,656551.0434020435,18.532055789625048,NA,18.532055789625048,0.29564286858466426,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,298225.7293982154,857645.6895778027,352985.52159717906,306419.3847259621,1060750.3401522946,362584.2896235725,30.707519135524976,NA,19.76424415816029,0.8969237778664919,161941.4044453967,41163.246129095234,365046.0550198887,41163.246129095234,Buyers
HMD,Subantarctic Islands,92409.89126465595,98393.29578990396,109177.61347544221,113469.3288070502,1586561.435602453,134416.8171388003,135.40898653278245,NA,19.76424415816029,0.8969237778664919,416223.86542140716,1071944.274391142,1904392.0052339563,1071944.274391142,Buyers
CAN,Arctic,2724414.0476559913,121844346.0999135,3372197.078729622,2386586.0888578645,7944875.362231799,2980102.735071519,56.45866558910209,NA,1594.6763749784268,0.5334850081198761,538726264.7025582,-652625735.4402399,424826793.9648765,424826793.9648765,Sellers
ARG,Magellanic,494316.0730513694,507862335.81256807,589992.4740618338,476039.5374031393,479379391.3098747,568304.5405373102,1524.5431386692399,NA,1622.1715052644956,0.1052544933967976,29647675.34350966,-58130619.846203014,1164730.840816319,1164730.840816319,Sellers
IRL,Northern European Seas,280229.64540188335,279736839.41374743,328117.0991160298,254874.03517817828,198645618.7373691,298960.34148462705,2723.809855584628,NA,3637.922625303047,0.14830760948434252,92241748.11118191,-173332968.78756025,11150527.434803575,11150527.434803575,Sellers
RUS,Arctic,2569198.844809685,347918544.2191961,3266954.0883467193,2435057.40110802,170573646.8324279,3104394.161312426,1060.6941002394603,NA,1594.6763749784268,0.5334850081198761,213912191.17654374,-391257088.56331193,36567293.78977555,36567293.78977555,Sellers
PCN,Southeast Polynesia,333580.168122384,101089.84801533818,437160.71686676284,316058.0470023994,33404.40148517086,414042.83288574364,1.9666161863185312,NA,5.130943939654554,0.8945761987547871,89905.02117047805,-157590.4677006454,22219.574640310733,22219.574640310733,Sellers
PYF,Southeast Polynesia,2423641.5739255087,4520055.584699929,2942993.913611257,2453889.379699962,4695961.957945491,2980209.0291450135,6.815713335746881,NA,5.130943939654554,0.8945761987547871,155199.79572628054,20706.577519281884,331106.1689718431,20706.577519281884,Buyers
SJM,Arctic,412470.62055895774,119137690.6223072,501197.8108457915,385305.98404939607,83491976.79357381,468849.7756285453,1082.702157866205,NA,1594.6763749784268,0.5334850081198761,43318804.07667444,-78964517.90540782,7673090.247941062,7673090.247941062,Sellers
GRL,Arctic,849961.123302564,321508435.8077119,1009927.8262059015,1062349.2554702912,799449973.2311821,1263551.2956779287,3137.962817211562,NA,1594.6763749784268,0.5334850081198761,338690336.6936703,139251200.72979993,816631874.1171405,139251200.72979993,Buyers
TKL,Central Polynesia,234479.71479354543,160396.1519344449,298134.18480893166,219025.00912484477,87871.47152706103,278773.84596400586,4.092488466162979,NA,7.903636735609718,0.7289702549382994,122148.37946117825,-194673.05986856212,49623.69905379438,49623.69905379438,Sellers
ISL,Northern European Seas,320231.7527252213,188234179.88042587,386146.2239676301,281419.149503933,91844508.04141702,337714.0894307963,1921.007399748175,NA,3637.922625303047,0.14830760948434252,141197247.40563464,-237586919.2446435,44807575.56662579,44807575.56662579,Sellers
ZAF,Agulhas,537414.1054541103,1558670.591192398,589773.1292643058,537414.1054541103,1558670.591192398,589773.1292643058,52.98997953350177,NA,52.98997953350177,0.1473737680502566,0,0,0,0,Doesn't participate
ZAF,Subantarctic Islands,226679.4901140786,118041.13886356354,272290.24843500066,200402.9237121407,3635.270700472283,241887.01848552766,0.17140733426439225,NA,19.76424415816029,0.8969237778664919,519336.4740060119,-633742.3421691032,404930.60584292066,404930.60584292066,Sellers
NIU,Tropical Southwestern Pacific,256267.98277972863,157932.32010364532,313377.53167995234,226997.30834716384,1412.750899279233,276227.01023643947,0.029710035934212568,NA,16.344345269033937,0.660691994980402,478410.00918332295,-634929.5783876891,321890.4399789569,321890.4399789569,Sellers
ZAF,Benguela,179013.32314112165,891135.9565668106,204754.4761634775,174008.16520354856,534781.0930049765,198396.48831302224,60.015741950025216,NA,92.44375970286322,0.09616115562313743,462695.6176558856,-819050.4812177196,106340.75409405149,106340.75409405149,Sellers
WLF,Central Polynesia,119413.50299684721,113456.24397587776,152914.95120281127,117569.15216540253,105501.37142660383,150482.42070730613,4.313101614752374,NA,7.903636735609718,0.7289702549382994,14577.078984758506,-22531.951534032436,6622.206435484579,6622.206435484579,Sellers
NAM,Benguela,365441.13280695764,3874207.442862888,451046.22187142604,369976.18181419896,4318875.40387901,457243.797204916,103.14481854771684,NA,92.44375970286322,0.09616115562313743,419236.98066612525,25430.980349997,863904.9416822474,25430.980349997,Buyers
GEO,Black Sea,14593.161826777525,4853392.119021893,22722.147911083663,12696.050789296447,1151645.879124599,19655.91887251584,178.51167674793237,NA,3198.059132681893,0.18428369185519133,6067073.279127982,-9768819.519025275,2365327.039230689,2365327.039230689,Sellers
BMU,Tropical Northwestern Atlantic,332392.16704111773,1248528.281929016,372227.1909775926,289181.18532577244,6235.152023685906,322804.2057195465,0.0434512374275475,NA,656.4471927615626,0.8461602589633586,28365727.643509626,-29608020.77341496,27123434.513604295,27123434.513604295,Sellers
MNP,Tropical Northwestern Pacific,577660.5957107006,1292630.5018458366,671343.164237147,531038.1494871299,973355.6838496646,615837.8359809397,4.344094153231418,NA,11.87964889422226,0.07011564468196063,553858.2917257788,-873133.1097219508,234583.47372960683,234583.47372960683,Sellers
TWN,South China Sea,199119.4386118294,79271076.6732254,222138.94767919258,174986.69353817558,29856529.611390106,195326.11680059656,1291.2252313645636,NA,9835.929316532825,0.027862700042792343,237367974.75836468,-286782521.82019997,187953427.6965294,187953427.6965294,Sellers
SHN,St. Helena and Ascension Islands,677454.5613092787,60334.06183484802,740914.2623627644,677454.5613092787,60334.06183484802,740914.2623627644,2.334485776643976,NA,2.334485776643976,0.29707143515800916,0,0,0,0,Doesn't participate
CHL,Easter Island,321327.75393555313,13378.040814053049,429731.51073451387,321327.75393555313,13378.040814053049,429731.51073451387,0.33203555636285653,NA,0.33203555636285653,0.4004783603401869,0,0,0,0,Doesn't participate
BHS,Tropical Northwestern Atlantic,357861.4769907602,45528490.94721118,429865.64590288815,422356.1667823664,89859718.52689093,511162.7262066276,724.2270705056737,NA,656.4471927615626,0.8461602589633586,42337358.06172771,1993869.5179520398,86668585.64140746,1993869.5179520398,Buyers
JAM,Tropical Northwestern Atlantic,205773.6206516216,3035135.3637838364,233121.11978392804,191328.61674569512,521447.81929526594,216309.79969506737,68.69002424615766,NA,656.4471927615626,0.8461602589633586,9482382.263475247,-11996069.807963818,6968694.718986676,6968694.718986676,Sellers
AIA,Tropical Northwestern Atlantic,75431.15965436905,2436495.315237999,89659.22821137878,68023.24325518128,214034.75756617077,81617.14153924072,108.84852972898234,NA,656.4471927615626,0.8461602589633586,4862905.924459157,-7085366.482130985,2640445.3667873284,2640445.3667873284,Sellers
CRI,Tropical East Pacific,416385.30202576646,1024015.2847060215,480917.8802684152,402639.71825646557,604366.0857189653,465464.73940256174,26.196068703498113,NA,37.33669121694548,0.3095779407323659,513214.61679104506,-932863.8157781013,93565.41780398879,93565.41780398879,Sellers
TCA,Tropical Northwestern Atlantic,63290.50922234374,1305161.7235422134,82231.60497036726,60702.729275182355,567151.122558807,78642.58211623927,250.0066539354427,NA,656.4471927615626,0.8461602589633586,1698740.8817987551,-2436751.482782162,960730.2808153487,960730.2808153487,Sellers
CYM,Tropical Northwestern Atlantic,93386.3166914745,64419.63817882538,113439.45092669428,81246.0955215828,2827.492753802345,98099.74702485181,0.1474739938822489,NA,656.4471927615626,0.8461602589633586,7969414.106479896,-8031006.251904919,7907821.961054874,7907821.961054874,Sellers
ISL,Arctic,171732.87864717876,49466083.38069391,201496.58778755597,161935.1113046264,36186066.39536058,189871.17690176977,1051.094766290079,NA,1594.6763749784268,0.5334850081198761,15624268.108703425,-28904285.094036758,2344251.123370096,2344251.123370096,Sellers
ATG,Tropical Northwestern Atlantic,91125.71225513147,5854408.242469788,104940.23801008055,81630.27572846616,528178.8021646119,94842.28258122483,197.49765606679037,NA,656.4471927615626,0.8461602589633586,6233252.651975041,-11559482.092280217,907023.2116698655,907023.2116698655,Sellers
DOM,Tropical Northwestern Atlantic,224048.78536520436,2702340.721455574,262187.83078033605,212117.04666634314,414553.6253293266,247869.77329486006,16.92807656752117,NA,656.4471927615626,0.8461602589633586,7832556.373631943,-10120343.46975819,5544769.277505696,5544769.277505696,Sellers
COG,Gulf of Guinea,23859.430967256678,2015784.9763946533,27563.970656624435,24534.112654592467,2897108.008948874,28440.535604550067,1306.279759918231,NA,1093.750216627911,0.7679186093330006,737933.241678404,143389.79087581683,1619256.274232625,143389.79087581683,Buyers
GAB,Gulf of Guinea,169032.5352983064,17072971.195095062,187346.57236272618,156344.9092062265,8787557.098641885,173031.0245741955,558.9595293321394,NA,1093.750216627911,0.7679186093330006,13877093.786706338,-22162507.883159515,5591679.690253161,5591679.690253161,Sellers
HTI,Tropical Northwestern Atlantic,83965.87357005141,5584451.266735077,99576.52097812049,73050.31000594473,1162618.7164927723,85559.09084742363,295.3429866866693,NA,656.4471927615626,0.8461602589633586,7165491.059068225,-11587323.60931053,2743658.5088259205,2743658.5088259205,Sellers
AUS,Tropical Southwestern Pacific,459243.50153057335,678574.7729225159,506172.9277461547,442965.61767124594,480753.365550216,488304.29955851746,7.299390518223712,NA,16.344345269033937,0.660691994980402,266051.3540460819,-463872.76141838176,68229.94667378202,68229.94667378202,Sellers
USA,Cold Temperate Northeast Pacific,1425457.7730958338,382188675.86412984,1671413.0227696327,1449298.136351937,441780491.24905825,1699015.1888134456,2592.912383446365,NA,2423.116253953089,0.7862912017033962,57767971.70600948,1823843.678918928,117359787.09093785,1823843.678918928,Buyers
HND,Tropical Northwestern Atlantic,139623.69798453024,10371699.24643135,164674.3867328451,144701.10068419532,13897346.117798574,170395.47700774745,734.3465613512751,NA,656.4471927615626,0.8461602589633586,3333046.748715121,192600.12265210273,6858693.620082345,192600.12265210273,Buyers
