iso3,province,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Subantarctic New Zealand,335790.41197992436,61113.73597576167,413334.24287497706,335790.41197992436,61113.73597576167,413334.24287497706,0.5233899138859619,NA,0.5233899138859619,0.8096050081234705,0,0,0,0,Doesn't participate
ATF,Subantarctic Islands,82407.96513647524,4735.210667338433,96326.24326450993,170321.78256646037,88413.57004836097,199597.14793750475,1.9020381813934706,NA,0.2067445978644763,0.46809537135052703,18175.706831293264,65502.652549729275,101854.0662123158,65502.652549729275,Buyers
HMD,Subantarctic Islands,73606.35826156131,709.8442518180236,86696.69721717217,57811.190271305015,75.74612591249704,68384.62365087257,0.005061956675253534,NA,0.2067445978644763,0.46809537135052703,3265.5656543473865,-3899.663780252913,2631.46752844186,2631.46752844186,Sellers
CAN,Arctic,2257503.9106399375,3452224.423155684,2828655.67348653,1503938.7320547951,318816.68163556675,1905317.459381135,1.2244909617965838,NA,16.347801634403577,0.6239459116982515,12319134.058103815,-15452541.799623933,9185726.316583697,9185726.316583697,Sellers
ARG,Magellanic,193065.98873189586,122303579.78274317,229403.08741905863,300338.6131326314,241672121.48414662,357479.64531608537,1203.330163089714,NA,1007.3987760558473,0.0962242078754566,108066310.5255996,11302231.175803855,227434852.22700304,11302231.175803855,Buyers
IRL,Northern European Seas,195392.93058332472,67153487.12158607,229803.3435527096,161127.2636183886,25373162.880119886,188956.9423867368,829.4377246198292,NA,1579.3251080820755,0.2697680250511332,54116628.18290216,-95896952.42436834,12336303.941435974,12336303.941435974,Sellers
RUS,Arctic,1830372.709495429,8027111.7730243,2335337.351858637,1496718.8411324804,3758594.0701373843,1909590.8499852975,9.822717278891004,NA,16.347801634403577,0.6239459116982515,5454507.254548886,-9723024.957435802,1185989.55166197,1185989.55166197,Sellers
PCN,Southeast Polynesia,319078.66616425826,39545.76110127568,417978.23203813477,199806.81132335594,7069.933535963815,261073.00179050912,0.08791690447077587,NA,2.1659841932083057,0.26729786845665315,258340.95228002997,-290816.77984534187,225865.1247147181,225865.1247147181,Sellers
PYF,Southeast Polynesia,1439677.1747538638,1890035.277457316,1755999.28706192,1551309.3779712406,2135108.2615213348,1889054.200973526,2.223450940620336,NA,2.1659841932083057,0.26729786845665315,241793.58762185535,3279.3964421634737,486866.57168587414,3279.3964421634737,Buyers
SJM,Arctic,134980.0627867884,454488.3102954775,167798.79954366383,219177.45528130306,6640415.002785744,269716.7000831717,142.4829984015224,NA,16.347801634403577,0.6239459116982515,1376442.2706343464,4809484.42185592,7562368.963124613,4809484.42185592,Buyers
