iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,818305.3870996601,6352149.342832233,956701.4206874894,756093.3971253284,1053603.10273684,882956.3753914917,20.996737190138273,NA,565.9908948967898,0.9002483454879333,35211419.87888211,-40509966.1189775,29912873.63878672,29912873.63878672,Sellers
ATF,SE,926301.4259080306,12341597.99842368,1056827.160321211,837210.6601732414,3227030.7276049666,955678.9445910127,18.690585025608822,NA,578.3262882439172,0.30390530125156245,51523531.864209004,-60638099.13502772,42408964.593390286,42408964.593390286,Sellers
NZL,SE,1732416.4865101117,55462651.86097351,2039283.777016344,1801128.558905496,107570140.35271908,2120010.1355251013,920.3436176423916,NA,578.3262882439172,0.30390530125156245,39737997.785969935,12369490.70577564,91845486.2777155,12369490.70577564,Buyers
HMD,SE,134419.247325537,6871822.737196154,158493.11703528365,120426.59612401835,2632078.830004266,142490.276731294,175.80648262137535,NA,578.3262882439172,0.30390530125156245,8092318.032066067,-12332061.939257953,3852574.124874179,3852574.124874179,Sellers
CAN,NW,3754974.9790078257,568957735.3575886,4601392.604910518,3489313.878681953,242666492.3286397,4282637.510560545,787.5526430219671,NA,1870.568393732576,0.1184744623895303,496937257.7137963,-823228500.7427453,170646014.68484735,170646014.68484735,Sellers
ARG,SW,101872.92094231048,17329249.14941188,120343.21868001967,695084.5456505073,719190791.1202388,830660.7151566021,1801.9847183022646,NA,565.9908948967898,0.9002483454879333,335752378.33177096,366109163.6390559,1037613920.3025979,366109163.6390559,Buyers
IRL,NW,209806.31552692087,91569047.66374744,246456.3383100984,266592.381623152,232945326.65088055,312380.06179649784,3145.893739309539,NA,1870.568393732576,0.1184744623895303,106222220.44401897,35154058.54311411,247598499.43115208,35154058.54311411,Buyers
RUS,NE,4274732.541730878,1614841097.2740114,5353112.196614619,4346172.4577822415,1945073758.6091177,5437448.078269802,5230.764972351823,NA,4010.9443201361732,0.08316811588108486,286541525.51722175,43691135.817884624,616774186.8523281,43691135.817884624,Buyers
PCN,SW,363285.11149701074,703049.3157887757,476151.84534571145,330589.45146227983,86110.16717098324,433185.65527121606,4.975261194422184,NA,565.9908948967898,0.9002483454879333,18505445.882298555,-19122385.030916348,17888506.733680762,17888506.733680762,Sellers
PYF,SW,3487136.3192788023,26887593.834211648,4168156.8049968225,3173294.05054371,9054803.459433869,3790180.0268310667,31.09998854470899,NA,565.9908948967898,0.9002483454879333,177631866.53781357,-195464656.91259134,159799076.1630358,159799076.1630358,Sellers
SJM,NE,345099.4858756406,201358553.82917058,417737.20025028434,308966.95457662805,116616247.24649423,375395.1322290277,1623.8218069964269,NA,4010.9443201361732,0.08316811588108486,144925571.18591684,-229667877.7685932,60183264.60324049,60183264.60324049,Sellers
GRL,NW,900844.7008575997,408916745.46236897,1070184.095306116,1114161.004859018,976033425.1540787,1324509.0280605145,3684.025409161903,NA,1870.568393732576,0.1184744623895303,399022736.1329027,168093943.55880708,966139415.8246124,168093943.55880708,Buyers
TKL,SW,251752.88405154573,521591.1988094449,319436.22869658784,229095.12448690663,132181.6058850601,291235.6262764531,4.7309627961851275,NA,565.9908948967898,0.9002483454879333,12824085.612346381,-13213495.205270765,12434676.019421997,12434676.019421997,Sellers
ISL,NW,453054.37118446204,140775190.76111978,538976.3656671837,463738.3647537804,162006548.2612965,551972.3735239062,2129.8394963559567,NA,1870.568393732576,0.1184744623895303,19985140.68960905,1246216.810567677,41216498.18978578,1246216.810567677,Buyers
ZAF,SE,1107669.891490367,21252788.593691587,1256851.4248987178,1013324.4500879281,2766613.079865505,1142374.7049079305,54.91993201297929,NA,578.3262882439172,0.30390530125156245,54562448.93900649,-73048624.45283258,36076273.42518041,36076273.42518041,Sellers
NIU,SW,260916.44637605041,322444.6013536453,319135.0553046284,237433.96620220592,15297.853482673858,289360.1838602113,3.502538336234948,NA,565.9908948967898,0.9002483454879333,13290869.967990369,-13598016.71586134,12983723.220119396,12983723.220119396,Sellers
WLF,SW,153756.41693648265,835070.3270142078,197761.56052361886,139918.33941219922,188156.30157689657,179299.6675422314,14.19861266495566,NA,565.9908948967898,0.9002483454879333,7832225.881620334,-8479139.907057647,7185311.856183023,7185311.856183023,Sellers
NAM,SE,411267.77747075696,12371961.114676476,516055.9361211959,386986.58097807027,6360050.154977138,481855.1015857714,164.4404171709338,NA,578.3262882439172,0.30390530125156245,14042454.241736718,-20054365.201436054,8030543.28203738,8030543.28203738,Sellers
GEO,NE,14593.161826777525,4853392.119021893,22722.147911083663,13279.777262367548,1547013.4397711032,20621.9771969576,2517.4490159598786,NA,4010.9443201361732,0.08316811588108486,5267912.358774717,-8574291.038025506,1961533.6795239276,1961533.6795239276,Sellers
BMU,NW,332392.16704111773,1248528.281929016,372227.1909775926,302476.87200741714,6863.209775992203,337791.36667442817,0.05145393950588917,NA,1870.568393732576,0.1184744623895303,55958605.37922542,-57200270.45137844,54716940.30707239,54716940.30707239,Sellers
MNP,NE,610388.6775714137,1995986.2967677116,709479.1099468991,555453.6965899864,1102827.5102354384,644931.5361285071,6.739623117146385,NA,4010.9443201361732,0.08316811588108486,220341149.9442443,-221234308.73077658,219447991.157712,219447991.157712,Sellers
