iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,654064.6723922337,420605.1826759828,765549.3945440516,362090.4093181394,88917.62977803519,430163.1846887565,0.5626372622321133,NA,2.068216572382864,0.725612826940143,603866.0095991159,-935553.5624970635,272178.4567011683,272178.4567011683,Sellers
ATF,SE,462233.1054037475,769375.1283064932,540308.0126793776,371958.883558231,494172.8473881419,435551.2932160793,2.6391510445607484,NA,3.417319923592474,0.17306616907154093,308495.8968994906,-583698.1778178419,33293.61598113936,33293.61598113936,Sellers
NZL,SE,1258982.8166667088,1144498.0919305375,1479223.082441259,868336.0342156326,429215.53476672893,1027007.99076941,1.1612273561308024,NA,3.417319923592474,0.17306616907154093,1334965.0327573575,-2050247.589921166,619682.475593549,619682.475593549,Sellers
HMD,SE,84523.19868930537,21024.70692271646,99717.06605721325,38678.70514964259,17.743014684410795,46117.85862241487,0.0016639436334206596,NA,3.417319923592474,0.17306616907154093,156665.30116009607,-177672.26506812812,135658.33725206403,135658.33725206403,Sellers
CAN,NW,2265029.678394938,2197945.6892537065,2832248.3399310764,1678631.6108579715,562425.9532565136,2116951.7600963316,1.6858089861472318,NA,4.077147339693629,0.7230099082410907,2390831.3210598277,-4026351.0570570207,755311.5850626348,755311.5850626348,Sellers
ARG,SW,36544.916204644425,10171.74902125448,43307.147321279335,335234.00590251683,227136163.89041442,397886.1654743916,1120.8541157527188,NA,2.068216572382864,0.725612826940143,617753.7253030915,226508238.41609007,227743745.86669627,226508238.41609007,Buyers
IRL,NW,52493.46055923774,39121.74773181975,61480.19790839064,128901.81089471091,7366622.044553589,150808.24476072722,380.0348218217302,NA,4.077147339693629,0.7230099082410907,311528.10230065323,7015972.194521116,7639028.399122423,7015972.194521116,Buyers
RUS,NE,2056442.6437647785,11876826.92040088,2610888.719070258,2040070.5352738707,11636339.59844504,2590276.816243054,14.631349005863072,NA,14.76058431591641,0.3153927439391815,241661.88780937582,-482149.20976521686,1174.5658535342664,1174.5658535342664,Sellers
PCN,SW,319078.6661642583,39545.76110127568,417978.2320381348,159845.44905868475,4051.7402050910323,208972.5816006866,0.06727161199649767,NA,2.068216572382864,0.725612826940143,329328.77849158575,-364822.7993877704,293834.7575954011,293834.7575954011,Sellers
PYF,SW,1692860.4495614816,2258887.0481454832,2023446.615173297,1534339.9804826735,1938440.9880657163,1838278.7199831214,1.9764072086760027,NA,2.068216572382864,0.725612826940143,327854.6612106962,-648300.7212904631,7408.60113092931,7408.60113092931,Sellers
SJM,NE,77803.73988554107,135352.57086981833,96821.71010107006,117426.08041937077,3260084.4074057373,145537.22936668445,121.0157246807293,NA,14.76058431591641,0.3153927439391815,584848.8982435457,2539882.9382923734,3709580.7347794645,2539882.9382923734,Buyers
GRL,NW,79188.94540028794,111182.23898030072,96273.2788224946,505372.9495414807,24548400.068957355,610639.4584333185,295.0644176827881,NA,4.077147339693629,0.7230099082410907,1737614.9787042425,22699602.85127281,26174832.808681298,22699602.85127281,Buyers
TKL,SW,196095.47816453254,9946.542071163654,249465.59882397376,110771.26898268015,254.9303039046595,140816.44717150068,0.004297510714978535,NA,2.068216572382864,0.725612826940143,176468.94345536924,-186160.55522262823,166777.33168811025,166777.33168811025,Sellers
UKR,NE,17211.41737411162,35480.57416969538,28813.618635782997,37824.60768618088,1601924.410984756,60995.23807873855,158.72766936900544,NA,14.76058431591641,0.3153927439391815,304262.73362132965,1262181.103193731,1870706.5704363901,1262181.103193731,Buyers
ISL,NW,119533.31810777549,55361.726940095425,144704.29304095762,224225.14339743234,2273824.2600184893,268942.60176402563,58.1980940717475,NA,4.077147339693629,0.7230099082410907,426843.99696739466,1791618.5361109993,2645306.5300457887,1791618.5361109993,Buyers
ZAF,SE,887148.478036353,175650.2767970562,996993.6576447332,489959.0747677895,3106.426869319727,558137.6575933349,0.03495172882054624,NA,3.417319923592474,0.17306616907154093,1357323.2612294678,-1529867.1111572043,1184779.4113017314,1184779.4113017314,Sellers
NIU,SW,233236.08456001992,3340.5266466140747,284057.71785755106,114803.2364054622,307.50149458049657,140087.79134369668,0.0045657822429097175,NA,2.068216572382864,0.725612826940143,244944.77926775956,-247977.80441979313,241911.75411572598,241911.75411572598,Sellers
WLF,SW,105426.15239784015,35919.56676030159,134730.099141093,67652.82345205238,6754.187192179172,86326.70066136982,0.3136598394350539,NA,2.068216572382864,0.725612826940143,78123.4249197476,-107288.80448787002,48958.04535162519,48958.04535162519,Sellers
NAM,SE,255562.64996037557,39816.792410850525,305272.88700206444,187114.39080258345,1189.822077529157,220671.90749505663,0.017161783499967116,NA,3.417319923592474,0.17306616907154093,233909.599755144,-272536.57008846535,195282.62942182264,195282.62942182264,Sellers
GEO,NE,1464.9214311502308,2.7752718925476074,2281.301538398671,6420.991203782111,384489.96466987155,9650.647773179546,80.0622380407379,NA,14.76058431591641,0.3153927439391815,73154.48575449754,311332.7036434815,457641.6751524765,311332.7036434815,Buyers
