iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,rect,mkt_tc_b,mkt_tc_s,savings,transaction
BMU,NW,312020.3209190942,10246.293159484863,348556.4696212297,93069.80677151299,1255.8405284529915,106600.7715265374,0.017922197409454766,NA,2.0326589616219333,445051.7247338108,-454042.1773648427,436061.27210277895,436061.27210277895,Sellers
MNP,NE,550561.0607182146,1070085.2391505241,639016.1553460323,170908.82971999585,6033.083817516631,191964.19823549254,0.8985790521439097,NA,6.258382183096456,2376008.7582520726,-3440060.91358508,1311956.6029190652,1311956.6029190652,Sellers
TWN,NE,62522.75645459584,64281.32654571533,69720.84516423629,85326.66991810196,251885.8411109124,95543.01607897249,8.982887601083519,NA,6.258382183096456,142715.60572488015,44888.90884031693,330320.12029007723,44888.90884031693,Buyers
SHN,SW,1200887.7357268527,132448.46205711365,1337320.0965391463,379669.9609298119,8865.968764873014,421397.7941082193,0.10116828817491412,NA,0.3494474080244459,286972.422826429,-410554.9161186697,163389.92953418838,163389.92953418838,Sellers
CHL,SW,328121.65280027717,15194.211544036865,438593.279876097,384442.10192391346,95179.15107016273,507335.81103553245,1.9296102269043287,NA,0.3494474080244459,19681.03496502738,60303.90456109848,99665.97449115323,60303.90456109848,Buyers
BHS,NW,230199.16910065056,14508.583093643188,279995.31196494575,135930.72034375017,1837.5393038317443,165691.90000180755,0.019115978566173038,NA,2.0326589616219333,191615.60716391157,-204286.650953723,178944.56337410014,178944.56337410014,Sellers
JAM,NW,169722.1882720235,27454.159682273865,191944.5521021337,61577.02607907431,760.3526936652943,70962.834666103,0.019687017783058414,NA,2.0326589616219333,219822.23308755565,-246516.04007616424,193128.4260989471,193128.4260989471,Sellers
AIA,NW,57896.77814238075,1591.1785192489624,69394.10023539259,21892.53805913881,239.68513353342922,28879.390684177142,0.01665964807061422,NA,2.0326589616219333,73184.34126158935,-74535.83464730487,71832.84787587382,71832.84787587382,Sellers
CRI,NW,358233.6697157173,85583.15071201324,415365.6246199362,135390.76234720214,1457.6222373275605,155459.34713882682,0.019988404587646728,NA,2.0326589616219333,452963.6326964987,-537089.1611711844,368838.10422181303,368838.10422181303,Sellers
TCA,NW,48354.28424750721,5197.58731174469,62311.567126412665,19536.510571323062,229.41079034462823,25447.63483969396,0.015296390316556874,NA,2.0326589616219333,58576.70591688835,-63544.88243828841,53608.52939548829,53608.52939548829,Sellers
CYM,NW,88798.30546558768,4661.409663200378,107635.82052165201,26148.16867361286,274.76241357167277,32080.684724259896,0.014274236914458676,NA,2.0326589616219333,127346.3619970476,-131733.00924667632,122959.7147474189,122959.7147474189,Sellers
ATG,NW,67926.48769646337,4549.773719787598,78662.45326122029,26271.812878127046,290.255885873213,32018.948665383476,0.013810896358718313,NA,2.0326589616219333,84669.7480629388,-88929.26589685319,80410.23022902441,80410.23022902441,Sellers
DOM,NW,178999.53195531142,188193.87184619904,209858.2872419301,50186.25971549796,22396.544375012123,63500.28751725558,0.9682141181154597,NA,2.0326589616219333,261833.45219410263,-427630.77966528956,96036.12472291572,96036.12472291572,Sellers
COG,SE,10913.715818272747,1385.0984649658203,12244.533205329279,6204.0639779861285,390.6793137750774,9180.087967271209,0.17377735363813568,NA,0.49235518236642634,2318.8214907066936,-3313.2406418974365,1324.4023395159506,1324.4023395159506,Sellers
GAB,SE,2895.363581196804,21.31716537475586,3059.0998038048274,47467.59567436366,114226.22475378329,52141.387095688995,3.1011333216221146,NA,0.49235518236642634,21945.369460709848,92259.53812769869,136150.2770491184,92259.53812769869,Buyers
HTI,NW,63379.48903875467,12779.465953826904,73395.53249528515,23510.4445996144,257.0857367822942,26540.63671739722,0.013307259383296433,NA,2.0326589616219333,81040.17047052158,-93562.5506875662,68517.79025347697,68517.79025347697,Sellers
RUS,NW,97237.07376237339,100874.82230138779,122412.90037561166,94669.57741993341,95811.24996076,120125.6828513159,1.9422413450442768,NA,2.0326589616219333,5218.8444493921525,-10282.416790019935,155.27210876437312,155.27210876437312,Sellers
AUS,SE,2076643.589635679,354806.90240478516,2358091.8626434803,1043719.2464975491,100490.14884812779,1177938.480777632,0.16140435312155288,NA,0.49235518236642634,508565.6533364951,-762882.4068931525,254248.89977983775,254248.89977983775,Sellers
USA,NW,734308.4117688704,1098411.2243757248,855382.3797662449,1651403.1407642283,3307885.4391981605,1899507.6417552042,2.8996337861641943,NA,2.0326589616219333,1864140.8195486525,345333.39527378324,4073615.0343710883,345333.39527378324,Buyers
HND,NW,89159.13006925289,26550.410982131958,105645.20588971443,46570.469185718044,1523.3060086464648,58679.73044256224,0.0941026190026999,NA,2.0326589616219333,86568.22320839459,-111595.32818188008,61541.118234909096,61541.118234909096,Sellers
CUW,NW,19054.70052458168,4536.595888137817,20951.307459128533,8515.042912021678,109.22345890940292,11977.04644485658,0.01716936881571969,NA,2.0326589616219333,21423.52949859692,-25850.901927825333,16996.157069368506,16996.157069368506,Sellers
CUB,NW,146583.93676658862,61390.44027519226,183582.12137328702,77971.57240823662,12953.012734657164,100712.3690757078,0.20507127117657317,NA,2.0326589616219333,139465.53729107353,-187902.96483160864,91028.10975053844,91028.10975053844,Sellers
