iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,681254.6277454544,490165.1314064516,796888.3146382538,454303.8745496092,165632.46637751092,535999.4990024783,0.9557136572967574,NA,3.063236731156931,0.6051221046236348,695203.8833532443,-1019736.5483821849,370671.2183243036,370671.2183243036,Sellers
ATF,SE,708646.9701598411,1970432.071062576,813414.169162671,480847.5972340845,835426.0355926538,561177.8709966323,3.6930410352753733,NA,6.637496926640926,0.5493356745235196,1512017.6376854398,-2647023.673155362,377011.60221551755,377011.60221551755,Sellers
NZL,SE,1347101.4211835878,1547363.5172235062,1584181.1358513662,1086649.1782919834,730601.2435447101,1276908.9064095535,1.7098641687642266,NA,6.637496926640926,0.5493356745235196,1728750.9617297596,-2545513.2354085557,911988.6880509635,911988.6880509635,Sellers
HMD,SE,87651.87199796682,35336.55164927896,103492.73731140021,57811.190271305015,75.74612591249704,68384.62365087257,0.005061956675253534,NA,6.637496926640926,0.5493356745235196,198067.4332495878,-233328.23877295427,162806.62772622134,162806.62772622134,Sellers
CAN,NW,2483204.922813385,3452089.602705855,3095705.4593818854,2102408.3118380522,1599871.718309888,2634268.1292112055,3.272696137049535,NA,8.804979166934963,0.13022362117255937,3352906.2264772407,-5205124.110873207,1500688.3420812737,1500688.3420812737,Sellers
ARG,SW,36544.91620464442,10171.74902125448,43307.14732127933,419454.34499247203,325634031.86519957,498889.2602879174,1214.4110988321102,NA,3.063236731156931,0.6051221046236348,1172942.2269691927,324450917.88920915,326796802.3431475,324450917.88920915,Buyers
IRL,NW,64198.8297288987,116495.21745838225,75024.72278444501,161127.2636183886,25373162.880119886,188956.9423867368,829.4377246198292,NA,8.804979166934963,0.13022362117255937,853452.8410805913,24403214.821580913,26110120.503742095,24403214.821580913,Buyers
RUS,NE,2793102.407118611,27948981.624502443,3563177.1726174112,2579796.5171375326,21125564.276922923,3289168.8652172964,23.153993057602516,NA,45.51456824771898,0.6253106218538934,9708525.48718423,-16531942.83476375,2885108.13960471,2885108.13960471,Sellers
PCN,SW,321172.5116052536,44896.86315205693,420763.1787450594,199806.81132335594,7069.933535963815,261073.00179050912,0.08791690447077587,NA,3.063236731156931,0.6051221046236348,371771.87100609206,-409598.80062218517,333944.94138999894,333944.94138999894,Sellers
PYF,SW,2812142.968143715,4963630.07737571,3356669.4148940817,1917924.9756033414,2737194.026871159,2287783.8874982176,2.1851400915300636,NA,3.063236731156931,0.6051221046236348,2739201.400411087,-4965637.450915638,512765.3499065363,512765.3499065363,Sellers
SJM,NE,84842.6839450829,309803.7822955996,105330.77317136095,162254.795647665,11061191.50328776,199615.5935911871,221.3779662141183,NA,45.51456824771898,0.6253106218538934,3523378.8412872185,7228008.879704943,14274766.562279379,7228008.879704943,Buyers
GRL,NW,128687.12427074806,421171.4545564726,157048.69580907898,647855.2603604787,96457772.54854248,774055.9153304801,731.1475170814463,NA,8.804979166934963,0.13022362117255937,4571264.622406534,91465336.47157948,100607865.71639255,91465336.47157948,Buyers
TKL,SW,198443.96444374954,16634.089434444904,252494.07725129346,138464.08622835015,383.867619810096,175757.96128082476,0.0051952277904097535,NA,3.063236731156931,0.6051221046236348,183732.56607973087,-199982.78789436567,167482.34426509606,167482.34426509606,Sellers
ISL,NW,145906.87509305627,226149.49354165792,176453.02767561036,280281.4292467904,8037013.973411819,335016.2970551011,152.2653439715536,NA,8.804979166934963,0.13022362117255937,1183165.1498898033,6627699.329980358,8994029.629759964,6627699.329980358,Buyers
ZAF,SE,914525.4313683483,306781.51361346245,1027513.8278460552,612448.8434597369,13340.132169239567,694154.9335398517,0.13025782133827724,NA,6.637496926640926,0.5493356745235196,2005032.4238535857,-2298473.8052978087,1711591.0424093627,1711591.0424093627,Sellers
NIU,SW,235571.11515510868,8773.146275520325,286997.4355283747,143504.04550682774,453.09542536211006,174722.9676889225,0.005597857855597147,NA,3.063236731156931,0.6051221046236348,282023.2294765976,-290343.28032675583,273703.1786264394,273703.1786264394,Sellers
WLF,SW,114741.10135492407,59953.09556889534,146757.76051255816,84566.02931506546,14678.364384998978,107992.0951963582,0.6584774949440045,NA,3.063236731156931,0.6051221046236348,92433.3890378014,-137708.12022169778,47158.65785390504,47158.65785390504,Sellers
NAM,SE,264391.19154783775,77368.95452022552,316640.4383719455,233892.98850322928,6587.326172510302,277794.05091033736,0.42890630576215816,NA,6.637496926640926,0.5493356745235196,202431.72897665965,-273213.35732437484,131650.10062894443,131650.10062894443,Sellers
GEO,NE,1464.921431150231,2.7752718925476074,2281.3015383986713,8026.2390047276385,520996.55147356837,12050.231903021026,95.89913802473033,NA,45.51456824771898,0.6253106218538934,298635.53649754677,222358.23970412905,819629.3126992226,222358.23970412905,Buyers
BMU,NW,314281.04839773296,15339.305366516113,351072.2991051022,182815.69187261476,3132.2243854394083,204091.5146853905,0.023446075474208856,NA,8.804979166934963,0.13022362117255937,1157549.7253773431,-1169756.8063584198,1145342.6443962664,1145342.6443962664,Sellers
MNP,NE,610388.6775714137,1995986.2967677116,709479.1099468991,335713.7726642775,328211.87884164526,383761.54272681347,2.558159065121833,NA,45.51456824771898,0.6253106218538934,12501709.70533157,-14169484.123257635,10833935.287405504,10833935.287405504,Sellers
TWN,NE,137891.70621508913,1345811.0560379028,153265.31943597773,170216.8403209061,4119306.5442634416,189398.68355950151,145.46771783131436,NA,45.51456824771898,0.6253106218538934,1471264.5223758752,1302230.9658496636,4244760.010601414,1302230.9658496636,Buyers
SHN,SW,1229088.491220221,166430.49947166443,1368891.278228442,745780.2803978445,52622.115750478595,823596.8993334802,0.13603153081252756,NA,3.063236731156931,0.6051221046236348,1480487.4638608412,-1594295.847582027,1366679.0801396554,1366679.0801396554,Sellers
CHL,SW,591292.1795543985,630984.5823936462,747146.3544672796,1085088.2318675693,2651942.685329262,1316026.090200821,5.1466362655910904,NA,3.063236731156931,0.6051221046236348,1512614.205145994,508343.89778962196,3533572.30808161,508343.89778962196,Buyers
BHS,NW,251714.53988612196,119732.61922645569,304452.742230668,267006.7721037949,285695.70753123186,322105.4410382815,15.356165051074308,NA,8.804979166934963,0.13022362117255937,134647.78609254197,31315.302212234208,300610.8743973181,31315.302212234208,Buyers
