iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,685178.3199333682,502650.5083595766,801359.3637597376,471069.9591371491,181910.21120315598,555263.3391745335,1.011648634885774,NA,3.3070637949835375,0.9952410649641774,708070.008192449,-1028810.3053488696,387329.7110360284,387329.7110360284,Sellers
ATF,SE,747042.9043434861,2240547.0277205557,855214.8617865066,500645.54517514864,910282.670460912,583992.8440389889,3.9098837414081338,NA,7.564845393611253,0.3582089634995802,1863957.9275025749,-3194222.2847622186,533693.5702429313,533693.5702429313,Sellers
NZL,SE,1361804.3642285038,1648304.5064813187,1601191.442257099,1126342.4772149562,802472.5815192196,1322603.8677173888,1.9025180614213608,NA,7.564845393611253,0.3582089634995802,1781232.7713454487,-2627064.696307548,935400.8463833495,935400.8463833495,Sellers
HMD,SE,87651.87199796682,35336.55164927896,103492.73731140021,61289.823929789076,95.11469552671272,72408.11841021781,0.006691123218080973,NA,7.564845393611253,0.3582089634995802,199424.81789471288,-234666.25484846512,164183.38094096063,164183.38094096063,Sellers
CAN,NW,2522009.709383711,3826016.1903523393,3142127.0857068887,2179458.621107157,1867019.294897718,2728323.8431677995,3.6409156519483177,NA,10.388592561009599,0.3178914871460268,3558623.6874355553,-5517620.582890177,1599626.7919809339,1599626.7919809339,Sellers
ARG,SW,36544.91620464442,10171.74902125448,43307.14732127933,434767.13391791837,344544673.7068546,517135.28994815587,1246.2051647447981,NA,3.3070637949835375,0.9952410649641774,1316946.2785576202,343217555.67927575,345851448.23639095,343217555.67927575,Buyers
IRL,NW,65684.06177758992,130680.54655994475,76782.72934961639,166986.43684087542,30450224.22341372,195874.3140831673,999.8660500481836,NA,10.388592561009599,0.3178914871460268,1052389.0999950522,29267154.576858725,31371932.776848827,29267154.576858725,Buyers
RUS,NE,2817540.5274479766,29146305.781729005,3593244.212106348,2677928.513840016,23663368.936578017,3420634.915284231,30.117762503515838,NA,51.83894598586784,0.6279511923649916,7237339.632401318,-12720276.477552306,1754402.7872503288,1754402.7872503288,Sellers
PCN,SW,321172.5116052536,44896.86315205693,420763.1787450594,207072.5135532961,7731.1687332592,270592.666977019,0.0943915164241212,NA,3.3070637949835375,0.9952410649641774,377335.97256532084,-414501.6669841186,340170.2781465231,340170.2781465231,Sellers
PYF,SW,2881953.4509668867,5185127.922590554,3440345.1204495193,1987667.7019889168,2890537.4738175585,2370734.568679547,2.211878260442154,NA,3.3070637949835375,0.9952410649641774,2957460.0228147805,-5252050.471587775,662869.5740417852,662869.5740417852,Sellers
SJM,NE,86518.24751365803,390161.7901080996,107319.75688823234,170405.47114371846,12950870.05009197,209322.77155787096,244.31008425117653,NA,51.83894598586784,0.6279511923649916,4348625.254663118,8212083.005320753,16909333.51464699,8212083.005320753,Buyers
GRL,NW,148041.28539141605,605388.3866853788,180726.4321237183,673761.1350548418,116381270.53923741,803779.9680947739,804.9125292653774,NA,10.388592561009599,0.3178914871460268,5461489.319388549,110314392.83316348,121237371.47194058,110314392.83316348,Buyers
TKL,SW,207999.78294071613,47023.144121944904,264630.72963209153,143499.14390938106,410.25514735345405,182192.09592565245,0.0052488939736087805,NA,3.3070637949835375,0.9952410649641774,213307.72809383026,-259920.6170684217,166694.8391192388,166694.8391192388,Sellers
ISL,NW,150132.71389545474,267116.0882682204,181588.10050346065,290473.48121940094,9687284.9703747,347042.3012360716,174.06283314286935,NA,10.388592561009599,0.3178914871460268,1457943.0514279264,7962225.830678552,10878111.933534406,7962225.830678552,Buyers
ZAF,SE,918846.4066741784,336250.82123064995,1032634.670827529,634719.7104946362,16350.563680088444,718271.5340602662,0.1378267971021389,NA,7.564845393611253,0.3582089634995802,2149374.528795794,-2469274.7863463555,1829474.2712452326,1829474.2712452326,Sellers
NIU,SW,235571.11515510868,8773.146275520325,286997.4355283747,148722.37443434872,482.88101275441335,181046.56957685883,0.00585396877701039,NA,3.3070637949835375,0.9952410649641774,287214.3260775377,-295504.59134030365,278924.0608147718,278924.0608147718,Sellers
WLF,SW,117037.20344687447,67450.97545170784,149759.63998967368,87641.1576537951,16746.66537262684,111891.79547060512,0.7064497443249336,NA,3.3070637949835375,0.9952410649641774,97214.59875797089,-147918.9088370519,46510.28867888989,46510.28867888989,Sellers
NAM,SE,269207.9053266025,111880.26506710052,322468.38023790997,242398.18808516485,13783.970773284731,288919.49199540017,1.2167944625761948,NA,7.564845393611253,0.3582089634995802,202811.36597790994,-300907.66027172573,104715.07168409415,104715.07168409415,Sellers
GEO,NE,1464.921431150231,2.7752718925476074,2281.3015383986713,8318.102241263188,548985.9842784356,12464.781655976543,95.89913802473033,NA,51.83894598586784,0.6279511923649916,355261.6698468316,193721.53915971145,904244.8788533746,193721.53915971145,Buyers
BMU,NW,314281.04839773296,15339.305366516113,351072.2991051022,189463.53521343708,3291.496482702832,211482.41549625754,0.024187700501766867,NA,10.388592561009599,0.3178914871460268,1296678.2889500938,-1308726.097833907,1284630.4800662806,1284630.4800662806,Sellers
MNP,NE,610388.6775714137,1995986.2967677116,709479.1099468991,347921.5462157058,359830.32314746786,398053.49901944504,2.604852940863965,NA,51.83894598586784,0.6279511923649916,13606019.445414219,-15242175.419034462,11969863.471793976,11969863.471793976,Sellers
TWN,NE,140485.22537172478,1466718.7747879028,156171.59169435673,176505.00109148418,5121950.35330353,196548.4357542571,290.9353067048495,NA,51.83894598586784,0.6279511923649916,1867227.2079596815,1788004.370555946,5522458.786475309,1788004.370555946,Buyers
SHN,SW,1229088.491220221,166430.49947166443,1368891.278228442,772899.5633214024,56351.92535893805,854226.4749880743,0.13852894131982663,NA,3.3070637949835375,0.9952410649641774,1508645.8871265382,-1618724.4612392646,1398567.3130138118,1398567.3130138118,Sellers
CHL,SW,652878.7062826153,827307.1644368013,818115.5340977416,1136987.9451967287,2924393.6328739654,1376667.1162770102,5.381532684752037,NA,3.3070637949835375,0.9952410649641774,1600980.1368298999,496106.33160726423,3698066.6052670637,496106.33160726423,Buyers
BHS,NW,261293.08765991693,210927.1231327057,315591.2622570074,276716.10927120555,478453.1437936253,333429.50371309416,27.587287204406586,NA,10.388592561009599,0.3178914871460268,160223.4875793233,107302.53308159631,427749.5082402429,107302.53308159631,Buyers
JAM,NW,175011.60447807692,55350.490736961365,197854.76283391562,125353.23166097264,4003.0151234257587,141321.91224145042,0.17236309567845565,NA,10.388592561009599,0.3178914871460268,515880.60243961075,-567228.0780531464,464533.12682607514,464533.12682607514,Sellers
AIA,NW,60568.78543448724,26095.451956748962,72317.53863805492,44566.952477532555,688.10777946131725,53424.492845465604,0.02608073356962038,NA,10.388592561009599,0.3178914871460268,166236.52281913767,-191643.86699642532,140829.17864185,140829.17864185,Sellers
CRI,NW,407477.22103321046,302034.792801857,473530.18617703277,280590.37853682484,26393.635250550928,322998.8857197901,0.350643898830349,NA,10.388592561009599,0.3178914871460268,1318175.7080479483,-1593816.8655992544,1042534.5504966422,1042534.5504966422,Sellers
