iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,775168.9577805661,1551259.8076759828,905752.8699772813,680646.0164813985,488370.2343446347,796181.5325319401,2.949168324383635,NA,28.827518639297708,0.8555723984464378,2724861.8521429966,-3787751.4254743448,1661972.2788116485,1661972.2788116485,Sellers
ATF,SE,903959.9232295532,7308953.310923681,1031904.0296190771,748119.894438452,2248732.6884013903,856369.7087815354,7.600497645331689,NA,130.4920922396948,0.9116196048485554,20335891.41164507,-25396112.03416736,15275670.789122779,15275670.789122779,Sellers
NZL,SE,1590540.6767975597,10521198.782848507,1873232.8284509375,1622508.7137521177,15751632.588579731,1910913.5769801526,189.74714208614108,NA,130.4920922396948,0.9116196048485554,4171576.0269961534,1058857.7787350705,9402009.832727376,1058857.7787350705,Buyers
HMD,SE,113115.63566686335,1538668.205946154,133993.7746125452,104772.74466083998,625061.3301622693,124107.40640967003,82.2361553195908,NA,130.4920922396948,0.9116196048485554,1088681.3027037226,-2002288.1784876073,175074.42691983795,175074.42691983795,Sellers
CAN,NW,3436206.0318168565,203085583.76383868,4219298.399633179,3142587.4869709774,68097670.9262366,3871470.108049933,271.1765223772287,NA,696.1318077532952,0.40197447253781426,204397208.4134538,-339385121.25105584,69409295.57585171,69409295.57585171,Sellers
ARG,SW,44652.457207662344,88180.73534937948,52849.2603287743,626176.9954859983,606231853.6029321,747177.3920884955,1515.066024341679,NA,28.827518639297708,0.8555723984464378,16763909.466427723,589379763.401155,622907582.3340105,589379763.401155,Buyers
IRL,NW,152014.27564681383,18487945.788747445,178314.97912108118,240226.10212196116,159907635.50545847,282015.9458331693,2550.56157426984,NA,696.1318077532952,0.40197447253781426,61407058.2293643,80012631.48734674,202826747.94607532,80012631.48734674,Buyers
RUS,NE,3976497.5694190357,804304825.6996977,4997147.822807596,3904578.4726210632,683245746.5404785,4910812.058012828,1589.7715701149,NA,1824.8899227459258,0.4876851298975985,131244434.99960871,-252303514.15882796,10185355.84038949,10185355.84038949,Sellers
PCN,SW,349966.4618422879,256557.80797627568,458975.4236518431,297893.7914275488,21296.504729393622,389455.67783671693,0.26602289046264144,NA,28.827518639297708,0.8555723984464378,1501125.8769788982,-1736387.1802257802,1265864.5737320161,1265864.5737320161,Sellers
PYF,SW,3144852.6645493703,8190408.8849928975,3756857.7197763463,2859451.781808618,5111465.017397526,3413127.668892603,3.217656943980738,NA,28.827518639297708,0.8555723984464378,8227399.266881056,-11306343.134476427,5148455.399285684,5148455.399285684,Sellers
