iso3,hemisphere,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,SW,709173.803816534,593222.8945900453,828920.4361428922,538134.297487309,255787.72443092908,632298.2865993595,1.19417070689208,NA,4.351942838221465,0.018421702800490602,744354.1546224058,-1081789.3247815222,406918.9844632895,406918.9844632895,Sellers
ATF,SE,834157.493482486,3170484.8050643057,952264.9786056707,579837.3369394058,1253286.364114834,672042.5136603018,4.764930110254155,NA,17.93119921200982,0.20174639211980372,4560265.390603494,-6477463.831552966,2643066.949654022,2643066.949654022,Sellers
NZL,SE,1458605.0980147766,2815810.3101922562,1717118.267803518,1285115.672906848,1242403.7588033539,1510573.0621786725,4.114296218071467,NA,17.93119921200982,0.20174639211980372,3110873.4427873273,-4684279.994176229,1537466.891398425,1537466.891398425,Sellers
HMD,SE,90836.03916594028,70143.23719615396,107289.7052403492,75204.35856372537,1392.170722653312,88576.8792699706,0.9098044155763518,NA,17.93119921200982,0.20174639211980372,280294.77889682516,-349045.8453703258,211543.7124233245,211543.7124233245,Sellers
CAN,NW,2658148.365712783,6066827.738448042,3304358.538329709,2487659.85818358,3491824.1205627783,3100883.629788671,9.070383501888449,NA,28.124551955528922,0.9566636562039914,4794912.887825649,-7369916.505710913,2219909.269940385,2219909.269940385,Sellers
ARG,SW,36544.91620464442,10171.74902125448,43307.14732127933,496018.28961970407,422830471.2388311,590380.4226962456,1321.8019981024624,NA,4.351942838221465,0.018421702800490602,1999601.8567871256,420820697.6330227,424819901.34659696,420820697.6330227,Buyers
IRL,NW,90360.77779172553,505759.12859119475,105641.5191526025,190423.12973082287,59717724.13859743,223980.76317311233,1435.19875037228,NA,28.124551955528922,0.9566636562039914,2814208.815903563,56397756.194102675,62026173.82590979,56397756.194102675,Buyers
RUS,NE,3038576.1724550044,49860218.254385255,3865396.934286418,3070456.5006499514,54768881.80505644,3903809.48033505,163.1812112348985,NA,145.74631671574582,0.31532735723746574,4646440.4101026645,262223.1405685181,9555103.960773848,262223.1405685181,Buyers
PCN,SW,323349.6872429928,52169.97594502568,423559.41883457475,236135.32247305702,10759.525029276921,308539.001042351,0.11616693860164809,NA,4.351942838221465,0.018421702800490602,379551.9301505565,-420962.3810663053,338141.4792348077,338141.4792348077,Sellers
PYF,SW,2941086.73609497,5403292.7365553975,3512186.6952078003,2266638.6075312216,3530135.5364589407,2700181.501337984,2.3773060580688727,NA,4.351942838221465,0.018421702800490602,2935159.7028548736,-4808316.90295133,1062002.5027584168,1062002.5027584168,Sellers
SJM,NE,126064.13506423448,4444581.8526081,155902.87185084657,203008.17312793247,23165735.377842274,248276.3652789861,400.9055569623361,NA,145.74631671574582,0.31532735723746574,11214310.14102013,7506843.384214044,29935463.666254304,7506843.384214044,Buyers
GRL,NW,268538.52125819994,2915241.146939285,328333.6339609592,777384.6338322951,220887511.41803467,924380.1915219199,1227.1501927983793,NA,28.124551955528922,0.9566636562039914,14311068.930459058,203661201.34063634,232283339.20155445,203661201.34063634,Buyers
TKL,SW,222541.42328662655,102625.3638485074,282889.50126689905,163639.37463350475,521.8981425790017,207913.9654935205,0.005993678912144841,NA,4.351942838221465,0.018421702800490602,256338.3487925257,-358441.8144984541,154234.8830865973,154234.8830865973,Sellers
ISL,NW,197341.25500464224,1106956.747447908,237450.07538949404,331241.68910984317,21073582.408920895,394579.1775920805,386.20957836410645,NA,28.124551955528922,0.9566636562039914,3765889.7158596003,16200735.945613388,23732515.377332587,16200735.945613388,Buyers
ZAF,SE,946595.9703943895,631487.9452540874,1064189.8276382985,723803.1786342344,30442.297264761815,814783.1172523136,0.18249824835246234,NA,17.93119921200982,0.20174639211980372,3994941.9320511613,-4595987.5800404865,3393896.2840618356,3393896.2840618356,Sellers
NIU,SW,244890.0244780666,44102.696080207825,298771.69446941314,169595.6901444328,615.7932808679576,206615.97348369088,0.00691553645942,NA,4.351942838221465,0.018421702800490602,327676.63906191016,-371163.54186125,284189.7362625703,284189.7362625703,Sellers
WLF,SW,133433.60801961375,128868.94713139534,170870.60964181114,99941.67100871373,26528.605810485027,127717.95836267411,0.915377107373217,NA,4.351942838221465,0.018421702800490602,145754.99541275075,-248095.33673366107,43414.654091840435,43414.654091840435,Sellers
NAM,SE,286628.5153377615,312464.2513952255,344314.6628152636,276418.9864129073,175048.74609549862,331954.83041006187,9.637250041280343,NA,17.93119921200982,0.20174639211980372,183069.09701233674,-320484.6023120637,45653.591712609836,45653.591712609836,Sellers
GEO,NE,10392.84998908575,766402.4627718925,15878.417961998923,9485.555187405393,666290.6028196933,14258.24868018183,110.34104876032238,NA,145.74631671574582,0.31532735723746574,132234.87552025504,-232346.7354724543,32123.015568055795,32123.015568055795,Sellers
BMU,NW,325884.143139218,205795.3131790161,364426.52432016644,216054.90857672654,3968.661064483667,241334.00995629284,0.02645197413106138,NA,28.124551955528922,0.9566636562039914,3088898.0136887636,-3290724.665803296,2887071.361574231,2887071.361574231,Sellers
MNP,NE,610388.6775714137,1995986.2967677116,709479.1099468991,396752.64042141894,494152.79782316805,455696.2632873627,2.9352715431663,NA,145.74631671574582,0.31532735723746574,31136665.532359976,-32638499.03130452,29634832.033415433,29634832.033415433,Sellers
