"iso3","realm","province","ecoregion","chi_eco","chi_pro","chi_rea"
"TKL","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",0.633887568141991,0.633887568141991,0.633887568141991
"TLS","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",0.884562279682811,0.884562279682811,0.884562279682811
"TUV","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",0.706119376261961,0.706119376261961,0.706119376261961
"TZA","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",1.10747968313651,1.10747968313651,1.10747968313651
"UMI","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",0.190792275833695,0.881904414758181,0.459189313750278
"VUT","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",1.1155224025303,1.1155224025303,1.1155224025303
"WLF","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",0.970043477571868,0.970043477571868,1.05151402375249
"WSM","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Gilbert/Ellis Islands",1.00147530138219,1.00147530138219,1.07678442974594
"AUS","Temperate Australasia","Southwest Australian Shelf","Great Australian Bight",2.14264089536503,2.15272304633781,1.72732945266572
"ECU","Tropical Eastern Pacific","Tropical East Pacific","Guayaquil",0.489210469809965,0.520150886139886,0.323124818310865
"PER","Tropical Eastern Pacific","Tropical East Pacific","Guayaquil",0.613992534134154,0.613992534134154,0.613992534134154
"BRA","Tropical Atlantic","North Brazil Shelf","Guianan",1.73903164382164,1.38575618008098,1.11077518330206
"GUF","Tropical Atlantic","North Brazil Shelf","Guianan",1.63692466815856,1.63692466815856,1.63692466815856
"GUY","Tropical Atlantic","North Brazil Shelf","Guianan",1.94232141176601,1.94232141176601,1.94301427303006
"SUR","Tropical Atlantic","North Brazil Shelf","Guianan",1.83031500091049,1.83031500091049,1.83031500091049
"TTO","Tropical Atlantic","North Brazil Shelf","Guianan",1.93339999587135,1.93339999587135,2.06674843101782
"VEN","Tropical Atlantic","North Brazil Shelf","Guianan",1.49409537429341,1.49409537429341,1.83173639114922
"DJI","Western Indo-Pacific","Red Sea and Gulf of Aden","Gulf of Aden",0.702417683743295,0.702417683743295,0.702417683743295
"ERI","Western Indo-Pacific","Red Sea and Gulf of Aden","Gulf of Aden",1.18483249545097,0.871586473549114,0.871586473549114
"OMN","Western Indo-Pacific","Red Sea and Gulf of Aden","Gulf of Aden",1.02264401243954,1.02264401243954,1.2891789433965
"SOM","Western Indo-Pacific","Red Sea and Gulf of Aden","Gulf of Aden",0.848506991263036,0.848506991263036,1.0264573676538
"YEM","Western Indo-Pacific","Red Sea and Gulf of Aden","Gulf of Aden",0.977173115185989,0.981601474449473,0.976041619750699
"USA","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Gulf of Alaska",0.925136469221556,1.08729388083055,1.08324700838473
"BEN","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",1.00051222635428,1.00051222635428,1.00051222635428
"CMR","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",1.01940660282623,1.01940660282623,1.01940660282623
"GAB","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",0.509463633407599,0.568048893332223,0.568048893332223
"GHA","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",1.09216798366579,0.988910188906975,0.988910188906975
"GNQ","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",0.691287480161442,0.575852418063908,0.575852418063908
"NGA","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",1.24954470002552,1.24954470002552,1.24954470002552
"STP","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",0.687258452177048,0.690905298849449,0.690905298849449
"TGO","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Central",1.03706131155571,1.03706131155571,1.03706131155571
"GAB","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Islands",0.540898296636404,0.568048893332223,0.568048893332223
"GNQ","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Islands",0.551107711479738,0.575852418063908,0.575852418063908
"STP","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Islands",0.690949473304431,0.690905298849449,0.690905298849449
"CIV","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Upwelling",1.04178378980877,1.04178378980877,1.04178378980877
"GHA","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Upwelling",0.954700797553954,0.988910188906975,0.988910188906975
"LBR","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea Upwelling",0.895570674699224,1.07068492149929,1.07068492149929
"CIV","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.74189225832621,1.04178378980877,1.04178378980877
"GIN","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.4282524181101,1.4282524181101,1.4282524181101
"GNB","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.39268582922849,1.39268582922849,1.39268582922849
"LBR","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.0813696417096,1.07068492149929,1.07068492149929
"SEN","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.46056706175324,1.46056706175324,1.70089553456221
"SLE","Tropical Atlantic","Gulf of Guinea","Gulf of Guinea West",1.35119811363053,1.35119811363053,1.35119811363053
"CAN","Temperate Northern Atlantic","Cold Temperate Northwest Atlantic","Gulf of Maine/Bay of Fundy",2.08107512212046,1.77430487928695,1.77430487928695
"USA","Temperate Northern Atlantic","Cold Temperate Northwest Atlantic","Gulf of Maine/Bay of Fundy",2.18907832751876,1.66532705529396,1.38091101125582
"ARE","Western Indo-Pacific","Somali/Arabian","Gulf of Oman",1.60452885773717,1.0246371143627,1.0246371143627
"IRN","Western Indo-Pacific","Somali/Arabian","Gulf of Oman",1.41954178926018,1.37849359474381,1.37849359474381
"OMN","Western Indo-Pacific","Somali/Arabian","Gulf of Oman",1.4938757015918,1.29455333626661,1.2891789433965
"PAK","Western Indo-Pacific","Somali/Arabian","Gulf of Oman",1.70876670817197,1.70876670817197,1.74523123388305
"AUS","Central Indo-Pacific","Sahul Shelf","Gulf of Papua",0.783901663536721,0.636399388647822,0.955895277764987
"PNG","Central Indo-Pacific","Sahul Shelf","Gulf of Papua",0.581527880011658,0.600296758511705,0.91437623994107
"CAN","Temperate Northern Atlantic","Cold Temperate Northwest Atlantic","Gulf of St. Lawrence - Eastern Scotian Shelf",1.69018988913784,1.77430487928695,1.77430487928695
"SPM","Temperate Northern Atlantic","Cold Temperate Northwest Atlantic","Gulf of St. Lawrence - Eastern Scotian Shelf",1.91902011916751,2.10790936095374,2.10790936095374
"KHM","Central Indo-Pacific","Sunda Shelf","Gulf of Thailand",1.27983369732325,1.27983369732325,1.27983369732325
"MYS","Central Indo-Pacific","Sunda Shelf","Gulf of Thailand",1.66591207442745,1.58300706895543,1.53260173028229
"THA","Central Indo-Pacific","Sunda Shelf","Gulf of Thailand",1.50009967819058,1.49152087128196,1.49152087128196
"VNM","Central Indo-Pacific","Sunda Shelf","Gulf of Thailand",1.28738523434315,1.51004363977327,1.45009162123695
"CHN","Central Indo-Pacific","South China Sea","Gulf of Tonkin",1.88481012845741,1.79495706521087,1.79495706521087
"VNM","Central Indo-Pacific","South China Sea","Gulf of Tonkin",1.48748732782302,1.39008407871959,1.45009162123695
"IDN","Central Indo-Pacific","Western Coral Triangle","Halmahera",1.36480501025793,1.14890244712274,1.16371746005976
"PLW","Central Indo-Pacific","Western Coral Triangle","Halmahera",1.24694170592687,1.19208112338351,1.08776062119784
"UMI","Eastern Indo-Pacific","Hawaii","Hawaii",0.365247888237062,0.365247888237062,0.459189313750278
"USA","Eastern Indo-Pacific","Hawaii","Hawaii",0.867547759557349,0.867547759557349,0.867547759557349
"ATF","Southern Ocean","Subantarctic Islands","Heard and Macdonald Islands",1.77484237304842,1.24909935114744,1.24909935114744
"HMD","Southern Ocean","Subantarctic Islands","Heard and Macdonald Islands",1.73739894327855,1.72963971930676,1.72963971930676
"AUS","Temperate Australasia","West Central Australian Shelf","Houtman",1.89316150960035,1.8787943886456,1.72732945266572
"CAN","Arctic","Arctic","Hudson Complex",1.38853271581083,1.37536559492745,1.37536559492745
"CHL","Temperate South America","Warm Temperate Southeastern Pacific","Humboldtian",0.731036492504761,0.712804621345348,0.75678003031485
"PER","Temperate South America","Warm Temperate Southeastern Pacific","Humboldtian",0.652195327396967,0.65841029656965,0.65841029656965
"CHL","Temperate South America","Juan Fernandez and Desventuradas","Juan Fernandez and Desventuradas",0.788325305410719,0.788325305410719,0.75678003031485
"RUS","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Kamchatka Shelf and Coast",1.47499066079655,1.6157129650401,1.61539041328487
"USA","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Kamchatka Shelf and Coast",1.58590469830404,1.58590469830404,1.08324700838473
"RUS","Arctic","Arctic","Kara Sea",1.25657422625044,1.20373223603573,1.20373223603573
"ATF","Southern Ocean","Subantarctic Islands","Kerguelen Islands",1.5094270625515,1.24909935114744,1.24909935114744
"HMD","Southern Ocean","Subantarctic Islands","Kerguelen Islands",1.63975405889283,1.72963971930676,1.72963971930676
"NZL","Temperate Australasia","Northern New Zealand","Kermadec Island",1.20516904615935,0.997312115942689,0.892799294663267
"CAN","Arctic","Arctic","Lancaster Sound",0.884706149439182,1.37536559492745,1.37536559492745
"RUS","Arctic","Arctic","Laptev Sea",0.842219548430621,1.20373223603573,1.20373223603573
"AUS","Temperate Australasia","Southwest Australian Shelf","Leeuwin",2.08528473015411,2.15272304633781,1.72732945266572
"AUS","Central Indo-Pacific","Western Coral Triangle","Lesser Sunda",1.2919622220099,1.2919622220099,0.955895277764987
"IDN","Central Indo-Pacific","Western Coral Triangle","Lesser Sunda",1.17518651523056,1.14890244712274,1.16371746005976
"TLS","Central Indo-Pacific","Western Coral Triangle","Lesser Sunda",0.881625353537108,0.862865605905029,0.884562279682811
"COK","Eastern Indo-Pacific","Central Polynesia","Line Islands",0.252334785958131,0.621246799212831,0.925543089028639
"KIR","Eastern Indo-Pacific","Central Polynesia","Line Islands",0.255998999275123,0.252075749793796,0.297079752427288
"UMI","Eastern Indo-Pacific","Central Polynesia","Line Islands",0.24131672450375,0.242302121441366,0.459189313750278
"AUS","Central Indo-Pacific","Lord Howe and Norfolk Islands","Lord Howe and Norfolk Islands",1.18828921217998,1.18828921217998,0.955895277764987
"NCL","Central Indo-Pacific","Lord Howe and Norfolk Islands","Lord Howe and Norfolk Islands",1.03600704173247,1.03600704173247,0.842550603653917
"NFK","Central Indo-Pacific","Lord Howe and Norfolk Islands","Lord Howe and Norfolk Islands",0.852100706892896,0.852100706892896,0.852100706892896
"NZL","Central Indo-Pacific","Lord Howe and Norfolk Islands","Lord Howe and Norfolk Islands",0.590459682439503,0.590459682439503,0.590459682439503
"AUS","Southern Ocean","Subantarctic Islands","Macquarie Island",0.855369797050258,0.855369797050258,0.855369797050258
"MEX","Temperate Northern Pacific","Warm Temperate Northeast Pacific","Magdalena Transition",0.706838246602376,0.834079651908126,0.834079651908126
"IDN","Central Indo-Pacific","Sunda Shelf","Malacca Strait",1.60865280073622,1.46549630573282,1.16371746005976
"MYS","Central Indo-Pacific","Sunda Shelf","Malacca Strait",1.99398259527584,1.58300706895543,1.53260173028229
"SGP","Central Indo-Pacific","Sunda Shelf","Malacca Strait",4.02741847719465,4.02741847719465,4.02741847719465
"THA","Central Indo-Pacific","Sunda Shelf","Malacca Strait",1.2380784043244,1.49152087128196,1.49152087128196
"IND","Western Indo-Pacific","Central Indian Ocean Islands","Maldives",1.05483500120515,1.05483500120515,1.17224005146875
"MDV","Western Indo-Pacific","Central Indian Ocean Islands","Maldives",0.891360570209563,0.891326001694097,0.892711536293405
"MUS","Western Indo-Pacific","Central Indian Ocean Islands","Maldives",0.869961612078608,0.826012854563168,1.05741829517427
"ARG","Temperate South America","Magellanic","Malvinas/Falklands",0.928905674173862,0.952615486130234,0.965284834542195
"AUS","Temperate Australasia","East Central Australian Shelf","Manning-Hawkesbury",1.36229685883923,1.25273957333278,1.72732945266572
"FSM","Central Indo-Pacific","Tropical Northwestern Pacific","Mariana Islands",1.19585129929855,0.82051914287101,0.815865006981075
"GUM","Central Indo-Pacific","Tropical Northwestern Pacific","Mariana Islands",1.23647071809541,1.23647071809541,1.23647071809541
"JPN","Central Indo-Pacific","Tropical Northwestern Pacific","Mariana Islands",0.689839368153896,0.823051038185694,0.815363025312103
"MNP","Central Indo-Pacific","Tropical Northwestern Pacific","Mariana Islands",0.949409123864613,0.949409123864613,0.949409123864613
"COK","Eastern Indo-Pacific","Southeast Polynesia","Tuamotus",0.38609429776942,1.23687258770715,0.925543089028639
"KIR","Eastern Indo-Pacific","Southeast Polynesia","Tuamotus",0.313389216774612,0.313389216774612,0.297079752427288
"PCN","Eastern Indo-Pacific","Southeast Polynesia","Tuamotus",0.312936685663281,0.433897051247199,0.433897051247199
"PYF","Eastern Indo-Pacific","Southeast Polynesia","Tuamotus",0.437541030075115,0.642498705252164,0.574953444547445
"KIR","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Marshall Islands",0.614120646982509,0.325527904533639,0.297079752427288
"MHL","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Marshall Islands",0.840935604929418,0.836358307657767,0.836358307657767
"UMI","Eastern Indo-Pacific","Marshall, Gilbert and Ellis Islands","Marshall Islands",1.06739840420732,0.881904414758181,0.459189313750278
"MDG","Western Indo-Pacific","Western Indian Ocean","Mascarene Islands",1.62467405200005,1.22300265192691,1.22300265192691
"MUS","Western Indo-Pacific","Western Indian Ocean","Mascarene Islands",1.36185228966624,1.17977175683305,1.05741829517427
"REU","Western Indo-Pacific","Western Indian Ocean","Mascarene Islands",1.89013207430584,1.8899097349189,1.8899097349189
"MEX","Tropical Eastern Pacific","Tropical East Pacific","Mexican Tropical Pacific",0.918502616328875,0.871603969327434,0.871603969327434
"NAM","Temperate Southern Africa","Benguela","Namaqua",0.483800098579625,0.769776740547746,0.769776740547746
"ZAF","Temperate Southern Africa","Benguela","Namaqua",0.626159538712976,0.626159538712976,0.842775958173261
"AGO","Temperate Southern Africa","Benguela","Namib",1.10021721875706,1.10021721875706,1.10021721875706
"NAM","Temperate Southern Africa","Benguela","Namib",0.926953049970536,0.769776740547746,0.769776740547746
"ZAF","Temperate Southern Africa","Agulhas","Natal",0.979131821784932,0.915392156429951,0.842775958173261
"AUS","Central Indo-Pacific","Tropical Southwestern Pacific","New Caledonia",0.813061123948638,1.01351492606386,0.955895277764987
"NCL","Central Indo-Pacific","Tropical Southwestern Pacific","New Caledonia",0.83470040248174,0.842200165544333,0.842550603653917
"SLB","Central Indo-Pacific","Tropical Southwestern Pacific","New Caledonia",1.18739227771759,1.08555191787845,1.0609871031792
"VUT","Central Indo-Pacific","Tropical Southwestern Pacific","New Caledonia",0.821537882089615,1.08729730987061,1.08729730987061
"COL","Tropical Eastern Pacific","Tropical East Pacific","Nicoya",0.253127751173452,0.580455971125663,0.580455971125663
"CRI","Tropical Eastern Pacific","Tropical East Pacific","Nicoya",0.672712117943499,0.431052243630599,0.42823046906578
"NIC","Tropical Eastern Pacific","Tropical East Pacific","Nicoya",0.885543812066317,0.841328179007063,0.841328179007063
"PAN","Tropical Eastern Pacific","Tropical East Pacific","Nicoya",0.540299126878381,0.802491187342026,0.802491187342026
"AUS","Central Indo-Pacific","Northwest Australian Shelf","Ningaloo",1.65469391453904,1.25396106000821,0.955895277764987
"CAN","Temperate Northern Pacific","Cold Temperate Northeast Pacific","North American Pacific Fijordland",0.845582739443381,0.880390444328728,0.880390444328728
"USA","Temperate Northern Pacific","Cold Temperate Northeast Pacific","North American Pacific Fijordland",0.898064067327403,1.08729388083055,1.08324700838473
"CAN","Arctic","Arctic","North Greenland",1.38128463029861,1.37536559492745,1.37536559492745
"GRL","Arctic","Arctic","North Greenland",1.1549677397809,1.66375980363252,1.66375980363252
"ARG","Temperate South America","Magellanic","North Patagonian Gulfs",0.940204113121045,0.952615486130234,0.965284834542195
"IDN","Central Indo-Pacific","Western Coral Triangle","Northeast Sulawesi",1.20384526956361,1.14890244712274,1.16371746005976
"BRA","Tropical Atlantic","Tropical Southwestern Atlantic","Northeastern Brazil",1.26724046388348,1.0407952170038,1.11077518330206
"JPN","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Northeastern Honshu",1.41711562437971,1.44333699689571,1.39024851677529
"NZL","Temperate Australasia","Northern New Zealand","Northeastern New Zealand",0.862068564358944,0.997312115942689,0.892799294663267
"EGY","Western Indo-Pacific","Red Sea and Gulf of Aden","Northern and Central Red Sea",1.94809456527305,1.94809456527305,1.94809456527305
"ISR","Western Indo-Pacific","Red Sea and Gulf of Aden","Northern and Central Red Sea",4.03248643875122,4.03248643875122,4.03248643875122
"JOR","Western Indo-Pacific","Red Sea and Gulf of Aden","Northern and Central Red Sea",2.81287384033203,2.81287384033203,2.81287384033203
"SAU","Western Indo-Pacific","Red Sea and Gulf of Aden","Northern and Central Red Sea",1.65260648137129,1.43508665717641,1.44122088323662
"SDN","Western Indo-Pacific","Red Sea and Gulf of Aden","Northern and Central Red Sea",1.62448294862302,1.39321394332712,1.39321394332712
"BGD","Western Indo-Pacific","Bay of Bengal","Northern Bay of Bengal",1.40550683525604,1.40550683525604,1.40550683525604
"IND","Western Indo-Pacific","Bay of Bengal","Northern Bay of Bengal",1.27509666820174,1.18776844518301,1.17224005146875
"MMR","Western Indo-Pacific","Bay of Bengal","Northern Bay of Bengal",1.26969104336629,1.26969104336629,1.29713271550627
"USA","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Northern California",0.941004314344693,1.08729388083055,1.08324700838473
"CRI","Tropical Eastern Pacific","Galapagos","Northern Galapagos Islands",0.203491017222404,0.188611557732706,0.42823046906578
"ECU","Tropical Eastern Pacific","Galapagos","Northern Galapagos Islands",0.212751651827208,0.268064632288181,0.323124818310865
"CAN","Arctic","Arctic","Northern Grand Banks - Southern Labrador",1.8906691851878,1.37536559492745,1.37536559492745
"MEX","Temperate Northern Atlantic","Warm Temperate Northwest Atlantic","Northern Gulf of Mexico",1.48970169935823,1.48970169935823,1.48970169935823
"USA","Temperate Northern Atlantic","Warm Temperate Northwest Atlantic","Northern Gulf of Mexico",1.32020406774818,1.23220272877182,1.38091101125582
"CAN","Arctic","Arctic","Northern Labrador",1.75545653378662,1.37536559492745,1.37536559492745
"JPN","Central Indo-Pacific","Tropical Northwestern Pacific","Ogasawara Islands",0.824209940395074,0.823051038185694,0.815363025312103
"CAN","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Oregon, Washington, Vancouver Coast and Shelf",0.923144707959649,0.880390444328728,0.880390444328728
"USA","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Oregon, Washington, Vancouver Coast and Shelf",0.995233348998156,1.08729388083055,1.08324700838473
"JPN","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Oyashio Current",1.18212632665218,1.44333699689571,1.39024851677529
"RUS","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Oyashio Current",1.55073410545116,1.6157129650401,1.61539041328487
"BRN","Central Indo-Pacific","Western Coral Triangle","Palawan/North Borneo",1.26952301007343,1.26952301007343,1.09480313785148
"IDN","Central Indo-Pacific","Western Coral Triangle","Palawan/North Borneo",1.23779861044425,1.14890244712274,1.16371746005976
"MYS","Central Indo-Pacific","Western Coral Triangle","Palawan/North Borneo",1.69739146072742,1.67967395186939,1.53260173028229
"PHL","Central Indo-Pacific","Western Coral Triangle","Palawan/North Borneo",1.31624752174087,1.32474175914967,1.26106412943622
"COL","Tropical Eastern Pacific","Tropical East Pacific","Panama Bight",0.593435257433451,0.580455971125663,0.580455971125663
"CRI","Tropical Eastern Pacific","Tropical East Pacific","Panama Bight",0.186012339260843,0.431052243630599,0.42823046906578
"ECU","Tropical Eastern Pacific","Tropical East Pacific","Panama Bight",0.569818396564232,0.520150886139886,0.323124818310865
"PAN","Tropical Eastern Pacific","Tropical East Pacific","Panama Bight",0.993840103191513,0.802491187342026,0.802491187342026
"IDN","Central Indo-Pacific","Western Coral Triangle","Papua",1.10517548866496,1.14890244712274,1.16371746005976
"PLW","Central Indo-Pacific","Western Coral Triangle","Papua",1.07262365449043,1.19208112338351,1.08776062119784
"PNG","Central Indo-Pacific","Western Coral Triangle","Papua",0.992514148906425,0.992514148906425,0.91437623994107
"ARG","Temperate South America","Magellanic","Patagonian Shelf",1.01478417452944,0.952615486130234,0.965284834542195
"CHL","Temperate South America","Magellanic","Patagonian Shelf",0.980952888727188,0.768960202226976,0.75678003031485
"ASM","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.828384714789998,1.03038333960061,1.03190438061813
"COK","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.621454130805144,0.621246799212831,0.925543089028639
"KIR","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.246183454545043,0.252075749793796,0.297079752427288
"TKL","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.634347985177286,0.634347985177286,0.633887568141991
"UMI","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.243352849673296,0.242302121441366,0.459189313750278
"WLF","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.69804017411338,1.05430616223479,1.05151402375249
"WSM","Eastern Indo-Pacific","Central Polynesia","Phoenix/Tokelau/Northern Cook Islands",0.845494138002396,1.07678442974594,1.07678442974594
"ZAF","Southern Ocean","Subantarctic Islands","Prince Edward Islands",1.06658088725138,1.06658088725138,1.06658088725138
"CAN","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Puget Trough/Georgia Basin",1.35415662592704,0.880390444328728,0.880390444328728
"USA","Temperate Northern Pacific","Cold Temperate Northeast Pacific","Puget Trough/Georgia Basin",2.3624039207186,1.08729388083055,1.08324700838473
"PCN","Eastern Indo-Pacific","Southeast Polynesia","Rapa-Pitcairn",0.436197738315942,0.433897051247199,0.433897051247199
"PYF","Eastern Indo-Pacific","Southeast Polynesia","Rapa-Pitcairn",1.10570265450008,0.642498705252164,0.574953444547445
"MEX","Tropical Eastern Pacific","Tropical East Pacific","Revillagigedos",0.822010037846714,0.871603969327434,0.871603969327434
"ARG","Temperate South America","Warm Temperate Southwestern Atlantic","Rio de la Plata",0.998578488340844,1.00100708705542,0.965284834542195
"URY","Temperate South America","Warm Temperate Southwestern Atlantic","Rio de la Plata",0.945440721842978,0.89349075566832,0.89349075566832
"BRA","Temperate South America","Warm Temperate Southwestern Atlantic","Rio Grande",0.853034624301342,0.952460087637624,0.952460087637624
"URY","Temperate South America","Warm Temperate Southwestern Atlantic","Rio Grande",1.08394824266434,0.89349075566832,0.89349075566832
"ESH","Temperate Northern Atlantic","Lusitanian","Saharan Upwelling",1.99410742620207,1.99248863630915,1.99248863630915
"ESP","Temperate Northern Atlantic","Lusitanian","Saharan Upwelling",2.08734969082086,1.62980372212167,1.65608263898197
"MAR","Temperate Northern Atlantic","Lusitanian","Saharan Upwelling",1.84125524903664,1.83723564706054,1.83431762445483
"MRT","Temperate Northern Atlantic","Lusitanian","Saharan Upwelling",1.72494826489879,1.72494826489879,1.72494826489879
"PRT","Temperate Northern Atlantic","Lusitanian","Saharan Upwelling",1.57758190773301,1.28751409274859,1.28751409274859
"ASM","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.13059415488991,1.03038333960061,1.03190438061813
"FJI","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.67961497108142,1.67961497108142,1.36675778817953
"NIU","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.32605740427971,1.32605740427971,1.32605740427971
"TON","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.38950073376939,1.38950073376939,1.38950073376939
"TUV","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",0.833318760312056,0.833318760312056,0.706119376261961
"WLF","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.05548977016875,1.05430616223479,1.05151402375249
"WSM","Eastern Indo-Pacific","Central Polynesia","Samoa Islands",1.08477097296912,1.07678442974594,1.07678442974594
"BRA","Tropical Atlantic","Tropical Southwestern Atlantic","Sao Pedro and Sao Paulo Islands",1.09875133887828,1.0407952170038,1.11077518330206
"CAN","Temperate Northern Atlantic","Cold Temperate Northwest Atlantic","Scotian Shelf",1.69925663312037,1.77430487928695,1.77430487928695
"JPN","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Japan/East Sea",1.47403285518509,1.44333699689571,1.39024851677529
"KOR","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Japan/East Sea",1.3679041259482,1.36265021906985,1.40392052532725
"PRK","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Japan/East Sea",0.626778725613876,0.713983664284351,0.713983664284351
"RUS","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Japan/East Sea",1.65974405061195,1.6157129650401,1.61539041328487
"JPN","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Okhotsk",2.01375348713259,1.44333699689571,1.39024851677529
"RUS","Temperate Northern Pacific","Cold Temperate Northwest Pacific","Sea of Okhotsk",1.74266480628033,1.6157129650401,1.61539041328487
"COM","Western Indo-Pacific","Western Indian Ocean","Seychelles",0.948410158243654,1.04617623521606,1.04617623521606
"MDG","Western Indo-Pacific","Western Indian Ocean","Seychelles",0.94428768585313,1.22300265192691,1.22300265192691
"MUS","Western Indo-Pacific","Western Indian Ocean","Seychelles",1.00407518238961,1.17977175683305,1.05741829517427
"SYC","Western Indo-Pacific","Western Indian Ocean","Seychelles",1.05329068821451,1.05048034599623,1.05048034599623
"AUS","Temperate Australasia","West Central Australian Shelf","Shark Bay",1.86487250224404,1.8787943886456,1.72732945266572
"NZL","Temperate Australasia","Southern New Zealand","Snares Island",0.776179965112225,0.835281538069323,0.892799294663267
"PYF","Eastern Indo-Pacific","Southeast Polynesia","Society Islands",0.636727655119044,0.642498705252164,0.574953444547445
"FSM","Central Indo-Pacific","Eastern Coral Triangle","Solomon Archipelago",0.578267826041594,0.578267826041594,0.815865006981075
"PNG","Central Indo-Pacific","Eastern Coral Triangle","Solomon Archipelago",0.836424542054806,0.92748352715709,0.91437623994107
"SLB","Central Indo-Pacific","Eastern Coral Triangle","Solomon Archipelago",1.05062688608443,1.0508193759116,1.0609871031792
"AUS","Central Indo-Pacific","Eastern Coral Triangle","Solomon Sea",0.979893414624806,1.04879862144127,0.955895277764987
"PNG","Central Indo-Pacific","Eastern Coral Triangle","Solomon Sea",1.00677785104073,0.92748352715709,0.91437623994107
"SLB","Central Indo-Pacific","Eastern Coral Triangle","Solomon Sea",1.22081997493903,1.0508193759116,1.0609871031792
"AUS","Temperate Australasia","Southwest Australian Shelf","South Australian Gulfs",2.365628343706,2.15272304633781,1.72732945266572
"BRN","Central Indo-Pacific","South China Sea","South China Sea Oceanic Islands",0.915070810278908,0.915070810278908,1.09480313785148
"CHN","Central Indo-Pacific","South China Sea","South China Sea Oceanic Islands",1.3930690580226,1.79495706521087,1.79495706521087
"MYS","Central Indo-Pacific","South China Sea","South China Sea Oceanic Islands",1.11720099226157,1.11720099226157,1.53260173028229
"PHL","Central Indo-Pacific","South China Sea","South China Sea Oceanic Islands",1.20364046772153,1.20364046772153,1.26106412943622
"TWN","Central Indo-Pacific","South China Sea","South China Sea Oceanic Islands",1.31161074141606,1.3640344141377,1.31766131156495
