iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,572358.3930618109,2519362.637576237,703592.330803317,571187.9438826238,2440142.717371786,702161.472607837,65.63610374782782,NA,69.2160983709083,0.42913499639773434,81013.92552476095,-160233.8457292118,1794.005320310127,1794.005320310127,Sellers
ATF,Southern Ocean,333380.37303669815,2372849.4670516104,393877.4571146505,331937.68513086875,2275066.6988470377,392216.3165402909,67.77818529528574,NA,69.2160983709083,0.42913499639773434,99857.22800840743,-197639.99621298004,2074.459803835023,2074.459803835023,Sellers
HMD,Southern Ocean,103564.97450390446,525738.955946154,122645.61098498035,123905.2297825024,3252396.576762537,146544.29279092414,183.35264221910828,NA,69.2160983709083,0.42913499639773434,1407873.1102528214,1318784.5105635617,4134530.7310692044,1318784.5105635617,Buyers
CAN,Arctic,2736005.46244559,141530422.6624135,3385744.7356546535,2552082.46825844,26299225.00321087,3172344.509043106,199.558409958004,NA,2320.038592950781,0.0974387168470614,426708444.6452505,-541939642.3044531,311477246.9860478,311477246.9860478,Sellers
ARG,Temperate South America,721830.2570570086,771413558.3994119,865831.3309151167,710397.3345759537,747992371.2521018,850450.8598846701,1989.8511455661155,NA,2090.0859590677906,0.07892614139927345,23895790.748763345,-47316977.89607348,474603.6014531851,474603.6014531851,Sellers
IRL,Temperate Northern Atlantic,271902.6085025314,250114408.41374743,318535.6051606674,272451.55484563886,252035554.37160784,319180.26520858495,3499.697159808643,NA,3362.0139338229287,0.08963128465125414,1845565.2544483556,75580.70341205457,3766711.2123087645,75580.70341205457,Buyers
RUS,Arctic,2677236.3446634477,552695195.74099,3398246.875110971,2610995.8811034337,418308900.59366494,3317651.1800720645,1817.9937302758117,NA,2320.038592950781,0.0974387168470614,153680431.87418243,-288066727.0215075,19294136.726857364,19294136.726857364,Sellers
PCN,Eastern Indo-Pacific,352192.8198360097,324205.4407887757,461834.93363610376,337855.15369222,126093.70651225718,442875.6194206367,6.127361410443571,NA,31.725796139497255,0.8289872819760674,454873.87319404416,-652985.6074705627,256762.13891752565,256762.13891752565,Sellers
PYF,Eastern Indo-Pacific,3177622.5132139516,9190410.021711648,3795310.1350765508,3243036.7769292863,11451877.019239046,3873814.338833117,37.91228399812906,NA,31.725796139497255,0.8289872819760674,2075319.5952480212,186147.40227937698,4336786.592775419,186147.40227937698,Buyers
SJM,Arctic,438537.02077633265,169272187.93480718,531839.9827637546,416455.08319341356,125621076.52561192,505950.30080406583,1665.286025796639,NA,2320.038592950781,0.0974387168470614,51230947.39950256,-94882058.80869782,7579835.990307301,7579835.990307301,Sellers
GRL,Arctic,971106.9725535683,554603045.337369,1153898.0668782536,1140066.8795533811,1074645095.8054497,1355387.937649024,3905.793958001795,NA,2320.038592950781,0.0974387168470614,391993504.90094054,128048545.56714022,912035555.3690213,128048545.56714022,Buyers
TKL,Eastern Indo-Pacific,246970.20360530564,337749.6597469449,313341.7107855084,234130.18216793754,158414.3450498959,297688.06940112927,5.66987668490852,NA,31.725796139497255,0.8289872819760674,407359.90254871466,-586695.2172457636,228024.58785166565,228024.58785166565,Sellers
ISL,Temperate Northern Atlantic,318190.9427035393,181344350.98559377,383563.28173577815,300827.3667111008,134132768.08028768,361714.04188114416,2340.48464465211,NA,3362.0139338229287,0.08963128465125414,58376584.427571446,-105588167.33287753,11165001.52226536,11165001.52226536,Sellers
ZAF,Temperate Southern Africa,754839.2748553755,5325753.118014743,839266.5683391953,760485.8755306009,5983772.082751512,845856.5861193228,141.67979706076255,NA,112.32784558118479,0.5829462676646363,634270.4887053296,23748.47603143938,1292289.4534420986,23748.47603143938,Buyers
ZAF,Southern Ocean,230348.18817487438,195666.24823856354,276534.185808683,214223.81500263317,10647.51364989438,257958.46941068355,1.5432738412660982,NA,69.2160983709083,0.42913499639773434,1116066.1996590819,-1301084.934247751,931047.4650704127,931047.4650704127,Sellers
NIU,Central Indo-Pacific,260916.44637605041,322444.6013536453,319135.0553046284,242652.2951297269,34465.64543980939,295937.80245565006,4.306620301310676,NA,2776.9361620178493,0.26608210426681433,50718382.064479135,-51006361.02039297,50430403.1085653,50430403.1085653,Sellers
WLF,Eastern Indo-Pacific,146956.79955223086,369361.8073608875,188799.9869157984,142900.45108167917,261383.8990624936,183457.68275299788,26.033703397227736,NA,31.725796139497255,0.8289872819760674,128690.88464748439,-236668.7929458783,20712.976349090488,20712.976349090488,Sellers
NAM,Temperate Southern Africa,381329.5784786177,5531080.1928014755,473205.74489777884,395491.78056000586,7923346.257716814,492906.7245003972,214.412145306288,NA,112.32784558118479,0.5829462676646363,1590809.6484877022,801456.4164276363,3983075.7134030405,801456.4164276363,Buyers
GEO,Temperate Northern Atlantic,14593.161826777525,4853392.119021893,22722.147911083663,13571.640498903098,2281764.257382388,21088.68180009672,2517.4490159598786,NA,3362.0139338229287,0.08963128465125414,3434368.9380111233,-6005996.799650628,862741.076371619,862741.076371619,Sellers
BMU,Tropical Atlantic,332392.16704111773,1248528.281929016,372227.1909775926,309124.71534823946,7651.927756010339,345344.51612364606,0.292732047351128,NA,1176.977820704631,0.13435785857290972,27385274.586834144,-28626150.94100715,26144398.23266114,26144398.23266114,Sellers
MNP,Central Indo-Pacific,610388.6775714137,1995986.2967677116,709479.1099468991,567661.4701414148,1191744.0246678654,659507.8276866009,7.909954055225675,NA,2776.9361620178493,0.26608210426681433,118650727.4144017,-119454969.68650155,117846485.14230184,117846485.14230184,Sellers
TWN,Central Indo-Pacific,257068.52871097554,92483347.6185379,284933.3256630742,243578.63125946798,64165858.80257355,269916.4839313389,1776.1053555164622,NA,2776.9361620178493,0.26608210426681433,37460584.05500379,-65778072.87096815,9143095.239039436,9143095.239039436,Sellers
SHN,Tropical Atlantic,773309.1883245273,5093337.963125229,843578.1065172788,724175.5655375049,371969.32158707315,790557.8185595372,8.694400635492212,NA,1176.977820704631,0.13435785857290972,57829184.27119314,-62550552.9127313,53107815.62965498,53107815.62965498,Sellers
CHL,Eastern Indo-Pacific,365603.8400328783,652203.597196579,489180.4127423293,350954.8493453284,231622.20703483166,469524.1819389385,23.622496891576176,NA,31.725796139497255,0.8289872819760674,464750.89220260095,-885332.2823643483,44169.50204085364,44169.50204085364,Sellers
BHS,Tropical Atlantic,470441.5111462906,130856298.1859374,574117.7420264249,451484.17828459863,112300744.43907517,550423.5769581911,848.6289657732169,NA,1176.977820704631,0.13435785857290972,22312360.317926474,-40867914.06478871,3756806.571064234,3756806.571064234,Sellers
JAM,Tropical Atlantic,219917.9502824082,13609245.863783836,250669.5575469734,204523.69376263962,2633414.5715227886,231559.0969949036,321.3954318466057,NA,1176.977820704631,0.13435785857290972,18118698.490005262,-29094529.78226631,7142867.197744215,7142867.197744215,Sellers
