iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,422665.90415255044,155487.76238423027,519635.5341639958,428710.4903625688,169004.56436646613,527082.3564569989,2.305959744843493,NA,2.167115534910352,0.6928840898922497,13099.316677835703,417.4853044001593,26616.118660071574,417.4853044001593,Buyers
ATF,Southern Ocean,194232.56675715686,137213.86182844552,229065.2236632023,234117.53357872684,236926.06668763937,276963.5069044693,3.0336925588203445,NA,2.167115534910352,0.6928840898922497,86435.33120840826,13276.873650785594,186147.5360676021,13276.873650785594,Buyers
HMD,Southern Ocean,79696.19869687612,8167.039686388336,94033.65632405253,83900.94270993555,19168.395778642367,98979.4666077159,2.9831953498527315,NA,2.167115534910352,0.6928840898922497,9112.166071022393,1889.1900212316377,20113.522163276422,1889.1900212316377,Buyers
CAN,Arctic,2593159.251954571,35678507.37335099,3219810.2354287803,1917679.6805562335,1151527.9046852726,2412751.2536932193,3.0557331712609512,NA,267.67335437554766,0.5948115758770964,180807882.6883502,-215334862.15701592,146280903.21968448,146280903.21968448,Sellers
ARG,Temperate South America,68402.05521784656,3047242.1181618795,80738.87452824503,534300.26193332,474310907.72319496,636751.9025743905,1363.0809448203613,NA,314.48596547167824,0.11953252170976125,146518447.3504392,324745218.2545939,617782112.9554722,324745218.2545939,Buyers
IRL,Temperate Northern Atlantic,168317.9785161524,31781587.538747445,197434.4709943874,205071.06278703996,83053526.07850422,241050.15552922038,1710.6332718741853,NA,1080.8249998013498,0.4863123372205741,39723652.299781054,11548286.23997572,90995590.83953783,11548286.23997572,Buyers
RUS,Arctic,2221147.363344963,36127086.3754461,2846178.1674896413,1936565.0411210142,9925209.095597357,2477870.2675459064,19.677535218798514,NA,267.67335437554766,0.5948115758770964,76175104.78566739,-102376982.06551614,49973227.50581864,49973227.50581864,Sellers
PCN,Eastern Indo-Pacific,323349.6872429928,52169.97594502568,423559.41883457475,254299.57804790747,13047.488466964005,332413.68832742656,0.13431979403399638,NA,4.297354314321673,0.5897350747259533,296732.78465388255,-335855.27213194425,257610.2971758209,257610.2971758209,Sellers
PYF,Eastern Indo-Pacific,2938494.9115679,5392054.262922585,3509263.256805138,2440995.4234951613,3953485.492095398,2908872.694967762,2.4947641415147905,NA,4.297354314321673,0.5897350747259533,2137931.5714422064,-3576500.3422693936,699362.8006150192,699362.8006150192,Sellers
SJM,Arctic,278113.7007496232,18387532.278557196,340426.8867208869,297050.2031413466,24248438.28684115,363114.40737077256,353.36808243880597,NA,267.67335437554766,0.5948115758770964,5068797.115333182,792108.8929507723,10929703.123617135,792108.8929507723,Buyers
GRL,Arctic,498650.6725054452,22633667.837368973,602755.2556511246,842149.3205682032,309329084.48488444,1000874.5930862367,1539.3340980703936,NA,267.67335437554766,0.5948115758770964,91945435.35042416,194749981.2970913,378640851.9979396,194749981.2970913,Buyers
TKL,Eastern Indo-Pacific,222541.42328662655,102625.3638485074,282889.50126689905,176227.018836082,600.0232588226365,224041.30818731824,0.006477088555307992,NA,4.297354314321673,0.5897350747259533,199029.40578078656,-301054.7463704713,97004.06519110179,97004.06519110179,Sellers
ISL,Temperate Northern Atlantic,247171.36341118254,38778911.88042587,295880.4188226663,226429.20075029088,20122263.842939887,271072.9675779056,651.3478588656233,NA,1080.8249998013498,0.4863123372205741,22418647.95383779,-41075295.99132377,3761999.9163518064,3761999.9163518064,Sellers
ZAF,Temperate Southern Africa,621146.3679029049,140816.91399550438,683213.9573770352,572408.7235176564,46954.963566747,627869.0041049997,0.9546464766922287,NA,3.552221490447174,0.37552631478549214,173126.9077790515,-266988.85820780887,79264.9573502941,79264.9573502941,Sellers
ZAF,Southern Ocean,215478.14338853862,12583.285836219788,259462.16218443596,161243.73172241205,827.4887295242165,196569.39056550356,0.03525960162472247,NA,2.167115534910352,0.6928840898922497,117532.23604838611,-129288.03315508168,105776.43894169055,105776.43894169055,Sellers
NIU,Central Indo-Pacific,260916.44637605041,322444.6013536453,319135.0553046284,182641.51246323527,711.488629778828,222613.91863005408,0.007720872987071518,NA,79.71680164199248,0.012125543854513476,6239827.380267955,-6561560.492991822,5918094.267544089,5918094.267544089,Sellers
WLF,Eastern Indo-Pacific,131053.17792537989,125020.80931401253,167882.3244040887,107559.47930879073,45319.48356519241,137688.4704979126,2.2444352129524727,NA,4.297354314321673,0.5897350747259533,100960.74710937253,-180662.07285819267,21259.421360552413,21259.421360552413,Sellers
NAM,Temperate Southern Africa,257672.60242042027,47095.702567100525,307998.2083532275,297681.9853677463,539645.119082214,357893.98619721155,21.909199733343662,NA,3.552221490447174,0.37552631478549214,142122.1899250223,350427.22659009113,634671.6064401357,350427.22659009113,Buyers
GEO,Temperate Northern Atlantic,13155.290999185087,1233625.6190218925,20422.91714148615,10215.213278744268,746801.8418544799,15561.209552025355,110.34104876032238,NA,1080.8249998013498,0.4863123372205741,3177709.501611401,-3664533.278778814,2690885.724443988,2690885.724443988,Sellers
BMU,Tropical Atlantic,323572.1692374091,155095.6295852661,361752.6406059735,232674.5169287824,4422.002141280553,259919.98989022677,0.027853269779649345,NA,20.140293513713573,0.9996580452347261,1830705.3972032256,-1981379.0246472112,1680031.76975924,1680031.76975924,Sellers
MNP,Central Indo-Pacific,610388.6775714137,1995986.2967677116,709479.1099468991,427272.0742999895,587959.2577101119,492306.25452160905,3.2216713370506804,NA,79.71680164199248,0.012125543854513476,14597469.940343553,-16005496.979401153,13189442.901285954,13189442.901285954,Sellers
TWN,Central Indo-Pacific,153457.5578266249,2375240.274787903,170623.34881727613,182669.13793712857,7882543.733318912,203342.81929854007,366.03014006123766,NA,79.71680164199248,0.012125543854513476,2328653.7373181945,3178649.7212128146,7835957.1958492035,3178649.7212128146,Buyers
SHN,Tropical Atlantic,731193.0153970758,452832.0256252289,798064.6107917622,545078.3826626381,28124.97015828668,596763.573590743,0.1307649286687884,NA,20.140293513713573,0.9996580452347261,3748403.3304685797,-4173110.3859355217,3323696.2750016376,3323696.2750016376,Sellers
CHL,Eastern Indo-Pacific,340921.7690169899,33036.28274345398,456006.08923478227,237384.31694118984,5707.882264944001,317968.06299989426,0.04312103392274324,NA,4.297354314321673,0.5897350747259533,444937.1163718129,-472265.51685032283,417608.7158933029,417608.7158933029,Sellers
BHS,Tropical Atlantic,273147.40030458214,395278.5098514557,329517.6112886563,339826.8008593752,33979463.15103357,407317.0778737236,620.2956373176609,NA,20.140293513713573,0.9996580452347261,1342942.698492008,32241241.942690108,34927127.33967412,32241241.942690108,Buyers
JAM,Tropical Atlantic,182659.0061449836,149200.27784633636,206673.24773331956,153942.56519768573,13273.778561688852,174341.9521769531,0.5820579008202238,NA,20.140293513713573,0.9996580452347261,578357.5493478022,-714284.0486324497,442431.05006315466,442431.05006315466,Sellers
AIA,Tropical Atlantic,67381.40432770913,144171.53398799896,80905.8580361115,54731.345147847,1025.276514660657,65708.07313112605,0.045355855962272304,NA,20.140293513713573,0.9996580452347261,254775.90484826997,-397922.1623216083,111629.64737493166,111629.64737493166,Sellers
