iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,22154.797067718973,227.20645458382407,28564.056521511855,156144.9271068117,6083.117917251901,195071.70075196162,0.1381636756652853,NA,0.01625703985486532,0.9856051286670559,2178.282884204117,3677.6285784639604,8034.194346872195,3677.6285784639604,Buyers
ATF,Southern Ocean,41359.32774830288,105.77390967309475,49034.80041024158,46983.33060941195,236.08915146924704,55555.509201743385,0.03375287298292225,NA,0.01625703985486532,0.9856051286670559,91.42963865692668,38.88560313922561,221.74488045307896,38.88560313922561,Buyers
HMD,Southern Ocean,62583.82443429011,103.77301234658808,73888.55003943687,7371.002223285943,0.08083034885406094,8988.824690062305,1.1498905335635855e-5,NA,0.01625703985486532,0.9856051286670559,897.5970511838879,-1001.2892331816219,793.9048691861539,793.9048691861539,Sellers
CAN,Arctic,1338636.9552925911,151279.69598283246,1702925.6662610276,704039.564952013,2105.76182062252,903155.5859159345,0.015528955855323023,NA,0.8073809461877247,0.4489080176365754,512361.8414614369,-661535.7756236468,363187.90729922696,363187.90729922696,Sellers
ARG,Temperate South America,35113.22279832264,8757.93652125448,41638.47170935237,197418.9055734991,87961387.8287807,234186.02463516683,893.4875882338023,NA,0.9470860900738028,0.24987766686990587,153717.45449630084,87798912.43776315,88106347.34675574,87798912.43776315,Buyers
IRL,Temperate Northern Atlantic,68870.70432231357,165724.45085681975,80531.18547364343,76169.25189232915,260344.4495445811,89035.89926696623,15.254706091613746,NA,11.671535744087295,0.737445666919399,85185.25884335832,9434.739844403026,179805.25753111966,9434.739844403026,Buyers
RUS,Arctic,573655.0674643408,185453.0838933012,719687.6476655906,646349.5211546475,248903.22801037124,812393.3822024865,0.9391958764300533,NA,0.8073809461877247,0.4489080176365754,58692.11680307951,4758.027313990533,122142.26092014955,4758.027313990533,Buyers
PCN,Eastern Indo-Pacific,312518.20200648706,26490.058952838182,409429.93810549856,94454.12898922281,1069.6257622414807,123631.8489859411,0.0329870083720986,NA,1.7941724093839675,0.030531032805107938,391244.54328546644,-416664.97647606314,365824.11009486974,365824.11009486974,Sellers
PYF,Eastern Indo-Pacific,1096502.6545887839,1111862.8870965713,1322672.324550021,906655.4430124887,779112.9105820785,1103601.2334943153,1.702817448132985,NA,1.7941724093839675,0.030531032805107938,340618.6290086694,-673368.6055231622,7868.65249417664,7868.65249417664,Sellers
SJM,Arctic,51308.41592784207,9702.004356756806,63970.31208937602,68623.47608521875,29740.511862801246,85665.03720631966,1.6375979059745411,NA,0.8073809461877247,0.4489080176365754,13979.849653160154,6058.657852884286,34018.35715920459,6058.657852884286,Buyers
