iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,rect,mkt_tc_b,mkt_tc_s,savings,transaction
WLF,Eastern Indo-Pacific,107621.15879559547,45457.91917729378,137767.99367647967,62999.12359514887,5392.873133286252,80807.86883514488,0.28923927098395336,NA,2.5389506206626393,113293.14396740404,-153358.19001141156,73228.09792339652,73228.09792339652,Sellers
"NAM",Temperate Southern Africa,218833.05710290774,2535.830039024353,259475.69679385336,174356.59142968003,993.7014826251278,208056.62886114296,0.013153696755290434,NA,0.14783525549926094,6575.189666505727,-8117.318222904952,5033.0611101065015,5033.0611101065015,Sellers
GEO,Temperate Northern Atlantic,1464.9214311502308,2.7752718925476074,2281.301538398671,5983.196348978785,349517.8482298284,9070.721141423142,78.71658352330363,NA,55.730258045210455,251804.62708978736,97710.4458681485,601319.7000477233,97710.4458681485,Buyers
BMU,Tropical Atlantic,314281.04839773296,15339.305366516113,351072.2991051022,136280.78848685828,2103.0996321814514,153315.68798079464,0.02081457914686535,NA,2.5251441499521925,449476.315003915,-462712.52073824964,436240.10926958034,436240.10926958034,Sellers
MNP,Central Indo-Pacific,562873.6289680287,1154204.2049708366,653715.2102756599,250259.35780427963,133746.30104959922,282883.05588722974,1.96837384013113,NA,7.214766619540059,2255439.008384061,-3275896.9123052983,1234981.1044628236,1234981.1044628236,Sellers
TWN,Central Indo-Pacific,65126.35263458584,80599.09119415283,72590.14459377153,105870.21157417896,493088.3984085332,118537.83294571318,16.86721865063134,NA,7.214766619540059,293957.4334286253,118531.87378575507,706446.7406430056,118531.87378575507,Buyers
SHN,Tropical Atlantic,679403.2577075476,64883.26585960388,743046.323299037,319260.19555954525,3302.6922564400375,354932.6907043063,0.05669892498825509,NA,2.5251441499521925,909413.1465288971,-970993.7201320609,847832.5729257333,847832.5729257333,Sellers
CHL,Eastern Indo-Pacific,338876.14840283146,26078.24758720398,453268.42455342837,94186.68912727601,1365.650072887392,127715.36096464709,0.020860125610407503,NA,2.5389506206626393,621254.4544972772,-645967.0520115937,596541.8569829606,596541.8569829606,Sellers
BHS,Tropical Atlantic,230199.16910065056,14508.583093643188,279995.31196494575,199041.41193191987,3616.7721298806373,243372.72837182952,0.0586453983325808,NA,2.5251441499521925,78677.8282402513,-89569.63920401385,67786.01727648875,67786.01727648875,Sellers
JAM,Tropical Atlantic,169722.1882720235,27454.159682273865,191944.5521021337,90166.35961578738,1497.2034467595877,103464.51375961288,0.03149697265556111,NA,2.5251441499521925,200889.9353258936,-226846.8915614079,174932.97909037932,174932.97909037932,Sellers
AIA,Tropical Atlantic,57896.77814238075,1591.1785192489624,69394.10023539259,32056.930729453252,415.2700040297104,40477.517542739246,0.01827533385471151,NA,2.5251441499521925,65249.33953041116,-66425.24804563042,64073.43101519191,64073.43101519191,Sellers
CRI,Tropical Eastern Pacific,346951.6745176459,94610.22963047028,400390.42494269897,189758.43849698594,5440.236039229946,216737.45766874374,0.11484542363027693,NA,2.597237028921603,408268.0932888712,-497438.08688011154,319098.0996976309,319098.0996976309,Sellers
TCA,Tropical Atlantic,48354.28424750721,5197.58731174469,62311.567126412665,28607.0333365802,380.88153961203545,39569.67819897629,0.019613463964820114,NA,2.5251441499521925,49864.655115365444,-54681.3608874981,45047.94934323279,45047.94934323279,Sellers
CYM,Tropical Atlantic,88798.30546558768,4661.409663200378,107635.82052165201,38288.38984350455,495.5554835863659,46654.408614193,0.021346440837455242,NA,2.5251441499521925,127544.81794768207,-131710.67212729607,123378.96376806806,123378.96376806806,Sellers
ISL,Arctic,21163.003194197503,18968.61580133438,25403.884488488082,76314.24785620323,1897610.6610251374,91455.96976303725,89.02318518597905,NA,3.5268841305316805,194512.04957749805,1684129.995646305,2073154.0948013011,1684129.995646305,Buyers
ATG,Tropical Atlantic,67926.48769646337,4549.773719787598,78662.45326122029,38469.44028582888,474.07001825704316,46584.42176205288,0.016527446528303354,NA,2.5251441499521925,74383.29094382806,-78458.99464535862,70307.58724229751,70307.58724229751,Sellers
DOM,Tropical Atlantic,178999.53195531142,188193.87184619904,209858.2872419301,85865.92463687062,60464.21775889641,104480.46240791865,1.168969928739733,NA,2.5251441499521925,235175.7836841055,-362905.4377714081,107446.12959680287,107446.12959680287,Sellers
COG,Tropical Atlantic,10913.715818272747,1385.0984649658203,12244.533205329279,10242.888262662102,1220.935306942829,12244.533205329279,0.2447173743087452,NA,2.5251441499521925,1693.9362776769506,-1858.099435699942,1529.7731196539592,1529.7731196539592,Sellers
GAB,Tropical Atlantic,19866.0735951612,35707.084743499756,21472.748167646365,73679.78479833665,210089.35257866222,82839.56410172352,4.206481864420464,NA,2.5251441499521925,135887.37803191526,38494.889803247206,310269.64586707775,38494.889803247206,Buyers
HTI,Tropical Atlantic,63379.48903875467,12779.465953826904,73395.53249528515,34426.00816372109,436.3257098892711,41261.5250830277,0.020738311317302822,NA,2.5251441499521925,73111.71285234373,-85454.85309628135,60768.572608406095,60768.572608406095,Sellers
AUS,Central Indo-Pacific,987906.953919333,741960.266418457,1092299.390568259,864783.14495576825,246893.25314971968,956552.1289806685,1.5628369438369591,NA,7.214766619540059,888309.5469809545,-1383376.5602496918,393242.5337122171,393242.5337122171,Sellers
USA,Temperate Northern Pacific,1101228.6005142075,3369288.4683561325,1295166.8549065387,721455.4020933479,1213551.2426710906,854229.2217614226,2.422826729291059,NA,18.086693979511814,6868841.621458508,-9024578.84714355,4713104.395773467,4713104.395773467,Sellers
HND,Tropical Atlantic,91652.87926642365,32689.604829788208,108568.64429237676,68192.47273623,5430.501687945303,82137.93956030588,0.363951593318988,NA,2.5251441499521925,59240.90830521871,-86500.01144706161,31981.805163375808,31981.805163375808,Sellers
CUW,Tropical Atlantic,21775.36848736173,10351.209657669067,23934.49601324866,12468.455692603171,186.30278484324603,14978.925921972097,0.023158922126413305,NA,2.5251441499521925,23501.29639779979,-33666.203270625614,13336.389524973969,13336.389524973969,Sellers
CUB,Tropical Atlantic,156725.33733537246,83759.74105644226,194810.76445986342,116527.21267535152,22231.521897378272,146302.53203117583,0.3448749337916305,NA,2.5251441499521925,101506.05932430085,-163034.27848336485,39977.84016523686,39977.84016523686,Sellers
GBR,Temperate Northern Atlantic,245207.9314832775,11665064.435513685,58146.54555778272,245207.9314832775,232207656.87623447,289195.70922585385,2131.2082493349735,NA,55.730258045210455,0,220542592.4407208,220542592.4407208,220542592.4407208,Buyers
TON,Central Indo-Pacific,342569.7408339504,161026.771982193,393493.4692930976,163626.33370921898,2732.0696139036145,186153.47464724386,0.019918632352350422,NA,7.214766619540059,1291034.920510279,-1449329.6228785685,1132740.2181419895,1132740.2181419895,Sellers
GUY,Tropical Atlantic,60503.42600763715,10488.786947250366,69870.78039486002,49182.66013103316,1563.454198472201,57692.42232106646,0.16205352474550516,NA,2.5251441499521925,28586.565726284967,-37511.898475063135,19661.232977506803,19661.232977506803,Sellers
BRB,Tropical Atlantic,119635.41396296886,17435.555751800537,134752.41557986516,66619.44308065128,1465.4369607302076,77752.52031026721,0.030537393409850698,NA,2.5251441499521925,133872.96872752,-149843.08751859033,117902.84993644967,117902.84993644967,Sellers
CHL,Temperate South America,627603.5494361754,2023646.3822970781,594235.1577380209,627603.5494361755,2050416.716820448,728075.4711633436,4.608773458068773,NA,4.139293915525244,4.818772333121445e-10,26770.33452336931,26770.334523370257,26770.33452336931,Buyers
ABW,Tropical Atlantic,16242.849944317833,8485.709781646729,17891.318223256814,11249.689331148373,713.293755006946,14914.812646671988,1.146646995169889,NA,2.5251441499521925,12608.450312116565,-20380.86633875635,4836.034285476782,4836.034285476782,Sellers
BLZ,Tropical Atlantic,7006.445836806402,4554.187786102295,8818.930115120478,11949.557323193292,55483.99467829231,17622.026177796182,202.49184027936997,NA,2.5251441499521925,12482.069052411342,38447.73783977867,63411.87594460136,38447.73783977867,Buyers
TON,Eastern Indo-Pacific,92947.45941811342,21455.86729812622,112522.72851120963,45805.614623373265,1521.0551671218611,56225.02433805769,0.056440177289663426,NA,2.5389506206626393,119690.81610078731,-139625.62823179166,99756.00396978295,99756.00396978295,Sellers
