iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,355899.30977529584,73080.47214945474,437776.43792581063,366763.7714408058,81241.0077438719,451078.0815401588,0.8109129605075479,NA,0.6838578787136966,0.5994096889670566,7429.747707941921,730.7878864752392,15590.28330235908,730.7878864752392,Buyers
ATF,Southern Ocean,123440.22136629811,21453.734873875976,143518.0762990765,191587.03290388253,131514.97166443762,225727.28786664968,2.1423638700155987,NA,0.6838578787136966,0.5994096889670566,46602.73397919455,63458.50281136709,156663.97076975618,63458.50281136709,Buyers
HMD,Southern Ocean,75175.21767856629,1365.6582166617736,88541.86849254872,66507.7744175152,272.29239430028247,78456.32552667419,0.047316235700824785,NA,0.6838578787136966,0.5994096889670566,5927.29936237372,-7020.665184735211,4833.933540012229,4833.933540012229,Sellers
CAN,Arctic,2326824.4156224034,5266442.2620228715,2910072.8962342185,1641852.3815552744,521807.30299384036,2073830.0214429859,1.7071255104700966,NA,35.7096752398823,0.2787314155457413,24460128.884938773,-29204763.843967803,19715493.925909743,19715493.925909743,Sellers
ARG,Temperate South America,42670.115576355885,62488.21581812948,50532.27632602241,457736.31730608793,373459255.8197545,545015.4709972754,1270.4976613360082,NA,9.593656562424039,0.3980046895245759,3982002.5900648637,369414765.0138715,377378770.1940012,369414765.0138715,Buyers
IRL,Temperate Northern Atlantic,142478.83044477244,13016326.163747445,167034.63865247092,175775.19667460574,40654686.37053562,206438.5970417406,1230.6261997461381,NA,505.31713695787585,0.8571291248121602,16825224.45436027,10813135.752427906,44463584.661148444,10813135.752427906,Buyers
RUS,Arctic,2044607.9257789878,12567244.31624866,2631851.1766371173,1643334.2411286584,5377962.256444603,2096864.524207386,12.354881553882036,NA,35.7096752398823,0.2787314155457413,14329352.961174207,-21518635.020978265,7140070.901370149,7140070.901370149,Sellers
PCN,Eastern Indo-Pacific,323349.6872429928,52169.97594502568,423559.41883457475,217971.06689820642,8797.056290975826,284906.2706183003,0.09927767234111753,NA,3.7409446532206014,0.7685692607903744,394215.5863425923,-437588.50599664217,350842.66668854246,350842.66668854246,Sellers
PYF,Eastern Indo-Pacific,2919399.814558007,5315885.645246804,3486148.3509306116,2092281.7915672814,3124827.6148777693,2493578.467810463,2.2764161416460373,NA,3.7409446532206014,0.7685692607903744,3094202.745689549,-5285260.7760585835,903144.7153205145,903144.7153205145,Sellers
SJM,Arctic,151264.09603142127,839889.7414478213,187653.2826595195,245135.03790131756,10956931.079753408,301362.3442694338,190.55663859340896,NA,35.7096752398823,0.2787314155457413,3352100.8486358663,6764940.489669721,13469142.186941452,6764940.489669721,Buyers
GRL,Arctic,311824.73436376255,4300730.869595535,380988.7799951546,712619.9470963868,150411268.95383233,848596.7208450495,951.755025699252,NA,35.7096752398823,0.2787314155457413,14312266.884381553,131798271.19985525,160422804.96861833,131798271.19985525,Buyers
TKL,Eastern Indo-Pacific,215131.7363521109,72700.9409969449,273768.1163050356,151051.73043092745,450.82167116536834,191840.09134449004,0.005396292412663855,NA,3.7409446532206014,0.7685692607903744,239719.75552919568,-311969.8748549752,167469.63620341616,167469.63620341616,Sellers
ISL,Temperate Northern Atlantic,216937.73370247782,14950274.69292587,259789.555760771,194082.17207167792,6130448.088332108,232690.23397268108,283.65385269126693,NA,505.31713695787585,0.8571291248121602,11549306.966840087,-20369133.57143385,2729480.3622463243,2729480.3622463243,Sellers
ZAF,Temperate Southern Africa,603046.4815062371,87706.97796034813,662485.3585391785,490636.0487294199,22083.299337631455,537751.8774240954,0.17764401574725391,NA,2.0128329924947765,0.04292353601920118,226263.42779379385,-291887.10641651053,160639.74917107716,160639.74917107716,Sellers
ZAF,Southern Ocean,211853.11453564645,7747.730904579163,255179.48508392068,138208.91290492463,361.10366050731875,169413.75574443632,0.0074091637635451575,NA,0.6838578787136966,0.5994096889670566,50362.16750674919,-57748.794750821035,42975.54026267734,42975.54026267734,Sellers
NIU,Central Indo-Pacific,260916.44637605041,322444.6013536453,319135.0553046284,156549.86782563024,529.6382000112893,190758.201738489,0.006104879414151977,NA,44.43038578619762,0.3238178022116853,4637047.348180666,-4958962.3113343,4315132.385027031,4315132.385027031,Sellers
WLF,Eastern Indo-Pacific,128680.0590631293,115196.73021245003,164853.84597676896,92193.83940753492,21209.623421269393,117912.00481431949,0.8072060250501548,NA,3.7409446532206014,0.7685692607903744,136492.92833682822,-230480.03512800887,42505.82154564759,42505.82154564759,Sellers
NAM,Temperate Southern Africa,248565.8345292664,21479.595633506775,296614.33439137775,255155.9874580683,38659.28265998236,304780.11551696545,2.8463646003772483,NA,2.0128329924947765,0.04292353601920118,13264.877240678532,3914.8097857970533,30444.564267154117,3914.8097857970533,Buyers
GEO,Temperate Northern Atlantic,13155.290999185087,1233625.6190218925,20422.91714148615,8755.897096066514,590970.1334857364,13086.60628540982,95.89913802473033,NA,505.31713695787585,0.8571291248121602,2223089.131473812,-2865744.617009968,1580433.6459376556,1580433.6459376556,Sellers
BMU,Tropical Atlantic,314281.04839773296,15339.305366516113,351072.2991051022,199435.30022467062,3538.3961165837873,222595.553917971,0.025196646736300097,NA,8.433517546828812,0.7056913454383624,968553.6323962042,-980354.5416461364,956752.7231462719,956752.7231462719,Sellers
MNP,Central Indo-Pacific,610388.6775714137,1995986.2967677116,709479.1099468991,366233.2065428482,408131.6450065344,419703.350111767,2.704683747036907,NA,44.43038578619762,0.3238178022116853,10847921.76960996,-12435776.421371138,9260067.117848782,9260067.117848782,Sellers
