iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,369014.8573494216,83169.12783439414,453796.3724070515,372958.44333298213,86675.58206196058,458613.9349275923,0.894930874332602,NA,0.8746756671941135,0.964565777308534,3449.358701308167,57.09552625827564,6955.812928874613,57.09552625827564,Buyers
ATF,Southern Ocean,125044.15803730108,22800.458506688476,145489.70319652968,195840.08297136694,140706.49791643242,231020.3669837924,2.175660366526083,NA,0.8746756671941135,0.964565777308534,61923.47287632843,55982.56653341551,179829.51228607236,55982.56653341551,Buyers
HMD,Southern Ocean,75175.21767856629,1365.6582166617736,88541.86849254872,68247.09124675722,358.859620806335,80483.72007288117,0.051835899182990544,NA,0.8746756671941135,0.964565777308534,6059.86360914777,-7066.662205003209,5053.065013292331,5053.065013292331,Sellers
CAN,Arctic,2355390.064436772,6384016.4514759965,2943697.873026288,1669435.1114553702,570080.9662767631,2107521.826696598,1.7786475609036767,NA,43.906489339812254,0.10210509595209238,30117873.83066933,-35931809.315868564,24303938.345470097,24303938.345470097,Sellers
ARG,Temperate South America,42670.115576355885,62488.21581812948,50532.27632602241,465392.71176881116,383203256.1151344,554015.9852711569,1277.3568368320057,NA,10.446528808259261,0.4239375879144147,4415983.77902663,378724784.1202897,387556751.67834294,378724784.1202897,Buyers
IRL,Temperate Northern Atlantic,144029.48032150872,13842236.163747445,168836.505010158,178704.78328584915,44294964.46829803,209932.02484499657,1245.847358219228,NA,539.3110613202609,0.027035785723820704,18700774.443300027,11751953.86125056,49153502.74785061,11751953.86125056,Buyers
RUS,Arctic,2055821.6679637916,13002767.907672666,2645606.5073786275,1672657.321127894,5748279.904804244,2134239.888850331,12.836722877788626,NA,43.906489339812254,0.10210509595209238,16823401.30974646,-24077889.31261488,9568913.306878038,9568913.306878038,Sellers
PCN,Eastern Indo-Pacific,323349.6872429928,52169.97594502568,423559.41883457475,221603.91801317656,9164.901262791596,289609.8395428531,0.10350742780275445,NA,3.7857366576040796,0.22239941181191691,385182.68832944054,-428187.76301167463,342177.61364720645,342177.61364720645,Sellers
PYF,Eastern Indo-Pacific,2919399.814558007,5315885.645246804,3486148.3509306116,2127153.1547600697,3204561.978453753,2534319.276277524,2.2973690042947013,NA,3.7857366576040796,0.22239941181191691,2999237.221861439,-5110560.888654489,887913.5550683881,887913.5550683881,Sellers
SJM,Arctic,158465.9198082345,1135525.8723071963,196196.1128926185,250326.5544253205,11971447.089524947,307553.6528547518,199.70696822501043,NA,43.906489339812254,0.10210509595209238,4033277.9745634752,6802643.242654275,14869199.191781227,6802643.242654275,Buyers
GRL,Arctic,341596.03526381747,5491997.468346894,417096.7990245195,725572.8844435685,163098350.07616255,863670.2268554217,1000.9473891384666,NA,43.906489339812254,0.10210509595209238,16859075.43524544,140747277.17257023,174465428.04306108,140747277.17257023,Buyers
TKL,Eastern Indo-Pacific,217456.86909554419,81453.8765438199,276791.7320609445,153569.2592714429,464.4200136821739,195065.11018377013,0.005441088213744532,NA,3.7857366576040796,0.22239941181191691,241861.6664778068,-322851.12300794455,160872.20994766906,160872.20994766906,Sellers
ISL,Temperate Northern Atlantic,223892.1049008243,18599771.00542587,268024.50981633627,197316.87493953924,7086863.689520564,236553.8663043305,299.75023498704957,NA,539.3110613202609,0.027035785723820704,14332315.475250652,-25845222.791155957,2819408.1593453456,2819408.1593453456,Sellers
ZAF,Temperate Southern Africa,603046.4815062371,87706.97796034813,662485.3585391785,498813.31620824354,23569.777852560157,546601.2141748683,0.18506959414950777,NA,2.1440680096631737,0.10703565287018602,223482.99526136153,-287620.1953691495,159345.79515357356,159345.79515357356,Sellers
ZAF,Southern Ocean,211853.11453564645,7747.730904579163,255179.48508392068,140512.39478667337,378.42423910638666,172121.61124584192,0.00756127658138907,NA,0.8746756671941135,0.964565777308534,62399.991644541304,-69769.29831001408,55030.68497906853,55030.68497906853,Sellers
NIU,Central Indo-Pacific,260916.44637605041,322444.6013536453,319135.0553046284,159159.03228939074,545.8577642108193,193934.32300820202,0.006236045709534131,NA,45.70560248290458,0.715242874296526,4650883.917933182,-4972782.661522617,4328985.174343747,4328985.174343747,Sellers
WLF,Eastern Indo-Pacific,128680.0590631293,115196.73021245003,164853.84597676896,93730.4033976605,22460.179486207475,119913.61102318154,0.8834491390515895,NA,3.7857366576040796,0.22239941181191691,132310.19262340534,-225046.7433496479,39573.641897162786,39573.641897162786,Sellers
NAM,Temperate Southern Africa,248565.8345292664,21479.595633506775,296614.33439137775,259408.58724903606,53433.61053210207,310171.1969779115,3.6509005496638935,NA,2.1440680096631737,0.10703565287018602,23247.599243146502,8706.415655448796,55201.6141417418,8706.415655448796,Buyers
