iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,444634.7835004454,212863.71257954277,546854.1911817081,459683.8498234503,265197.67330372764,565331.3288574008,3.874768927856458,NA,3.2213502952905353,0.634112581955786,48478.31424345867,3855.646480726202,100812.27496764355,3855.646480726202,Buyers
ATF,Southern Ocean,241034.10864247632,258751.58712569045,285309.7322512132,255382.78391614897,317171.4679276132,302585.2574233372,4.780303217694351,NA,3.2213502952905353,0.634112581955786,46222.10932987339,12197.771472049339,104641.9901317961,12197.771472049339,Buyers
HMD,Southern Ocean,84523.19868930537,21024.70692271646,99717.06605721323,92597.52685614573,103643.10589081835,109401.74902518874,27.978754239705907,NA,3.2213502952905353,0.634112581955786,26010.239424523897,56608.15954357799,108628.63839262578,56608.15954357799,Buyers
CAN,Arctic,2657625.4246774595,59471292.28741349,3294650.2567413915,2055593.3300567132,1647645.9606740272,2583812.310888716,4.450702103344747,NA,534.3122311374498,0.31483566744876124,321673111.6931632,-379496758.0199027,263849465.36642376,263849465.36642376,Sellers
ARG,Temperate South America,158267.7283226618,55179222.61157909,187754.85639351368,572582.234246936,527789447.2646512,682390.7948232085,1421.4054411099387,NA,783.51151804299,0.547159917315846,324620187.4839595,147990037.16911262,797230412.1370316,147990037.16911262,Buyers
IRL,Temperate Northern Atlantic,188506.04045090615,56992794.913747445,221689.17303255034,219718.99584325714,111255838.37226,258124.75600210176,2208.646137560666,NA,1412.2874499885795,0.6397176339220025,44081665.17767067,10181378.280841887,98344708.63618323,10181378.280841887,Buyers
RUS,Arctic,2313315.5558616924,72065186.62544611,2957094.197505595,2083180.4411171926,14602503.865946487,2679152.602946567,71.64705314200174,NA,534.3122311374498,0.31483566744876124,122964006.6222067,-180426689.38170633,65501323.86270708,65501323.86270708,Sellers
PCN,Eastern Indo-Pacific,325394.37415708357,61407.48864033818,426284.74018573784,272463.83362275804,15900.338851952074,356124.1201336585,0.17707460477492465,NA,4.6353983446270846,0.8494535527972239,245354.13997302935,-290861.28976141545,199846.99018464325,199846.99018464325,Sellers
PYF,Eastern Indo-Pacific,2953014.837513678,5456638.9924147725,3526619.8444614755,2615352.2394591016,4404773.957705589,3119472.5149948015,2.6671486738867043,NA,4.6353983446270846,0.8494535527972239,1565200.6480646632,-2617065.6827738467,513335.61335547967,513335.61335547967,Sellers
SJM,Arctic,324524.59010197286,36471458.934807196,395945.44477454084,323007.78576136107,35672296.76829487,394060.8309387146,521.7939099823343,NA,534.3122311374498,0.31483566744876124,810447.1114312559,-1609609.2779435813,11284.94491893053,11284.94491893053,Sellers
GRL,Arctic,586770.3285364542,58108602.30611897,703655.6624364232,906914.0073041114,420381129.4714247,1077406.524073729,1904.6365186589223,NA,534.3122311374498,0.31483566744876124,171056683.2868979,191215843.87840784,533329210.45220363,191215843.87840784,Buyers
