iso3,realm,mkt_tb,mkt_tc,mkt_area,bau_tb,bau_tc,bau_area,mc_stop,pct_protected,trading_price,pixel_fraction,rect,mkt_tc_b,mkt_tc_s,savings,transaction
NZL,Southern Ocean,378484.8917650007,91864.27808571365,465477.6976471024,379153.11522515846,92536.5368968312,466333.1466364541,1.006038924402372,NA,1.006038924402372,0.020134192375613313,672.2588111175352,7.617018127348274e-12,1344.517622235071,7.617018127348274e-12,Doesn't participate
ATF,Southern Ocean,128739.95161806858,26198.327036961913,149733.640570212,200093.13303885132,150063.27351596605,236051.58112824475,2.2292349214096814,NA,1.006038924402372,0.020134192375613313,71784.07788925158,52080.86858975256,195649.02436825572,52080.86858975256,Buyers
HMD,Southern Ocean,76728.87392734832,2779.181532091461,90408.48005287972,69986.40807599926,454.4763253212804,82498.99788862502,0.05678181460974817,NA,1.006038924402372,0.020134192375613313,6783.183092910929,-9107.88829968111,4458.4778861407485,4458.4778861407485,Sellers
CAN,Arctic,2383323.17385131,7761077.173623952,2976252.7744176285,1697017.8413554663,620578.8570879024,2141065.892421987,1.8868640699280168,NA,56.12968993288325,0.3995870932855947,38522105.51227604,-45662603.828812085,31381607.19573999,31381607.19573999,Sellers
ARG,Temperate South America,42670.115576355885,62488.21581812948,50532.27632602241,473049.10623153445,393021107.58021796,563024.0997314118,1285.5394488823626,NA,11.487279620816926,0.598917978010298,4943883.808580991,388014735.55581886,397902503.17298084,388014735.55581886,Buyers
IRL,Temperate Northern Atlantic,148749.70087014415,16470697.413747445,174477.62616896754,181634.36989709255,47986378.9084874,213499.98083090608,1280.500593775372,NA,581.8503726767079,0.29952361670641303,19133956.92868012,12381724.566059839,50649638.42342007,12381724.566059839,Buyers
RUS,Arctic,2066900.148644972,13566188.918414854,2659100.33180641,1701980.4011271293,6132670.619670112,2171518.7879961254,13.430624238952891,NA,56.12968993288325,0.3995870932855947,20482832.278562546,-27916350.577307288,13049313.979817804,13049313.979817804,Sellers
PCN,Eastern Indo-Pacific,323349.6872429928,52169.97594502568,423559.41883457475,225236.76912814667,9550.403576808469,294312.4498581454,0.10763400616301257,NA,3.8383555649188277,0.6069523563193029,376592.26523654495,-419211.8376047622,333972.6928683277,333972.6928683277,Sellers
PYF,Eastern Indo-Pacific,2924074.103511627,5333658.771223366,3491932.6162464493,2162024.517952857,3284917.831994509,2576532.756721416,2.3136551355958583,NA,3.8383555649188277,0.6069523563193029,2925017.26747359,-4973758.2067024475,876276.3282447327,876276.3282447327,Sellers
SJM,Arctic,165514.12224708573,1487454.6516040713,204656.90977993733,255518.07094932336,13042221.31564876,313676.3905846542,209.16825010321503,NA,56.12968993288325,0.3995870932855947,5051893.733391728,6502872.930652961,16606660.397436418,6502872.930652961,Buyers
